# lat,lng,id,name,building_type,type,url,page_type
# slden -- Tutti
46.959119,11.008586,ov_medalp_sportclinic_s_lden___gruppenpraxi_46.9591_11.0086,medalp Sportclinic Sölden - Gruppenpraxis f Unfallchirurgie,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/medalp_sportclinic_slden_-_gruppenpraxis_46.9591_11.0086.json,custom
46.976049,10.982507,osm_sonnblick_46.9760_10.9825,Sonnblick,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/sonnblick_46.9760_10.9825.json,custom
46.964127,10.979090,osm_h_hnersteign_46.9641_10.9791,Hühnersteign,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/hhnersteign_46.9641_10.9791.json,custom
46.905112,11.096374,osm_rasthaus_timmelsjoch_46.9051_11.0964,Rasthaus Timmelsjoch,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/rasthaus_timmelsjoch_46.9051_11.0964.json,custom
46.863315,10.903881,osm_panoramarestaurant_stablein_46.8633_10.9039,Panoramarestaurant Stablein,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/panoramarestaurant_stablein_46.8633_10.9039.json,custom
46.940810,11.147701,osm_siegerlandh_tte_46.9408_11.1477,Siegerlandhütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/siegerlandhtte_46.9408_11.1477.json,custom
46.959711,11.063234,osm_fiegls_gasthaus_auf_der_windachalm_46.9597_11.0632,Fiegls Gasthaus auf der Windachalm,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/fiegls_gasthaus_auf_der_windachalm_46.9597_11.0632.json,custom
46.966682,11.027267,osm_kleblealm_46.9667_11.0273,Kleblealm,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/kleblealm_46.9667_11.0273.json,custom
46.954870,11.017202,osm_moosalm_46.9549_11.0172,Moosalm,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/moosalm_46.9549_11.0172.json,custom
46.857885,10.912939,osm_berghotel_gasthof_gstrein_46.8579_10.9129,Berghotel Gasthof Gstrein,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/berghotel_gasthof_gstrein_46.8579_10.9129.json,custom
46.859227,10.914815,osm_gasthaus_pension_obervent_46.8592_10.9148,Gasthaus Pension Obervent,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gasthaus_pension_obervent_46.8592_10.9148.json,custom
46.933574,10.995334,osm_gasthaus_silbertal_46.9336_10.9953,Gasthaus Silbertal,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gasthaus_silbertal_46.9336_10.9953.json,custom
46.956427,10.946713,osm_restaurant_schwarzkogel_46.9564_10.9467,Restaurant Schwarzkogel,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/restaurant_schwarzkogel_46.9564_10.9467.json,custom
46.942210,10.967634,osm_ice_q_46.9422_10.9676,Ice Q,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/ice_q_46.9422_10.9676.json,custom
46.968898,11.008090,osm_marco_s_grill_46.9689_11.0081,Marco's Grill,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/marcos_grill_46.9689_11.0081.json,custom
46.942117,10.932313,osm_restaurant_rettenbach_46.9421_10.9323,Restaurant Rettenbach,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/restaurant_rettenbach_46.9421_10.9323.json,custom
46.861055,10.914559,ov_prostkastl_46.8611_10.9146,Prostkastl,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/prostkastl_46.8611_10.9146.json,custom
46.972288,11.009597,ov_kuckuck_46.9723_11.0096,Kuckuck,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/kuckuck_46.9723_11.0096.json,custom
46.971736,11.009312,ov_almrausch_46.9717_11.0093,Almrausch,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/almrausch_46.9717_11.0093.json,custom
46.971534,11.009065,ov_schirmbar_s_lden_46.9715_11.0091,Schirmbar Sölden,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schirmbar_slden_46.9715_11.0091.json,custom
46.970309,11.008509,ov_caf__s_rimele_46.9703_11.0085,Café s'Rimele,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/caf_srimele_46.9703_11.0085.json,custom
46.970309,11.008509,ov_bar_rique_46.9703_11.0085,Bar-Rique,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/bar-rique_46.9703_11.0085.json,custom
46.969993,11.008529,ov_grizzly_bar_46.9700_11.0085,Grizzly Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/grizzly_bar_46.9700_11.0085.json,custom
46.970163,11.008829,ov_fender_46.9702_11.0088,Fender,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/fender_46.9702_11.0088.json,custom
46.970232,11.008897,ov_jati___burger_bar___craft_beer_46.9702_11.0089,Jati - Burger Bar & Craft Beer,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/jati_-_burger_bar_craft_beer_46.9702_11.0089.json,custom
46.971124,11.010409,ov_weinfassl_46.9711_11.0104,Weinfassl,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/weinfassl_46.9711_11.0104.json,custom
46.970369,11.011258,ov_tenniscafe_tc_s_lden_46.9704_11.0113,Tenniscafe Tc Sölden,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/tenniscafe_tc_slden_46.9704_11.0113.json,custom
46.965157,11.007673,ov_snow_rock_46.9652_11.0077,Snow Rock,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/snow_rock_46.9652_11.0077.json,custom
46.965843,11.007517,ov_black_orange_bar_s_lden_46.9658_11.0075,Black Orange Bar Sölden,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/black_orange_bar_slden_46.9658_11.0075.json,custom
46.965246,11.007599,ov_marks_taverne_46.9652_11.0076,Marks Taverne,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/marks_taverne_46.9652_11.0076.json,custom
46.966378,11.007472,ov_live_music_bar_46.9664_11.0075,LIVE Music Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/live_music_bar_46.9664_11.0075.json,custom
46.964853,11.007433,ov_chris_and_co_46.9649_11.0074,Chris and Co,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/chris_and_co_46.9649_11.0074.json,custom
46.961605,11.007996,ov_rodelh_tte_46.9616_11.0080,Rodelhütte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/rodelhtte_46.9616_11.0080.json,custom
46.959562,11.011709,ov_the_vue_skybar_46.9596_11.0117,THE VUE Skybar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/the_vue_skybar_46.9596_11.0117.json,custom
46.950560,10.988154,ov_schirmbar_bei_der_wes_46.9506_10.9882,Schirmbar Bei Der Wes,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schirmbar_bei_der_wes_46.9506_10.9882.json,custom
46.965208,10.983323,ov_stabele_schirmbar_46.9652_10.9833,Stabele Schirmbar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/stabele_schirmbar_46.9652_10.9833.json,custom
46.962306,11.003286,ov_cafe_pension_elisabeth_46.9623_11.0033,Cafe-Pension Elisabeth,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/cafe-pension_elisabeth_46.9623_11.0033.json,custom
46.962789,11.002607,ov_duo_s_lden_46.9628_11.0026,Duo Sölden,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/duo_slden_46.9628_11.0026.json,custom
46.963560,11.004595,ov_s_finale_apres_ski_bar_46.9636_11.0046,S'Finale Apres Ski Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/sfinale_apres_ski_bar_46.9636_11.0046.json,custom
46.964833,11.003919,ov_juchee___apr_s_ski_club_s_lden_46.9648_11.0039,juchee - Après Ski Club Sölden,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/juchee_-_aprs_ski_club_slden_46.9648_11.0039.json,custom
46.968962,10.985572,ov_gampealm_46.9690_10.9856,Gampealm,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gampealm_46.9690_10.9856.json,custom
46.941716,10.932129,ov_rettenbachferner_schirmbar_46.9417_10.9321,Rettenbachferner Schirmbar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/rettenbachferner_schirmbar_46.9417_10.9321.json,custom
46.922817,10.945889,ov_snow_beach_tiefenbach_46.9228_10.9459,Snow Beach Tiefenbach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/snow_beach_tiefenbach_46.9228_10.9459.json,custom
46.872255,11.028771,ov_c_u__cafe_46.8723_11.0288,c.u. cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/cu_cafe_46.8723_11.0288.json,custom
46.873044,11.029473,ov__tztal_konditorei_46.8730_11.0295,Ötztal Konditorei,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/tztal_konditorei_46.8730_11.0295.json,custom
46.869444,11.025887,ov_josl_bar_46.8694_11.0259,Josl Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/josl_bar_46.8694_11.0259.json,custom
46.869635,11.026077,ov_picnic_obergurgl_46.8696_11.0261,PicNic Obergurgl,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/picnic_obergurgl_46.8696_11.0261.json,custom
46.868810,11.025177,ov_fassl_bar_46.8688_11.0252,Fassl Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/fassl_bar_46.8688_11.0252.json,custom
46.885719,11.078960,ov_mittelstation_2806_46.8857_11.0790,Mittelstation 2806,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/mittelstation_2806_46.8857_11.0790.json,custom
46.899159,11.049803,ov_obergurgl_oztal_46.8992_11.0498,Obergurgl Oztal,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/obergurgl_oztal_46.8992_11.0498.json,custom
46.899585,11.050975,ov_toni_s_almh_tte_46.8996_11.0510,Toni's Almhütte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/tonis_almhtte_46.8996_11.0510.json,custom
46.962159,11.047779,ov_jausenstation_lochle_alm_46.9622_11.0478,Jausenstation Lochle-Alm,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/jausenstation_lochle-alm_46.9622_11.0478.json,custom
46.972352,11.009411,osm_kuckuck_46.9724_11.0094,Kuckuck,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/kuckuck_46.9724_11.0094.json,custom
46.965834,11.007564,osm_black___orange_rockbar_46.9658_11.0076,Black & Orange Rockbar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/black_orange_rockbar_46.9658_11.0076.json,custom
46.971612,11.009037,osm_schirmbar_46.9716_11.0090,Schirmbar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schirmbar_46.9716_11.0090.json,custom
46.967989,11.008036,osm_bar_hannes_46.9680_11.0080,Bar Hannes,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/bar_hannes_46.9680_11.0080.json,custom
46.969385,11.009900,osm_werkstatt_s_lden_46.9694_11.0099,Werkstatt Sölden,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/werkstatt_slden_46.9694_11.0099.json,custom
46.970364,11.008590,osm_liebelei_restaurant_und_bar_46.9704_11.0086,Liebelei Restaurant und Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/liebelei_restaurant_und_bar_46.9704_11.0086.json,custom
46.970197,11.008823,osm_jati_46.9702_11.0088,Jati,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/jati_46.9702_11.0088.json,custom
46.967490,11.009796,osm_cafe_pusteblume_46.9675_11.0098,Cafe Pusteblume,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/cafe_pusteblume_46.9675_11.0098.json,custom
46.941392,10.932767,osm_salomon_lounge_46.9414_10.9328,Salomon Lounge,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/salomon_lounge_46.9414_10.9328.json,custom
46.968958,11.007803,osm_marco_s_46.9690_11.0078,Marco's,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/marcos_46.9690_11.0078.json,custom
46.960117,11.008775,osm_halli_valli_apres_ski_46.9601_11.0088,Halli Valli Apres Ski,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/halli_valli_apres_ski_46.9601_11.0088.json,custom
46.971730,11.009520,ov_skischule_yellow_power_s_lden_46.9717_11.0095,Skischule YELLOW POWER Sölden,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/skischule_yellow_power_slden_46.9717_11.0095.json,custom
46.970480,11.008530,ov_anahata_s_lden___yoga_und_mentaltraining_46.9705_11.0085,Anahata Sölden - Yoga und Mentaltraining,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/anahata_slden_-_yoga_und_mentaltraining_46.9705_11.0085.json,custom
46.967226,11.007368,ov_skischule_vacancia_s_lden_46.9672_11.0074,Skischule Vacancia Sölden,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/skischule_vacancia_slden_46.9672_11.0074.json,custom
46.971201,11.009052,ov_sunup_sports_skiverleih_s_lden_zentrum_46.9712_11.0091,SUNUP Sports Skiverleih Sölden Zentrum,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/sunup_sports_skiverleih_slden_zentrum_46.9712_11.0091.json,custom
46.969746,11.009654,ov_skischule_s_lden_hochs_lden_46.9697_11.0097,Skischule Sölden-Hochsölden,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/skischule_slden-hochslden_46.9697_11.0097.json,custom
46.969707,11.009756,ov_gemeinde_s_lden_46.9697_11.0098,Gemeinde Sölden,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gemeinde_slden_46.9697_11.0098.json,custom
46.969409,11.010791,ov_freizeit_arena_46.9694_11.0108,Freizeit Arena,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/freizeit_arena_46.9694_11.0108.json,custom
46.969449,11.011027,ov_fit_und_fun_46.9694_11.0110,Fit und Fun,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/fit_und_fun_46.9694_11.0110.json,custom
46.973720,11.012745,ov_ride_on_s_lden_46.9737_11.0127,Ride On Sölden,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/ride_on_slden_46.9737_11.0127.json,custom
46.966380,11.009160,ov_andre_arnold_ski_racing_camp_46.9664_11.0092,Andre Arnold Ski Racing Camp,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/andre_arnold_ski_racing_camp_46.9664_11.0092.json,custom
46.966478,11.007213,ov_skischule_snowlines_s_lden_46.9665_11.0072,Skischule SNOWLINES Sölden,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/skischule_snowlines_slden_46.9665_11.0072.json,custom
46.959609,11.008885,ov_freeride_center_s_lden_46.9596_11.0089,Freeride Center Sölden,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/freeride_center_slden_46.9596_11.0089.json,custom
46.959998,11.009405,ov_schilifte_gampe___tztaler_gletscherbahn__46.9600_11.0094,"Schilifte Gampe, Ötztaler Gletscherbahn, Kommanditgesellscha",GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schilifte_gampe_tztaler_gletscherbahn_ko_46.9600_11.0094.json,custom
46.958346,11.012935,ov_ski__und_bikeschule__tztal_46.9583_11.0129,Ski- und Bikeschule Ötztal,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/ski-_und_bikeschule_tztal_46.9583_11.0129.json,custom
46.976572,10.975289,ov_solden__3250m__46.9766_10.9753,"Solden, 3250m.",GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/solden_3250m_46.9766_10.9753.json,custom
46.965911,10.957811,ov_silberbr_nnl_bergstation_2668m_46.9659_10.9578,Silberbrünnl Bergstation 2668m,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/silberbrnnl_bergstation_2668m_46.9659_10.9578.json,custom
46.942227,10.967123,ov_big_3___plattform_gaislachkogl__3_048m__46.9422_10.9671,Big 3 - Plattform Gaislachkogl (3.048m),GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/big_3_-_plattform_gaislachkogl_3048m_46.9422_10.9671.json,custom
46.870741,11.027457,ov_alpincenter_obergurgl_46.8707_11.0275,Alpincenter Obergurgl,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/alpincenter_obergurgl_46.8707_11.0275.json,custom
46.873119,11.029009,ov_alpin_schischule_stefan_gstrein_46.8731_11.0290,Alpin Schischule Stefan Gstrein,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/alpin_schischule_stefan_gstrein_46.8731_11.0290.json,custom
46.862451,11.015986,ov_klettersteig_obergurgl_46.8625_11.0160,Klettersteig Obergurgl,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/klettersteig_obergurgl_46.8625_11.0160.json,custom
46.909647,11.052921,ov_top_mountain_motorcycle_museum_46.9096_11.0529,Top Mountain Motorcycle Museum,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/top_mountain_motorcycle_museum_46.9096_11.0529.json,custom
46.900160,11.051338,ov_mountain_motorcycle_museum__hochgurgl_2__46.9002_11.0513,Mountain Motorcycle Museum/ Hochgurgl 2.175m,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/mountain_motorcycle_museum_hochgurgl_217_46.9002_11.0513.json,custom
46.968330,11.007860,osm_post_filiale_6450_46.9683_11.0079,Post Filiale 6450,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/post_filiale_6450_46.9683_11.0079.json,custom
46.969467,11.010752,ov__ffentliche_bibliothek_s_lden_46.9695_11.0108,Öffentliche Bibliothek Sölden,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/ffentliche_bibliothek_slden_46.9695_11.0108.json,custom
