# lat,lng,id,name,building_type,type,url,page_type
# Chiusa Sclafani -- Tutti
37.680030,13.269305,ov_analisi_cliniche_gruppo_vitale___chiusa__37.6800_13.2693,Analisi Cliniche Gruppo Vitale - Chiusa Sclafani,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/analisi_cliniche_gruppo_vitale_-_chiusa__37.6800_13.2693.json,custom
37.682482,13.281087,ov_la_collinetta_37.6825_13.2811,La Collinetta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/la_collinetta_37.6825_13.2811.json,custom
37.678603,13.270385,ov_il_noce_antico_37.6786_13.2704,Il Noce Antico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/il_noce_antico_37.6786_13.2704.json,custom
37.678994,13.271113,ov_da_nino_ristorante_pizzeria_37.6790_13.2711,Da Nino Ristorante Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/da_nino_ristorante_pizzeria_37.6790_13.2711.json,custom
37.624330,13.252579,ov_la_sosta_da_antonella_37.6243_13.2526,La Sosta da Antonella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/la_sosta_da_antonella_37.6243_13.2526.json,custom
37.680434,13.274407,ov_bar_la_sosta_37.6804_13.2744,BAR La SOSTA,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/bar_la_sosta_37.6804_13.2744.json,custom
37.680088,13.269344,ov_extra_bar___la_pineta_37.6801_13.2693,Extra Bar - La Pineta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/extra_bar_-_la_pineta_37.6801_13.2693.json,custom
37.676945,13.269488,ov_bar_caronia_37.6769_13.2695,Bar Caronia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/bar_caronia_37.6769_13.2695.json,custom
37.678388,13.270776,ov_caffe_del_course_colletti_antonino_37.6784_13.2708,Caffe Del Course Colletti Antonino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/caffe_del_course_colletti_antonino_37.6784_13.2708.json,custom
37.680458,13.378509,ov_la_collinetta_37.6805_13.3785,La Collinetta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/chiusa_sclafani/pages/la_collinetta_37.6805_13.3785.json,custom
