# lat,lng,id,name,building_type,type,url,page_type
# Marling - Marlengo -- Tutti
46.665366,11.137329,osm_ladurn___pizzeria__eiscaf___bistro_46.6654_11.1373,Ladurn - Pizzeria, Eiscafé, Bistro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/marling_-_marlengo/pages/ladurn_-_pizzeria_eiscaf_bistro_46.6654_11.1373.json,custom
46.661915,11.135270,osm_enzian__grillrestaurant_46.6619_11.1353,Enzian -Grillrestaurant,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/marling_-_marlengo/pages/enzian_-grillrestaurant_46.6619_11.1353.json,custom
