# lat,lng,id,name,building_type,type,url,page_type
# castellammare_del_golfo -- libraries
38.024515,12.881784,ov_biblioteca_comunale_multimediale_38.0245_12.8818,Biblioteca Comunale Multimediale,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/castellammare_del_golfo/pages/biblioteca_comunale_multimediale_38.0245_12.8818.json,custom
38.024383,12.881807,osm_biblioteca_comunale_multimediale__barbar_38.0244_12.8818,Biblioteca Comunale Multimediale “Barbara Rizzo, Giuseppe e ,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/castellammare_del_golfo/pages/biblioteca_comunale_multimediale_barbara_38.0244_12.8818.json,custom
