# lat,lng,id,name,building_type,type,url,page_type
# basic -- Tutti
38.061162,15.061444,ov_eden_bar_38.0612_15.0614,Eden bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/basic/pages/eden_bar_38.0612_15.0614.json,custom
38.061765,15.076034,ov_crossodromo_basicross_38.0618_15.0760,Crossodromo Basicross,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/basic/pages/crossodromo_basicross_38.0618_15.0760.json,custom
38.070544,15.056537,ov_maneggio_libera_mente_38.0705_15.0565,Maneggio Libera Mente,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/basic/pages/maneggio_libera_mente_38.0705_15.0565.json,custom
