# lat,lng,id,name,building_type,type,url,page_type
46.159813,6.669673,osm_la_pela_by_camille_46.1598_6.6697,La Pela by Camille,ristorante,ristorante,
46.159805,6.670470,osm_baboushka_46.1598_6.6705,Baboushka,ristorante,ristorante,
46.159922,6.671960,osm_la_r_mize_46.1599_6.6720,La R'Mize,ristorante,ristorante,
46.157188,6.667130,osm_le_boomerang_46.1572_6.6671,Le Boomerang,ristorante,ristorante,
46.159727,6.669942,osm_primo_46.1597_6.6699,Primo,ristorante,ristorante,
46.159802,6.670741,osm_sush_ski_46.1598_6.6707,Sush'ski,ristorante,ristorante,
46.159832,6.670763,osm_cr_perie_m_m__confiture_46.1598_6.6708,Crêperie Mémé Confiture,ristorante,ristorante,
46.150175,6.686310,osm_la_croix_blanche_46.1502_6.6863,La Croix Blanche,ristorante,ristorante,
46.157792,6.668564,osm_la_casetta_46.1578_6.6686,La Casetta,ristorante,ristorante,
46.156064,6.687672,osm_le_chalet_du_golf_46.1561_6.6877,Le Chalet du Golf,ristorante,ristorante,
46.153462,6.673816,osm_restaurant_du_lac_46.1535_6.6738,Restaurant du Lac,ristorante,ristorante,
46.152150,6.629699,osm_les_chevrelles_46.1521_6.6297,Les Chevrelles,ristorante,ristorante,
46.148828,6.657453,osm_snack_de_la_luge_46.1488_6.6575,Snack de la luge,ristorante,ristorante,
