# lat,lng,id,name,building_type,type,url,page_type
# Tropea -- Tutti
38.676120,15.896728,ov_ecografia_vallone_38.6761_15.8967,Ecografia Vallone,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ecografia_vallone_38.6761_15.8967.json,custom
38.679013,15.899160,ov_l_antico_soffitto_tropea_38.6790_15.8992,L'Antico Soffitto Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/lantico_soffitto_tropea_38.6790_15.8992.json,custom
38.679021,15.899193,ov_da_cece_38.6790_15.8992,Da Cece,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/da_cece_38.6790_15.8992.json,custom
38.678963,15.899496,ov_lucignolo_38.6790_15.8995,Lucignolo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/lucignolo_38.6790_15.8995.json,custom
38.679570,15.903978,ov_kalavri_38.6796_15.9040,Kalavri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/kalavri_38.6796_15.9040.json,custom
38.681514,15.905157,ov_3nodi_tropea_38.6815_15.9052,3Nodi Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/3nodi_tropea_38.6815_15.9052.json,custom
38.681531,15.903754,ov_myc_marina_yacht_club_tropea_club_restau_38.6815_15.9038,MYC Marina Yacht Club Tropea Club Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/myc_marina_yacht_club_tropea_club_restau_38.6815_15.9038.json,custom
38.678663,15.897437,osm_la_napoli_38.6787_15.8974,La Napoli,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_napoli_38.6787_15.8974.json,custom
38.678599,15.897689,osm_elios_ristorante_38.6786_15.8977,Elios Ristorante,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/elios_ristorante_38.6786_15.8977.json,custom
38.678780,15.897619,osm_that_s_amore_38.6788_15.8976,That’s Amore,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/thats_amore_38.6788_15.8976.json,custom
38.677062,15.896508,osm_scacco_matto_38.6771_15.8965,Scacco Matto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/scacco_matto_38.6771_15.8965.json,custom
38.671736,15.887729,osm_picanha_38.6717_15.8877,Picanha,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/picanha_38.6717_15.8877.json,custom
38.679296,15.901255,osm_lo_stuzzicino_38.6793_15.9013,Lo Stuzzicino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/lo_stuzzicino_38.6793_15.9013.json,custom
38.678894,15.898304,osm_marasusa_38.6789_15.8983,Marasusa,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/marasusa_38.6789_15.8983.json,custom
38.676811,15.895750,osm_diamante_rosso_38.6768_15.8958,Diamante Rosso,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/diamante_rosso_38.6768_15.8958.json,custom
38.677942,15.895483,osm_il_corallone_38.6779_15.8955,Il Corallone,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/il_corallone_38.6779_15.8955.json,custom
38.671420,15.887467,ov_caf__mediterraneo_e_bistrot_38.6714_15.8875,Café Mediterraneo e Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/caf_mediterraneo_e_bistrot_38.6714_15.8875.json,custom
38.672375,15.890775,ov_stars_home_38.6724_15.8908,Stars Home,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/stars_home_38.6724_15.8908.json,custom
38.673126,15.891210,ov_pasticceria_caffetteria_da_paolo_38.6731_15.8912,Pasticceria Caffetteria Da Paolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/pasticceria_caffetteria_da_paolo_38.6731_15.8912.json,custom
38.676728,15.890769,ov_lido_l_oasi___tropea_38.6767_15.8908,Lido L'Oasi - Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/lido_loasi_-_tropea_38.6767_15.8908.json,custom
38.675640,15.891444,ov_la_rotonda_38.6756_15.8914,La Rotonda,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_rotonda_38.6756_15.8914.json,custom
38.675708,15.893167,ov_blaise_caf__38.6757_15.8932,Blaise Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/blaise_caf_38.6757_15.8932.json,custom
38.675601,15.893107,ov_premiata_pasticceria_tropea_38.6756_15.8931,Premiata Pasticceria Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/premiata_pasticceria_tropea_38.6756_15.8931.json,custom
38.675101,15.893000,ov_madison_caf__38.6751_15.8930,Madison Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/madison_caf_38.6751_15.8930.json,custom
38.677572,15.895173,ov_don_ugo_tropea_aperitif___mixology_38.6776_15.8952,Don Ugo Tropea Aperitif & Mixology,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/don_ugo_tropea_aperitif_mixology_38.6776_15.8952.json,custom
38.677118,15.897332,ov_aperitif_caf__deodato_38.6771_15.8973,Aperitif Cafè Deodato,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/aperitif_caf_deodato_38.6771_15.8973.json,custom
38.677920,15.897258,ov_royal_38.6779_15.8973,Royal,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/royal_38.6779_15.8973.json,custom
38.677694,15.897431,ov_bar_la_novita_38.6777_15.8974,Bar La Novita,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bar_la_novita_38.6777_15.8974.json,custom
38.677779,15.896078,ov_la_dogana_tropea_38.6778_15.8961,La Dogana Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_dogana_tropea_38.6778_15.8961.json,custom
38.678671,15.896878,ov_tony_s_pub_38.6787_15.8969,Tony's Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/tonys_pub_38.6787_15.8969.json,custom
38.678587,15.896888,ov_frida_s_tropea_38.6786_15.8969,Frida's Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/fridas_tropea_38.6786_15.8969.json,custom
38.678641,15.897466,ov_ariston_54_cafe_38.6786_15.8975,Ariston 54 Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ariston_54_cafe_38.6786_15.8975.json,custom
38.678500,15.897560,ov_bysara_38.6785_15.8976,Bysara,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bysara_38.6785_15.8976.json,custom
38.678344,15.897432,ov_papillon_38.6783_15.8974,Papillon,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/papillon_38.6783_15.8974.json,custom
38.678013,15.898618,ov_la_munizione_38.6780_15.8986,La Munizione,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_munizione_38.6780_15.8986.json,custom
38.678034,15.899061,ov_koes_i_cuoppi_38.6780_15.8991,Koes I Cuoppi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/koes_i_cuoppi_38.6780_15.8991.json,custom
38.676728,15.897214,ov_emotion_cafe_38.6767_15.8972,Emotion Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/emotion_cafe_38.6767_15.8972.json,custom
38.676732,15.896887,ov_plaza_caf__tropea_38.6767_15.8969,Plaza Cafè Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/plaza_caf_tropea_38.6767_15.8969.json,custom
38.676581,15.896228,ov_aldrock_s_cafe_38.6766_15.8962,AldRock's Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/aldrocks_cafe_38.6766_15.8962.json,custom
38.676582,15.896588,ov_idylio_tropea_38.6766_15.8966,Idylio Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/idylio_tropea_38.6766_15.8966.json,custom
38.676555,15.896900,ov_fraschettabandito_38.6766_15.8969,fraschettabandito,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/fraschettabandito_38.6766_15.8969.json,custom
38.676329,15.896507,ov_tortuga_38.6763_15.8965,Tortuga,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/tortuga_38.6763_15.8965.json,custom
38.679269,15.897278,ov_bar_il_conte_38.6793_15.8973,Bar il conte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bar_il_conte_38.6793_15.8973.json,custom
38.679352,15.897611,ov_bar_tropea_38.6794_15.8976,Bar Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bar_tropea_38.6794_15.8976.json,custom
38.679513,15.897632,ov_al_migliarese_38.6795_15.8976,Al Migliarese,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/al_migliarese_38.6795_15.8976.json,custom
38.679242,15.897342,ov_maxbar_38.6792_15.8973,Maxbar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/maxbar_38.6792_15.8973.json,custom
38.678958,15.897967,ov_le_volpi_e_l_uva_38.6790_15.8980,Le Volpi e l'Uva,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/le_volpi_e_luva_38.6790_15.8980.json,custom
38.680140,15.901100,ov_bar_la_zagara_38.6801_15.9011,Bar La Zagara,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bar_la_zagara_38.6801_15.9011.json,custom
38.680918,15.905310,ov_bar_elf_tropea_38.6809_15.9053,Bar Elf Tropea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bar_elf_tropea_38.6809_15.9053.json,custom
38.677656,15.897436,osm_bar_la_novit__38.6777_15.8974,Bar La Novità,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bar_la_novit_38.6777_15.8974.json,custom
38.663620,15.863070,ov_romy_s_dance_studio_38.6636_15.8631,Romy's dance studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/romys_dance_studio_38.6636_15.8631.json,custom
38.678812,15.894055,ov_mama_beach_tropea_38.6788_15.8941,Mama Beach Tropea,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/mama_beach_tropea_38.6788_15.8941.json,custom
38.678558,15.895939,ov_terrazza_panoramica_tropea_38.6786_15.8959,Terrazza panoramica Tropea,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/terrazza_panoramica_tropea_38.6786_15.8959.json,custom
38.678115,15.898450,ov_museo_civico_diocesano_38.6781_15.8984,Museo Civico Diocesano,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/museo_civico_diocesano_38.6781_15.8984.json,custom
38.676405,15.897200,ov_creazioni_artistiche_il_faro_38.6764_15.8972,Creazioni Artistiche Il Faro,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/creazioni_artistiche_il_faro_38.6764_15.8972.json,custom
38.673625,15.894830,osm_quiposte_38.6736_15.8948,QuiPoste,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/quiposte_38.6736_15.8948.json,custom
