# lat,lng,citta,slug,ospedali,ristoranti,bar_cafe,palestre,monumenti
46.269127,11.427548,Castello-Molina di Fiemme,castello-molina_di_fiemme,0,7,5,1,1
46.082835,11.647547,Castello Tesino,castello_tesino,0,11,4,4,1
46.052141,11.489677,Castelnuovo,castelnuovo,0,2,12,0,1
46.550092,11.605785,Castelrotto,castelrotto,0,66,11,11,2
46.286972,11.464358,Cavalese,cavalese,2,35,18,9,2
46.404753,11.159780,Cavareno,cavareno,0,9,3,3,1
46.184167,11.024489,Cavedago,cavedago,0,9,1,0,0
45.995878,10.968421,Cavedine,cavedine,0,4,4,1,0
46.367896,10.958398,Cavizzana,cavizzana,0,2,0,0,0
46.239980,11.217719,Cembra Lisignago,cembra_lisignago,0,6,3,1,0
45.950029,10.902522,Ceniga,ceniga,0,0,1,0,0
45.984277,11.238439,Centa San Nicolò,centa_san_nicol,0,1,0,0,0
46.614570,11.222469,Cermes,cermes,0,4,0,0,1
46.644700,11.565014,Chiusa,chiusa,1,22,10,3,2
45.981736,11.072815,Cimone,cimone,0,5,1,0,0
46.067444,11.628549,Cinte Tesino,cinte_tesino,0,3,2,0,0
46.399455,11.003870,Cis,cis,0,1,1,0,0
46.089898,11.192143,Civezzano,civezzano,0,7,2,2,1
46.361983,11.033169,Cles,cles,5,26,23,6,1
46.419218,11.087128,Cloz,cloz,0,0,1,0,0
46.078744,11.142795,Cognola,cognola,0,1,1,0,0
46.351259,10.693471,Cogolo,cogolo,0,1,0,0,0
46.560384,11.853476,Colfosco,colfosco,0,4,1,0,0
45.915084,10.841311,Cologna,cologna,0,1,0,0,0
46.035300,10.868282,Comano Terme,comano_terme,0,7,2,0,2
46.348018,10.870842,Commezzadura,commezzadura,0,6,3,0,0
45.896299,10.579938,Condino,condino,0,1,0,0,0
46.291353,11.032002,Contà,cont,0,2,3,0,0
46.347380,11.109799,Coredo,coredo,0,1,1,0,0
46.474144,11.454382,Cornedo all'Isarco,cornedo_allisarco,0,8,1,0,0
46.966570,11.320710,Cortaccia,cortaccia,0,0,1,0,0
46.315576,11.224313,Cortaccia sulla Strada del Vino,cortaccia_sulla_strada_del_vino,0,6,0,2,0
46.547887,11.872344,Corvara in Badia,corvara_in_badia,0,37,6,4,0
45.918593,11.192671,Costa,costa,0,0,0,1,0
46.098003,11.017812,Covelo,covelo,0,1,0,0,0
46.341612,10.903303,Croviana,croviana,0,3,3,2,2
46.814301,10.524521,Curon Venosta,curon_venosta,0,8,7,1,0
46.309876,10.746629,Cusiano,cusiano,0,1,0,0,0
46.305617,11.435915,Daiano,daiano,0,1,0,0,0
46.405178,11.093149,Dambel,dambel,0,0,1,0,0
46.319537,10.842253,Daolasa,daolasa,0,1,0,0,0
46.017539,10.525446,Daone,daone,0,4,0,0,0
46.272043,11.049739,Denno,denno,1,5,1,1,1
46.317925,10.869023,Dimaro Folgarida,dimaro_folgarida,0,14,15,6,1
46.720581,12.225378,Dobbiaco,dobbiaco,0,15,4,6,3
46.389849,11.137012,Don,don,0,0,1,0,0
45.967105,10.944597,Drena,drena,0,3,1,1,1
45.976995,10.919073,Dro,dro,0,15,8,13,0
46.308886,11.265808,Egna,egna,0,17,20,4,1
46.796237,11.837079,Ehrenburg - Casteldarne,ehrenburg_-_casteldarne,0,0,1,0,0
46.465016,11.266199,Eppan an der Weinstraße,eppan_an_der_weinstrae,0,23,12,6,2
46.202347,11.154156,Faedo,faedo,0,5,0,0,0
46.180805,11.064702,Fai Della Paganella,fai_della_paganella,0,9,8,3,1
46.170795,11.013514,Fai della Paganella (TN),fai_della_paganella_tn,0,1,0,0,0
46.815232,11.878666,Falzes,falzes,0,7,2,1,1
46.516991,11.506389,Fiè allo Sciliar,fi_allo_sciliar,0,9,8,1,1
45.988578,10.831664,Fiavè,fiav,0,7,2,1,2
46.177210,11.830630,Fiera de Primiero,fiera_de_primiero,0,0,0,0,0
46.175271,11.828325,Fiera di Primiero,fiera_di_primiero,0,1,0,0,0
46.105477,11.325324,Fierozzo - Vlarotz,fierozzo_-_vlarotz,0,5,0,1,0
46.298068,11.027896,Flavon,flavon,0,1,1,0,0
45.907195,11.185095,Folgaria,folgaria,0,40,24,11,2
46.449290,11.142659,Fondo,fondo,0,4,3,0,0
46.120786,11.208600,Fornace,fornace,0,2,0,0,1
46.803034,11.577180,Fortezza,fortezza,0,4,2,0,0
46.475681,11.295745,Frangart - Frangarto,frangart_-_frangarto,0,1,0,0,0
46.060819,11.168644,Frassilongo,frassilongo,0,3,0,0,0
46.083972,11.316543,Frassilongo - Garait,frassilongo_-_garait,0,1,0,0,0
46.873355,11.477360,Freienfeld,freienfeld,0,2,0,0,1
46.851503,11.524743,Freienfeld - Campo di Trens,freienfeld_-_campo_di_trens,0,6,0,1,0
46.640232,11.724357,Funes,funes,0,4,0,0,3
46.634979,11.766783,Funes - Villnoess,funes_-_villnoess,0,2,0,0,0
46.844676,11.949780,Gais,gais,0,9,1,1,2
46.113951,11.109359,Gardolo,gardolo,0,1,1,0,0
46.576966,11.202362,Gargazon,gargazon,0,4,7,0,0
45.997367,11.070112,Garniga Terme,garniga_terme,0,0,1,0,0
45.861325,11.111984,Giazzera,giazzera,0,0,1,0,0
45.940656,11.270489,Gionghi,gionghi,0,0,0,0,0
46.157975,11.151262,Giovo,giovo,0,1,2,0,0
46.461897,11.280845,Girlan - Cornaiano,girlan_-_cornaiano,0,1,0,0,0
46.153792,10.758501,Giustino,giustino,0,5,2,0,0
46.670974,10.555168,Glurns - Glorenza,glurns_-_glorenza,0,9,5,0,0
46.619259,10.824517,Goldrain,goldrain,0,1,1,0,0
46.938381,11.444484,Gossensaß - Colle Isarco,gossensa_-_colle_isarco,0,0,1,0,0
46.793062,10.540792,Graun im Vinschgau,graun_im_vinschgau,0,6,1,0,0
46.812808,10.554493,Graun im Vinschgau - Curon Venosta,graun_im_vinschgau_-_curon_venosta,0,3,1,0,0
46.000783,11.649202,Grigno,grigno,0,6,6,0,0
46.221630,11.293708,Grumes,grumes,0,1,0,0,0
46.198107,11.124357,Grumo,grumo,0,1,0,0,0
46.994897,11.263344,Gschnitz,gschnitz,0,1,0,0,0
46.817955,12.225313,Gsies,gsies,0,4,0,0,0
46.835250,12.228444,Gsies - Valle di Casies,gsies_-_valle_di_casies,0,4,0,0,0
46.438566,11.474915,Gummer - San Valentino in Campo,gummer_-_san_valentino_in_campo,0,0,1,0,0
46.672652,11.255116,Hafling,hafling,0,11,0,1,1
46.661138,11.236685,Hafling - Avelengo,hafling_-_avelengo,0,13,1,0,0
46.748669,12.441858,Heinfels,heinfels,0,3,4,1,2
46.899874,11.056553,Hochgurgl,hochgurgl,0,0,2,0,0
46.921462,12.529931,Hopfgarten in Defereggen,hopfgarten_in_defereggen,0,1,2,0,0
46.144881,11.792574,Imer,imer,0,2,1,0,0
46.806245,12.351150,Innervillgraten,innervillgraten,0,6,0,0,0
45.887169,11.010046,Isera,isera,0,8,4,1,2
46.126076,11.244012,Italia,italia,0,1,0,0,0
46.532095,11.320177,Jenesien,jenesien,0,3,1,0,0
46.411038,11.241106,Kaltern - Caldaro,kaltern_-_caldaro,0,3,0,0,0
46.384610,11.259967,Kaltern am See,kaltern_am_see,0,1,0,0,0
46.403380,11.246898,Kaltern an der Weinstraße,kaltern_an_der_weinstrae,0,29,13,3,0
46.494316,11.391029,Kardaun - Cardano,kardaun_-_cardano,0,1,0,0,0
46.479532,11.435221,Karneid,karneid,0,3,1,0,1
46.454021,11.462582,Karneid - Cornedo all'Isarco,karneid_-_cornedo_allisarco,0,1,0,0,0
46.731513,12.490380,Kartitsch,kartitsch,0,3,2,0,0
46.637949,10.922046,Kastelbell-Tschars,kastelbell-tschars,0,17,4,0,3
46.559901,11.564352,Kastelruth,kastelruth,0,13,1,5,2
46.911147,10.728069,Kaunertal,kaunertal,0,1,1,0,0
46.805246,11.827619,Kiens,kiens,0,7,2,1,1
46.698983,11.169408,Kuens,kuens,0,4,1,0,0
46.309252,11.225780,Kurtatsch an der Weinstraße,kurtatsch_an_der_weinstrae,0,6,1,1,0
46.268682,11.221791,Kurtinig an der Weinstraße - Cortina sulla Strada del Vino,kurtinig_an_der_weinstrae_-_cortina_sull,0,3,0,0,0
46.585744,11.896550,La Ila - Stern - La Villa,la_ila_-_stern_-_la_villa,0,1,0,0,0
46.647844,11.939318,La Val - Wengen - La Valle,la_val_-_wengen_-_la_valle,0,2,0,0,0
46.660975,11.907764,La Valle,la_valle,0,3,2,0,0
46.610222,10.683832,Laas - Lasa,laas_-_lasa,0,12,5,0,1
46.674669,11.140858,Lagundo,lagundo,0,16,3,3,0
46.433106,11.335675,Laives,laives,0,30,19,8,0
46.604180,11.581410,Lajen,lajen,0,6,2,1,1
46.609152,11.148784,Lana,lana,0,62,28,13,2
46.920164,11.781970,Lappach,lappach,0,1,0,0,0
46.029903,10.982655,Lasino,lasino,0,0,0,0,0
46.615305,10.854398,Latsch,latsch,0,24,9,4,1
46.454369,11.061980,Lauregno,lauregno,0,0,1,0,0
46.484062,11.050735,Laurein - Lauregno,laurein_-_lauregno,0,3,0,0,0
45.942964,11.268603,Lavarone,lavarone,0,13,15,3,3
46.145260,11.108563,Lavis,lavis,0,19,21,8,0
46.689222,11.524873,Lazfons,lazfons,0,0,1,0,0
45.882719,10.735574,Ledro,ledro,0,32,22,4,3
46.461975,11.333408,Leifers,leifers,0,0,1,0,0
46.554934,11.492739,Lengstein,lengstein,0,0,1,0,0
45.913521,10.727955,Lenzumo,lenzumo,0,1,0,0,0
46.009994,11.301956,Levico Terme,levico_terme,0,41,24,7,1
46.982260,10.999229,Längenfeld,lngenfeld,0,1,0,0,0
46.745982,11.761441,Lüsen - Luson,lsen_-_luson,0,1,3,0,0
45.926121,11.323363,Luserna,luserna,0,8,0,1,1
46.232534,10.827510,Madonna Di Campiglio,madonna_di_campiglio,0,7,2,1,0
46.033710,10.972609,Madruzzo,madruzzo,0,8,5,1,3
45.942735,11.280506,Magrè,magr,0,0,0,1,0
46.352946,10.912642,Malé,mal,0,14,12,4,2
46.718338,10.533337,Mals,mals,0,3,2,0,1
46.695147,10.559427,Mals - Malles Venosta,mals_-_malles_venosta,0,21,9,0,2
46.692697,10.541962,Mals im Vinschgau,mals_im_vinschgau,0,5,2,1,0
46.967973,10.870172,Mandarfen,mandarfen,0,1,0,0,0
46.821958,11.664855,Maranza,maranza,0,0,1,0,0
45.836379,11.011085,Marco,marco,0,1,0,0,0
46.702443,11.946653,Marebbe,marebbe,0,38,6,2,1
46.047857,10.953566,Margone,margone,0,1,0,0,0
46.280307,11.196160,Margreid an der Weinstraße - Magrè sulla Strada del Vino,margreid_an_der_weinstrae_-_magr_sulla_s,0,3,0,0,0
46.301802,10.812021,Marilleva 1400,marilleva_1400,0,0,1,0,0
46.655409,11.137102,Marlengo,marlengo,0,19,3,1,0
46.678431,11.928587,Marèo - Enneberg - Marebbe,maro_-_enneberg_-_marebbe,0,2,0,1,0
46.539088,10.754685,Martell,martell,0,7,3,0,0
46.551843,10.769971,Martello,martello,0,1,1,2,1
46.151057,10.740432,Massimeno,massimeno,0,3,0,0,0
46.988624,12.549049,Matrei in Osttirol,matrei_in_osttirol,0,17,10,4,1
46.739743,10.690384,Matsch,matsch,0,1,0,0,0
46.011105,11.129228,Mattarello,mattarello,0,4,2,0,0
46.466101,11.712907,Mazzin,mazzin,0,8,0,1,0
46.126644,11.116133,Meano,meano,0,0,0,0,0
46.099567,11.119301,Melta di Gardolo,melta_di_gardolo,0,0,1,0,0
46.677170,11.147498,Meran Sdtirol,meran_sdtirol,0,1,0,0,0
46.666067,11.162129,Merano,merano,5,168,129,40,19
46.678481,11.142092,Merano (BZ),merano_bz,0,1,0,0,0
46.313827,10.806110,Mezzana,mezzana,0,16,8,5,0
46.166456,11.812623,Mezzano,mezzano,0,5,3,1,0
46.214553,11.120443,Mezzocorona,mezzocorona,1,16,11,2,2
46.212368,11.092180,Mezzolombardo,mezzolombardo,1,29,28,8,1
46.826527,11.650786,Mühlbach,mhlbach,0,25,10,4,1
46.904829,11.839360,Mühlwald,mhlwald,0,0,4,0,1
46.931754,11.754290,Mühlwald - Selva dei Molini,mhlwald_-_selva_dei_molini,0,2,0,0,0
46.587302,11.260858,Mölten,mlten,0,11,1,1,1
46.372882,11.672223,Moena,moena,0,35,13,8,3
45.868702,10.765692,Molina di Ledro,molina_di_ledro,0,3,1,1,0
46.143290,10.964700,Molveno,molveno,0,25,12,2,1
46.757751,12.107116,Monguelfo-Tesido,monguelfo-tesido,0,1,1,1,2
46.324342,11.299990,Montagna sulla Strada del Vino,montagna_sulla_strada_del_vino,0,6,2,0,0
46.320255,11.302103,Montan - Montagna,montan_-_montagna,0,2,1,0,0
46.324190,11.303498,Montan an der Weinstraße,montan_an_der_weinstrae,0,2,1,1,0
46.317204,11.297708,Montan Sdtirol,montan_sdtirol,0,1,0,0,0
46.809754,11.124429,Moos in Passeier,moos_in_passeier,0,3,2,1,0
46.839635,11.143514,Moos in Passeier - Moso in Passiria,moos_in_passeier_-_moso_in_passiria,0,19,0,0,0
45.853730,10.974210,Mori,mori,1,20,19,7,2
46.602680,10.822864,Morter,morter,0,0,1,0,0
46.690153,12.366526,Moso,moso,0,1,0,0,0
46.807989,11.127786,Moso in Passiria,moso_in_passiria,0,5,3,2,2
45.871903,10.878567,Nago-Torbole,nago-torbole,0,40,15,8,1
46.535161,11.212351,Nalles,nalles,0,6,2,0,1
46.549551,11.204924,Nals,nals,0,4,2,1,0
46.646496,11.003373,Naturns,naturns,0,48,17,3,3
46.753623,11.681643,Natz - Naz,natz_-_naz,0,1,0,0,0
46.764197,11.670184,Natz Schabs,natz_schabs,0,3,1,0,0
46.884661,10.507717,Nauders,nauders,0,19,9,3,1
46.164941,11.112481,Nave San Felice,nave_san_felice,0,1,0,0,0
46.166750,11.107950,Nave San Rocco,nave_san_rocco,0,0,0,0,0
46.763706,11.668095,Naz-Sciaves,naz-sciaves,0,5,3,1,1
46.313519,11.281594,Neumarkt,neumarkt,0,1,1,1,1
46.994232,11.130371,Neustift im Stubaital,neustift_im_stubaital,0,6,3,1,0
45.906669,11.024052,Nogaredo,nogaredo,0,3,1,0,1
45.928548,11.072872,Nomi,nomi,0,2,1,0,0
46.388537,11.483422,Nova Ponente,nova_ponente,0,34,6,1,0
46.041722,11.337970,Novaledo,novaledo,0,3,4,0,0
46.411501,11.072509,Novella,novella,0,5,2,0,1
46.526679,11.397189,Oberbozen - Soprabolzano,oberbozen_-_soprabolzano,0,3,0,0,0
46.871104,11.034195,Obergurgl,obergurgl,0,3,6,3,0
46.996264,11.405760,Obernberg am Brenner,obernberg_am_brenner,0,1,0,0,0
46.151514,11.859544,Oltra,oltra,0,1,0,0,0
46.361259,11.297424,Ora,ora,0,12,11,1,1
46.576705,11.673706,Ortisei,ortisei,0,36,18,1,1
46.040422,11.571193,Ospedaletto,ospedaletto,1,4,5,1,0
46.306871,10.737994,Ossana,ossana,0,3,4,0,1
46.059736,10.980938,Padergnone,padergnone,0,1,2,0,0
46.130911,11.363224,Palù del Fersina,pal_del_fersina,0,2,0,0,2
46.130825,11.353982,Palu Del Fersina,palu_del_fersina,0,0,0,0,0
46.285557,11.540954,Panchià,panchi,0,2,0,0,0
46.676177,11.072900,Parcines,parcines,0,28,5,0,5
46.695086,11.052407,Partschins-Parcines,partschins-parcines,0,2,0,0,0
45.875938,11.218334,Passo coe Folgaria,passo_coe_folgaria,0,1,0,0,0
46.260012,10.587211,Passo Tonale,passo_tonale,0,0,1,0,0
46.359652,10.673681,Peio,peio,0,14,11,4,4
46.306819,10.748391,Pellizzano,pellizzano,0,12,4,2,1
46.087524,10.723060,Pelugo,pelugo,0,0,2,0,0
46.804327,11.997182,Perca,perca,0,8,4,0,0
46.774577,11.990374,Percha,percha,0,2,0,1,0
46.060340,11.234096,Pergine Valsugana,pergine_valsugana,3,52,48,15,4
46.812472,11.852114,Pfalzen,pfalzen,0,2,0,1,0
46.354617,11.283237,Pfatten,pfatten,0,1,0,0,0
46.900074,11.461188,Pfitsch,pfitsch,0,1,0,0,0
46.930186,11.532589,Pfitsch - Val di Vizze,pfitsch_-_val_di_vizze,0,2,2,0,0
46.890973,11.704470,Pfunders,pfunders,0,1,0,0,0
46.964077,10.537581,Pfunds,pfunds,0,13,4,0,0
45.979291,11.237610,Pian dei Pradi,pian_dei_pradi,0,1,0,0,0
46.022532,10.942438,Pietramurata,pietramurata,0,2,1,0,0
45.940147,10.632020,Pieve Di bono,pieve_di_bono,0,0,1,0,0
45.935562,10.597146,Pieve di Bono-Prezzo,pieve_di_bono-prezzo,0,2,0,0,0
46.077804,11.605258,Pieve Tesino,pieve_tesino,0,4,5,0,2
46.206494,10.804690,Pinzolo,pinzolo,1,53,28,17,0
46.656593,11.039736,Plaus,plaus,0,5,1,0,0
46.246167,11.241369,Pochi,pochi,0,0,1,0,0
45.903858,11.019388,Pomarolo,pomarolo,0,0,1,0,2
46.034412,10.870135,Ponte Archie,ponte_archie,0,0,0,0,0
46.569421,11.546951,Ponte Gardena,ponte_gardena,0,0,0,0,2
46.074796,10.710638,Porte di Rendena,porte_di_rendena,0,4,2,0,0
46.302608,11.060377,Portolo,portolo,0,1,0,0,0
46.605774,11.194168,Postal,postal,0,5,3,1,0
46.066106,11.153502,Povo,povo,0,1,1,0,0
46.419953,11.706953,Pozza,pozza,0,1,0,0,0
46.432221,11.686121,Pozza di Fassa,pozza_di_fassa,0,7,4,0,0
46.621379,10.593471,Prad am Stilfser Joch - Prato allo Stelvio,prad_am_stilfser_joch_-_prato_allo_stelv,0,5,7,3,1
46.709516,12.133167,Prags,prags,0,3,0,2,0
46.708535,12.091976,Prags - Braies,prags_-_braies,0,3,0,0,0
46.622069,10.593986,Prato allo Stelvio,prato_allo_stelvio,0,8,6,2,2
46.334682,11.092907,Predaia,predaia,0,16,11,3,2
46.349084,11.090058,Predaia fraz. Coredo,predaia_fraz_coredo,0,1,0,0,0
46.314261,11.613826,Predazzo,predazzo,2,39,15,6,2
46.947128,12.043874,Predoi,predoi,0,1,0,0,0
46.221261,11.818177,Primiero San Martino di Castrozza,primiero_san_martino_di_castrozza,0,48,27,10,3
46.552612,11.179458,Prissian - Prissiano,prissian_-_prissiano,0,1,0,0,1
46.486494,11.018476,Proveis - Proves,proveis_-_proves,0,4,0,0,0
46.745097,11.660411,Raas - Rasa,raas_-_rasa,0,1,0,0,0
46.402976,10.826274,Rabbi,rabbi,0,11,3,0,1
46.419882,10.773767,Rabbi-Bagni,rabbi-bagni,0,1,0,0,0
46.892381,11.330382,Racines,racines,0,16,0,2,4
46.054222,10.778887,Ragoli,ragoli,0,0,0,0,0
46.340738,11.045344,Rallo,rallo,0,0,1,0,0
45.761446,11.171165,Raossi,raossi,0,1,0,0,0
46.854911,12.132852,Rasen-Antholz,rasen-antholz,0,7,3,1,0
46.841732,12.088443,Rasen-Antholz - Rasun-Anterselva,rasen-antholz_-_rasun-anterselva,0,3,0,0,1
46.831215,12.106087,Rasen-Antholz - Rasun Anterselva,rasen-antholz_-_rasun_anterselva,0,6,0,0,0
46.817561,12.074942,Rasun-Anterselva,rasun-anterselva,0,9,3,2,0
46.827430,11.332175,Ratschings,ratschings,0,5,0,1,3
46.039720,11.109891,Ravina,ravina,0,2,0,0,0
46.343096,11.436905,Redagno - Radein,redagno_-_radein,0,1,0,0,0
46.535426,11.438878,Renon,renon,0,28,16,2,4
46.831432,10.512749,Reschen,reschen,0,1,0,0,0
46.391422,11.058511,Revo,revo,0,0,0,0,0
46.715164,11.174803,Riffian,riffian,0,5,1,0,0
46.737635,11.151696,Riffian - Rifiano,riffian_-_rifiano,0,4,0,0,0
46.706235,11.183760,Rifiano,rifiano,0,5,0,0,0
46.715297,11.879517,Rina di Marebbe,rina_di_marebbe,0,1,0,0,0
46.976456,11.987545,Riobianco,riobianco,0,1,0,0,0
45.887893,10.845782,Riva del Garda,riva_del_garda,0,119,65,31,7
46.775703,11.719088,Rodeneck,rodeneck,0,1,1,0,0
46.771515,11.788021,Rodeneck - Rodengo,rodeneck_-_rodengo,0,1,0,0,0
46.782956,11.693318,Rodengo,rodengo,0,2,0,0,0
46.017402,11.106513,Romagnano,romagnano,0,1,0,0,0
46.365782,11.118512,Romeno,romeno,0,4,1,0,1
46.054295,11.377831,Roncegno,roncegno,0,0,0,0,1
46.049733,11.405953,Roncegno Terme,roncegno_terme,0,9,3,2,2
46.069582,11.206288,Roncogno,roncogno,0,1,0,0,0
45.982105,10.667997,Roncone,roncone,0,0,0,0,0
45.889523,10.956679,Ronzo-Chienis,ronzo-chienis,0,13,3,0,0
45.891026,10.950161,Ronzo Chienis,ronzo_chienis,0,0,0,0,0
46.427128,11.155580,Ronzone,ronzone,0,4,2,1,0
46.251028,11.173505,Roveré della Luna,rover_della_luna,0,3,4,1,0
46.248997,11.169839,Rovere Della Luna,rovere_della_luna,0,0,0,0,0
45.887158,11.040942,Rovereto,rovereto,4,123,105,43,20
46.416409,11.201355,Ruffrè-Mendola,ruffr-mendola,0,3,8,0,0
46.447382,11.012395,Rumo,rumo,0,5,0,0,0
46.195000,11.132900,S Michele All Adige,s_michele_all_adige,0,0,0,0,0
46.205168,11.927982,Sagron Mis,sagron_mis,0,2,0,0,0
46.243468,11.217896,Salorno - Salurn,salorno_-_salurn,0,17,14,1,0
46.728227,11.202117,Saltaus,saltaus,0,1,0,0,0
46.186044,10.776494,San Antonio di Mavignola,san_antonio_di_mavignola,0,0,1,0,0
46.733016,12.289791,San Candido,san_candido,2,25,13,4,4
46.555957,11.322988,San Genesio Atesino,san_genesio_atesino,0,8,1,5,0
45.788396,10.921458,San Giacomo,san_giacomo,0,1,0,0,0
46.425379,11.680269,San Giovanni di Fassa-Sèn Jan,san_giovanni_di_fassa-sn_jan,0,41,16,4,3
46.560005,11.982179,San Ćiascian - St. Kassian - San Cassiano,san_iascian_-_st_kassian_-_san_cassiano,0,1,0,0,0
46.806085,11.243111,San Leonardo in Passiria,san_leonardo_in_passiria,0,7,5,1,2
46.778739,11.896608,San Lorenzo di Sebato,san_lorenzo_di_sebato,0,6,5,3,3
46.087486,10.914963,San Lorenzo Dorsino,san_lorenzo_dorsino,0,4,3,0,0
