# lat,lng,id,name,building_type,type,url,page_type
# frnitz -- post_offices
46.560789,13.805020,osm_postpartner_9586__lottocafe_blassnig_46.5608_13.8050,Postpartner 9586, LottoCafe Blassnig,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/frnitz/pages/postpartner_9586_lottocafe_blassnig_46.5608_13.8050.json,custom
