# lat,lng,id,name,building_type,type,url,page_type
# mondragone -- Tutti
41.111884,13.881427,ov_madness_cafe_41.1119_13.8814,Madness Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/madness_cafe_41.1119_13.8814.json,custom
41.111170,13.885953,ov_lido_arena_41.1112_13.8860,LIdo Arena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/lido_arena_41.1112_13.8860.json,custom
41.111580,13.884970,ov_red_carpet_lounge_bar_41.1116_13.8850,RED carpet lounge BAR,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/red_carpet_lounge_bar_41.1116_13.8850.json,custom
41.114355,13.881537,ov_terrazza_marona_41.1144_13.8815,Terrazza Marona,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/terrazza_marona_41.1144_13.8815.json,custom
41.114348,13.881543,ov_gran_caffe_marona_41.1143_13.8815,Gran Caffe Marona,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/gran_caffe_marona_41.1143_13.8815.json,custom
41.114342,13.881212,ov_pub_on_the_road_41.1143_13.8812,Pub On The Road,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/pub_on_the_road_41.1143_13.8812.json,custom
41.114606,13.880271,ov_gi__a_mare_41.1146_13.8803,Giù a mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/gi_a_mare_41.1146_13.8803.json,custom
41.114632,13.880357,ov_chill_out_bar_41.1146_13.8804,Chill Out Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/chill_out_bar_41.1146_13.8804.json,custom
41.115092,13.880588,ov_gioia_cafe_41.1151_13.8806,Gioia Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/gioia_cafe_41.1151_13.8806.json,custom
41.114770,13.881860,ov_gondola_rosario_41.1148_13.8819,Gondola Rosario,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/gondola_rosario_41.1148_13.8819.json,custom
41.118348,13.885638,ov_caffetteria_esposito_41.1183_13.8856,Caffetteria esposito,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/caffetteria_esposito_41.1183_13.8856.json,custom
41.114591,13.886446,ov_harry_s_bar_41.1146_13.8864,Harry's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/harrys_bar_41.1146_13.8864.json,custom
41.116073,13.890521,ov_bar_paradiso_41.1161_13.8905,Bar Paradiso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/bar_paradiso_41.1161_13.8905.json,custom
41.113440,13.891470,ov_myrabica_caff__41.1134_13.8915,Myrabica caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/myrabica_caff_41.1134_13.8915.json,custom
41.112474,13.891302,ov_baraonda_caf__41.1125_13.8913,BARaonda Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/baraonda_caf_41.1125_13.8913.json,custom
41.113121,13.889960,ov_cisl_mondragone_patronato_caf_41.1131_13.8900,Cisl Mondragone-Patronato Caf,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/cisl_mondragone-patronato_caf_41.1131_13.8900.json,custom
41.114492,13.890622,ov_amplifon_viale_regina_margherita__mondra_41.1145_13.8906,"Amplifon Viale Regina Margherita, Mondragone",RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/amplifon_viale_regina_margherita_mondrag_41.1145_13.8906.json,custom
41.114361,13.889736,ov_shaker_bar_di_cardillo_emma_41.1144_13.8897,Shaker Bar Di Cardillo Emma,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/shaker_bar_di_cardillo_emma_41.1144_13.8897.json,custom
41.114572,13.887115,ov_civico120_41.1146_13.8871,Civico120,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/civico120_41.1146_13.8871.json,custom
41.112377,13.893067,ov_cardella_s_house_41.1124_13.8931,Cardella's House,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/cardellas_house_41.1124_13.8931.json,custom
41.114422,13.900201,ov_iodice_bar_caffetteria_gelateria_41.1144_13.9002,Iodice Bar Caffetteria Gelateria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/iodice_bar_caffetteria_gelateria_41.1144_13.9002.json,custom
41.118060,13.904150,ov_bar_metropolis_41.1181_13.9041,Bar metropolis,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/bar_metropolis_41.1181_13.9041.json,custom
41.118290,13.899590,ov_bar_ducale_dei_f_lli_gravano_41.1183_13.8996,Bar Ducale dei F.lli Gravano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/bar_ducale_dei_flli_gravano_41.1183_13.8996.json,custom
41.118320,13.899540,ov_bar_pasticceria_volente_41.1183_13.8995,Bar Pasticceria Volente,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/bar_pasticceria_volente_41.1183_13.8995.json,custom
41.117455,13.897813,ov_bar_corso_umberto_41.1175_13.8978,Bar Corso Umberto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/bar_corso_umberto_41.1175_13.8978.json,custom
41.115855,13.895736,ov_caffetteria_la_tazzina_41.1159_13.8957,Caffetteria La Tazzina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/caffetteria_la_tazzina_41.1159_13.8957.json,custom
41.114832,13.894380,ov_caffetteria_del_centro_di_vincenzo_e_val_41.1148_13.8944,Caffetteria Del Centro di Vincenzo e Valeria Valenestro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/caffetteria_del_centro_di_vincenzo_e_val_41.1148_13.8944.json,custom
41.116689,13.894206,ov_sor_drink_41.1167_13.8942,Sor Drink,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/sor_drink_41.1167_13.8942.json,custom
41.114390,13.909870,ov_al_kicco_d_oro_41.1144_13.9099,Al Kicco D'Oro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/al_kicco_doro_41.1144_13.9099.json,custom
41.114567,13.909293,ov_anthony_bar_gregorio_41.1146_13.9093,Anthony Bar Gregorio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/anthony_bar_gregorio_41.1146_13.9093.json,custom
41.114163,13.907527,ov_ralph_s_bar_41.1142_13.9075,Ralph's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/ralphs_bar_41.1142_13.9075.json,custom
41.114531,13.907016,ov_tony_bar_41.1145_13.9070,Tony Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/tony_bar_41.1145_13.9070.json,custom
41.055278,13.926958,ov_bar_i_nuovi_amici_41.0553_13.9270,Bar I Nuovi Amici,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/bar_i_nuovi_amici_41.0553_13.9270.json,custom
41.057940,13.929670,ov_bay_beach_bar_41.0579_13.9297,Bay Beach Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/bay_beach_bar_41.0579_13.9297.json,custom
41.114525,13.888103,osm_drengot_s_coffee_41.1145_13.8881,Drengot's Coffee,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/drengots_coffee_41.1145_13.8881.json,custom
41.114280,13.878829,osm_leon_bar_41.1143_13.8788,Leon Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/leon_bar_41.1143_13.8788.json,custom
41.138790,13.856620,ov_club_nautico_flavio_tito_41.1388_13.8566,Club Nautico Flavio Tito,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/club_nautico_flavio_tito_41.1388_13.8566.json,custom
41.125110,13.868130,ov_polisportiva_ma_de_mar_srl_41.1251_13.8681,polisportiva_ma_de_mar_srl,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/polisportivamademarsrl_41.1251_13.8681.json,custom
41.119431,13.876272,ov_asd_scuola_di_danza_professionale__il_si_41.1194_13.8763,Asd Scuola di Danza professionale  Il Sipario,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/asd_scuola_di_danza_professionale_il_sip_41.1194_13.8763.json,custom
41.116125,13.877576,ov_domitia_cardio_fitness_i_41.1161_13.8776,Domitia Cardio Fitness I,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/domitia_cardio_fitness_i_41.1161_13.8776.json,custom
41.118784,13.884704,ov_chiara_fitness_41.1188_13.8847,Chiara Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/chiara_fitness_41.1188_13.8847.json,custom
41.117390,13.885740,ov_asd_new_the_step_up_dance_school_41.1174_13.8857,ASD New The Step Up Dance School,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/asd_new_the_step_up_dance_school_41.1174_13.8857.json,custom
41.115893,13.883316,ov_asd_roby_dance_school_41.1159_13.8833,ASD Roby Dance School,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/asd_roby_dance_school_41.1159_13.8833.json,custom
41.113251,13.895133,ov_asd_drago_boxe_41.1133_13.8951,ASD Drago Boxe,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/asd_drago_boxe_41.1133_13.8951.json,custom
41.114477,13.905731,ov_centro_studi_danza___heart_for_dance_41.1145_13.9057,Centro studi danza - Heart for dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/centro_studi_danza_-_heart_for_dance_41.1145_13.9057.json,custom
41.115848,13.904471,ov_a_s_d__note_danzanti_41.1158_13.9045,A.s.d. Note Danzanti,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/asd_note_danzanti_41.1158_13.9045.json,custom
41.116194,13.903640,ov_heart_for_dance_di_mara_mercurio_41.1162_13.9036,Heart For Dance di Mara Mercurio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/heart_for_dance_di_mara_mercurio_41.1162_13.9036.json,custom
41.119360,13.896850,ov_ldda_la_diva_dance_academy_41.1194_13.8969,LDDA La Diva Dance Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/ldda_la_diva_dance_academy_41.1194_13.8969.json,custom
41.119961,13.905881,ov_sinuessa_dance_studios_41.1200_13.9059,Sinuessa Dance Studios,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/sinuessa_dance_studios_41.1200_13.9059.json,custom
41.119170,13.886589,ov_mayimbe_41.1192_13.8866,Mayimbe,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/mayimbe_41.1192_13.8866.json,custom
41.114165,13.910839,ov_passione_fitness_41.1142_13.9108,Passione Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/passione_fitness_41.1142_13.9108.json,custom
41.110710,13.908592,ov_team_pengue_taekwondo_41.1107_13.9086,Team Pengue Taekwondo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/team_pengue_taekwondo_41.1107_13.9086.json,custom
41.094360,13.927133,ov_foof_museum_of_the_dog_41.0944_13.9271,Foof Museum of the Dog,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/foof_museum_of_the_dog_41.0944_13.9271.json,custom
41.116074,13.895657,ov_museo_mondragone_41.1161_13.8957,Museo Mondragone,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/museo_mondragone_41.1161_13.8957.json,custom
41.130810,13.899287,ov_castello_di_mondragone_41.1308_13.8993,castello di mondragone,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/castello_di_mondragone_41.1308_13.8993.json,custom
41.058950,13.929120,ov_foof_41.0590_13.9291,Foof,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/mondragone/pages/foof_41.0590_13.9291.json,custom
