# lat,lng,id,name,building_type,type,url,page_type
# Sansepolcro -- Tutti
43.572914,12.144557,ov_palestra_giovagnoli_43.5729_12.1446,Palestra Giovagnoli,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/palestra_giovagnoli_43.5729_12.1446.json,custom
43.568840,12.145060,ov_sansepolcro_eventi_43.5688_12.1451,Sansepolcro Eventi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/sansepolcro_eventi_43.5688_12.1451.json,custom
43.565237,12.118820,ov_t_s_n__sansepolcro_43.5652_12.1188,T.S.N. Sansepolcro,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/tsn_sansepolcro_43.5652_12.1188.json,custom
43.563936,12.117409,ov_olimpia_studio_pilates_43.5639_12.1174,Olimpia Studio Pilates,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/olimpia_studio_pilates_43.5639_12.1174.json,custom
43.563982,12.116900,ov_badcrew_club_asd_43.5640_12.1169,Badcrew Club ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/badcrew_club_asd_43.5640_12.1169.json,custom
43.560165,12.115560,ov_new_workout_43.5602_12.1156,New Workout,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/new_workout_43.5602_12.1156.json,custom
43.557894,12.105022,ov_studio_activelab_43.5579_12.1050,Studio Activelab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/studio_activelab_43.5579_12.1050.json,custom
43.575569,12.144136,ov_fortezza_di_sansepolcro_43.5756_12.1441,Fortezza di Sansepolcro,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/fortezza_di_sansepolcro_43.5756_12.1441.json,custom
43.570700,12.141270,ov_archivio_storico_diocesano_di_sansepolcr_43.5707_12.1413,Archivio Storico Diocesano di Sansepolcro,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/archivio_storico_diocesano_di_sansepolcr_43.5707_12.1413.json,custom
43.570831,12.143080,ov_aboca_museum_43.5708_12.1431,Aboca Museum,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/aboca_museum_43.5708_12.1431.json,custom
43.571129,12.142510,ov_fondazione_piero_della_francesca_43.5711_12.1425,Fondazione Piero Della Francesca,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/fondazione_piero_della_francesca_43.5711_12.1425.json,custom
43.571534,12.141477,ov_museo_civico_di_sansepolcro_43.5715_12.1415,Museo Civico di Sansepolcro,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/museo_civico_di_sansepolcro_43.5715_12.1415.json,custom
43.568649,12.141794,ov_museo_della_vetrata_43.5686_12.1418,Museo della vetrata,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/museo_della_vetrata_43.5686_12.1418.json,custom
43.584664,12.061132,ov_castello_di_montedoglio_43.5847_12.0611,Castello di Montedoglio,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/castello_di_montedoglio_43.5847_12.0611.json,custom
43.571484,12.145371,osm_poste_italiane_43.5715_12.1454,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/poste_italiane_43.5715_12.1454.json,custom
43.569913,12.142793,ov_biblioteca_sansepolcro_43.5699_12.1428,Biblioteca Sansepolcro,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/biblioteca_sansepolcro_43.5699_12.1428.json,custom
43.570894,12.142937,osm_bibliotheca_antiqua_di_aboca_museum_43.5709_12.1429,Bibliotheca Antiqua di Aboca Museum,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/bibliotheca_antiqua_di_aboca_museum_43.5709_12.1429.json,custom
43.570649,12.141323,osm_biblioteca_vescovile_e_archivio_43.5706_12.1413,Biblioteca vescovile e archivio,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/biblioteca_vescovile_e_archivio_43.5706_12.1413.json,custom
43.571121,12.142481,osm_biblioteca_della_fondazione_piero_della__43.5711_12.1425,Biblioteca della Fondazione Piero della Francesca Onlus,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/biblioteca_della_fondazione_piero_della__43.5711_12.1425.json,custom
43.570999,12.141757,osm_biblioteca_del_convento_dei_cappuccini_d_43.5710_12.1418,Biblioteca del Convento dei Cappuccini di Montecasale,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/sansepolcro/pages/biblioteca_del_convento_dei_cappuccini_d_43.5710_12.1418.json,custom
