# lat,lng,id,name,building_type,type,url,page_type
# pertica_bassa_bs -- restaurants
45.754873,10.378008,osm_agriturismo_piane__holiday_farm_45.7549_10.3780,Agriturismo Piane, holiday farm,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/pertica_bassa_bs/pages/agriturismo_piane_holiday_farm_45.7549_10.3780.json,custom
