# lat,lng,id,name,building_type,type
# Omignano -- Tutti
40.248206,15.124046,ov_il_ritrovo_dei_briganti_40.2482_15.1240,Il Ritrovo Dei Briganti,RESTAURANT,ristorante
40.257876,15.130780,ov_bar_pizzeria_relax_40.2579_15.1308,Bar Pizzeria Relax,RESTAURANT,ristorante
40.257760,15.132806,ov_bonnie___clayde_40.2578_15.1328,Bonnie & Clayde,RESTAURANT,ristorante
40.252967,15.136974,ov_ristorante_pizzeria_al_pavone_40.2530_15.1370,Ristorante Pizzeria Al Pavone,RESTAURANT,ristorante
40.256446,15.134218,ov_pizzeria_braceria_scostumata_40.2564_15.1342,Pizzeria Braceria Scostumata,RESTAURANT,ristorante
40.256522,15.134115,ov_il_paradiso_della_freschezza_40.2565_15.1341,Il Paradiso della Freschezza,RESTAURANT,ristorante
40.256640,15.135260,ov_ammore_e_brace_40.2566_15.1353,Ammore e brace,RESTAURANT,ristorante
40.249560,15.084446,ov_snoopy_40.2496_15.0844,Snoopy,RESTAURANT,bar_cafe
40.250173,15.137848,ov_planet_caf__40.2502_15.1378,Planet Cafè,RESTAURANT,bar_cafe
40.250768,15.083021,ov_bar_botte_40.2508_15.0830,Bar Botte,RESTAURANT,bar_cafe
40.257454,15.133055,ov_bar_il_chiosco_40.2575_15.1331,BAR IL Chiosco,RESTAURANT,bar_cafe
40.261620,15.117808,ov_bar_friends_40.2616_15.1178,Bar Friends,RESTAURANT,bar_cafe
40.257875,15.125914,ov_red___war_40.2579_15.1259,Red & War,RESTAURANT,bar_cafe
40.251270,15.105260,ov_bar_del_corso_ad__40.2513_15.1053,Bar del corso Adè,RESTAURANT,bar_cafe
40.256531,15.134174,ov_shabby_40.2565_15.1342,Shabby,RESTAURANT,bar_cafe
40.255130,15.134760,ov_bar_gelateria_nazionale_40.2551_15.1348,Bar Gelateria Nazionale,RESTAURANT,bar_cafe
40.254894,15.134830,ov_rose_rosse_di_cairone_ornella_40.2549_15.1348,Rose Rosse di Cairone Ornella,RESTAURANT,bar_cafe
40.254294,15.135052,ov_bar_moka_40.2543_15.1351,BAR MOKA,RESTAURANT,bar_cafe
40.250530,15.083980,ov________________40.2505_15.0840,𝐄𝐥𝐞𝐯𝐞́ 𝐏𝐢𝐥𝐚𝐭𝐞𝐬,GYM,palestra
40.259147,15.119039,ov_leo_dancing_club_40.2591_15.1190,Leo Dancing Club,GYM,palestra
