# lat,lng,id,name,building_type,type,url,page_type
# tora_e_piccilli -- Tutti
41.342070,14.026080,ov_clinica_villa_giovanna_tora_41.3421_14.0261,Clinica Villa Giovanna Tora,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/tora_e_piccilli/pages/clinica_villa_giovanna_tora_41.3421_14.0261.json,custom
41.340729,13.955909,ov_enosteria_ristorante_donna_teresa_41.3407_13.9559,Enosteria Ristorante Donna Teresa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/tora_e_piccilli/pages/enosteria_ristorante_donna_teresa_41.3407_13.9559.json,custom
41.338346,14.037562,ov_pizzeria_o_rr____tora_e_piccilli_41.3383_14.0376,Pizzeria O'rrè - Tora E Piccilli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/tora_e_piccilli/pages/pizzeria_orr_-_tora_e_piccilli_41.3383_14.0376.json,custom
41.333991,14.021308,ov_corpo_celeste_41.3340_14.0213,Corpo Celeste,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/tora_e_piccilli/pages/corpo_celeste_41.3340_14.0213.json,custom
41.337857,14.022263,ov_jessi_caffe_41.3379_14.0223,Jessi Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/tora_e_piccilli/pages/jessi_caffe_41.3379_14.0223.json,custom
