# lat,lng,id,name,building_type,type,url,page_type
# Riegersdorf -- Tutti
46.552871,13.773712,osm_gasthaus_spendier_46.5529_13.7737,Gasthaus Spendier,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/riegersdorf/pages/gasthaus_spendier_46.5529_13.7737.json,custom
46.555817,13.791188,osm_topolino_46.5558_13.7912,Topolino,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/riegersdorf/pages/topolino_46.5558_13.7912.json,custom
46.548580,13.780542,osm_gasthaus_pirtscher_46.5486_13.7805,Gasthaus Pirtscher,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/riegersdorf/pages/gasthaus_pirtscher_46.5486_13.7805.json,custom
