# lat,lng,id,name,building_type,type
# palagiano -- bars_cafes
40.585501,17.009914,ov_dream_caf__40.5855_17.0099,Dream Cafè,RESTAURANT,bar_cafe
40.580340,17.043688,ov_bongo_town_birreria_40.5803_17.0437,Bongo Town birreria,RESTAURANT,bar_cafe
40.581194,17.042262,ov_belmonte_40.5812_17.0423,Belmonte,RESTAURANT,bar_cafe
40.580863,17.043086,ov_tir_grill_srl_40.5809_17.0431,Tir Grill Srl,RESTAURANT,bar_cafe
40.579498,17.037121,ov_mincuccio_40.5795_17.0371,Mincuccio,RESTAURANT,bar_cafe
40.579237,17.036184,ov_bar_laterza_ferdinando_s_n_c__40.5792_17.0362,Bar Laterza Ferdinando S.N.C.,RESTAURANT,bar_cafe
40.578900,17.038600,ov_dream_caf__40.5789_17.0386,Dream Cafè,RESTAURANT,bar_cafe
40.579203,17.037763,ov_bar_g__v__40.5792_17.0378,Bar G.&V.,RESTAURANT,bar_cafe
40.578937,17.040245,ov_piero_caffe_40.5789_17.0402,Piero Caffe,RESTAURANT,bar_cafe
40.578568,17.042087,ov_blue_seventeen_40.5786_17.0421,Blue Seventeen,RESTAURANT,bar_cafe
40.577566,17.039867,ov_new_day_american_bar_40.5776_17.0399,New Day American Bar,RESTAURANT,bar_cafe
40.577278,17.040321,ov_mon_cafe_40.5773_17.0403,Mon Cafe,RESTAURANT,bar_cafe
40.577300,17.041360,ov_esso_s_s_106_mazzotta_40.5773_17.0414,Esso S.S 106 Mazzotta,RESTAURANT,bar_cafe
40.577109,17.043397,ov_crival_40.5771_17.0434,Crival,RESTAURANT,bar_cafe
40.576673,17.044185,ov_bar_movida_40.5767_17.0442,Bar Movida,RESTAURANT,bar_cafe
40.573070,17.037953,ov_streetbar_di_paolino_40.5731_17.0380,Streetbar di Paolino,RESTAURANT,bar_cafe
40.575592,17.033752,ov_gin_rox_cafe_40.5756_17.0338,Gin Rox Cafe,RESTAURANT,bar_cafe
40.581265,17.035389,ov_centro_scommesse_40.5813_17.0354,Centro Scommesse,RESTAURANT,bar_cafe
40.581752,17.042655,ov_green_villa_by_casavola_40.5818_17.0427,Green Villa by Casavola,RESTAURANT,bar_cafe
40.583984,17.046266,ov_bar_romanazzi_40.5840_17.0463,Bar Romanazzi,RESTAURANT,bar_cafe
