# lat,lng,id,name,building_type,type
# guardia_lombardi -- restaurants
40.958398,15.203720,ov_il_borgo___ristorante_pizzeria_40.9584_15.2037,Il borgo - ristorante pizzeria,RESTAURANT,ristorante
40.960360,15.223210,ov_agriturismo_amico_mio_40.9604_15.2232,Agriturismo Amico Mio,RESTAURANT,ristorante
40.969356,15.231546,ov_ristorante_il_cacciatore___guardia_lomba_40.9694_15.2315,Ristorante Il Cacciatore - Guardia Lombardi,RESTAURANT,ristorante
40.972069,15.239690,ov_ristorante_il_cacciatore_40.9721_15.2397,Ristorante Il Cacciatore,RESTAURANT,ristorante
