# lat,lng,id,name,building_type,type,url,page_type
# Quadrivio -- Tutti
40.636984,15.103950,osm_mascolo_panuozzo_campagna_40.6370_15.1039,Mascolo Panuozzo Campagna,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/quadrivio/pages/mascolo_panuozzo_campagna_40.6370_15.1039.json,custom
40.637707,15.107351,osm_baci_e_abbracci_40.6377_15.1074,Baci E Abbracci,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/quadrivio/pages/baci_e_abbracci_40.6377_15.1074.json,custom
40.636234,15.103014,osm_black_pearl_pub_40.6362_15.1030,Black Pearl Pub,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/quadrivio/pages/black_pearl_pub_40.6362_15.1030.json,custom
40.636885,15.103848,osm_isola_del_caff__40.6369_15.1038,Isola del caffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/quadrivio/pages/isola_del_caff_40.6369_15.1038.json,custom
