# lat,lng,id,name,building_type,type,url,page_type
# Cattolica -- Tutti
43.952663,12.736017,ov_ospedale_cervesi_43.9527_12.7360,Ospedale Cervesi,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ospedale_cervesi_43.9527_12.7360.json,custom
43.969001,12.729959,ov_pok__blanco_beach_43.9690_12.7300,Poké Blanco Beach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pok_blanco_beach_43.9690_12.7300.json,custom
43.969657,12.725199,ov_ristorante_rio_43.9697_12.7252,Ristorante Rio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_rio_43.9697_12.7252.json,custom
43.969710,12.727420,ov_rosso_datterino_43.9697_12.7274,Rosso Datterino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/rosso_datterino_43.9697_12.7274.json,custom
43.969567,12.728245,ov_bizula_43.9696_12.7282,Bizula,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bizula_43.9696_12.7282.json,custom
43.969895,12.725127,ov_ristorante_be_kind_cattolica_43.9699_12.7251,Ristorante Be Kind Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_be_kind_cattolica_43.9699_12.7251.json,custom
43.969539,12.724283,ov_ristorante_la_puracia_43.9695_12.7243,Ristorante La Puracia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_la_puracia_43.9695_12.7243.json,custom
43.969481,12.722090,ov_pesceazzurro_cattolica_43.9695_12.7221,PesceAzzurro Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pesceazzurro_cattolica_43.9695_12.7221.json,custom
43.969996,12.725243,ov_be_kind_cattolica_43.9700_12.7252,Be Kind Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/be_kind_cattolica_43.9700_12.7252.json,custom
43.970108,12.727255,ov_il_coloniale_cattolica_43.9701_12.7273,Il Coloniale Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/il_coloniale_cattolica_43.9701_12.7273.json,custom
43.970697,12.725924,ov_bar_ristorante_garbino_43.9707_12.7259,Bar Ristorante Garbino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_ristorante_garbino_43.9707_12.7259.json,custom
43.972164,12.722306,ov_malindi_ristorante_43.9722_12.7223,Malindi ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/malindi_ristorante_43.9722_12.7223.json,custom
43.970851,12.747727,osm_gente_di_mare_43.9709_12.7477,Gente di Mare,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/gente_di_mare_43.9709_12.7477.json,custom
43.965108,12.738240,osm_la_piada_del_viale_43.9651_12.7382,La Piada Del Viale,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/la_piada_del_viale_43.9651_12.7382.json,custom
43.965716,12.739195,osm_ristovegan_43.9657_12.7392,RistoVegan,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristovegan_43.9657_12.7392.json,custom
43.960615,12.737229,osm_tana_43.9606_12.7372,Tana,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/tana_43.9606_12.7372.json,custom
43.965927,12.738557,osm_gambero_rozzo_43.9659_12.7386,Gambero Rozzo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/gambero_rozzo_43.9659_12.7386.json,custom
43.960860,12.748399,ov_caffetteria_regina_43.9609_12.7484,Caffetteria Regina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/caffetteria_regina_43.9609_12.7484.json,custom
43.960907,12.747222,ov_bar_casette_43.9609_12.7472,Bar Casette,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_casette_43.9609_12.7472.json,custom
43.960719,12.737450,ov_tana_birreria_e_cucina_43.9607_12.7375,Tana Birreria e Cucina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/tana_birreria_e_cucina_43.9607_12.7375.json,custom
43.960418,12.745220,ov_caffe_delle_rose_43.9604_12.7452,Caffe delle Rose,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/caffe_delle_rose_43.9604_12.7452.json,custom
43.960167,12.745004,ov_buffet_stazione_43.9602_12.7450,Buffet Stazione,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/buffet_stazione_43.9602_12.7450.json,custom
43.958366,12.742160,ov_bar_poker_43.9584_12.7422,Bar poker,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_poker_43.9584_12.7422.json,custom
43.953645,12.750307,ov_stationbar24h_43.9536_12.7503,StationBar24H,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/stationbar24h_43.9536_12.7503.json,custom
43.956523,12.737835,ov_botanica_cafe_43.9565_12.7378,Botanica Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/botanica_cafe_43.9565_12.7378.json,custom
43.955138,12.733982,ov_bar_la_riffa_43.9551_12.7340,Bar La Riffa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_la_riffa_43.9551_12.7340.json,custom
43.960960,12.715280,ov_bar_prova_43.9610_12.7153,Bar Prova,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_prova_43.9610_12.7153.json,custom
43.964560,12.716630,ov_birra_viola_43.9646_12.7166,Birra Viola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/birra_viola_43.9646_12.7166.json,custom
43.962537,12.733874,ov_tadde_caff__43.9625_12.7339,Tadde Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/tadde_caff_43.9625_12.7339.json,custom
43.962443,12.733043,ov_kariba_caf__43.9624_12.7330,Kariba Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/kariba_caf_43.9624_12.7330.json,custom
43.962013,12.714624,ov_bar_euro_43.9620_12.7146,Bar Euro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_euro_43.9620_12.7146.json,custom
43.961697,12.733886,ov_caffetteria_ada_43.9617_12.7339,Caffetteria Ada,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/caffetteria_ada_43.9617_12.7339.json,custom
43.962090,12.752000,ov_circolo_arci_primo_maggio_cattolica_43.9621_12.7520,Circolo ARCI Primo Maggio Cattolica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/circolo_arci_primo_maggio_cattolica_43.9621_12.7520.json,custom
43.962499,12.743360,ov_bar_caffetteria_mazzini_43.9625_12.7434,Bar Caffetteria Mazzini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_caffetteria_mazzini_43.9625_12.7434.json,custom
43.963067,12.742674,ov_la_cicchetteria_43.9631_12.7427,La Cicchetteria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/la_cicchetteria_43.9631_12.7427.json,custom
43.962420,12.747070,ov_made_in_sud__cattolica_43.9624_12.7471,Made In Sud  Cattolica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/made_in_sud_cattolica_43.9624_12.7471.json,custom
43.962372,12.746985,ov_angolo_137_43.9624_12.7470,Angolo 137,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/angolo_137_43.9624_12.7470.json,custom
43.963583,12.743566,ov_barmare_lab_43.9636_12.7436,Barmare_lab,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/barmarelab_43.9636_12.7436.json,custom
43.963197,12.745091,ov_staccoli_caffe_43.9632_12.7451,Staccoli Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/staccoli_caffe_43.9632_12.7451.json,custom
43.963310,12.735500,ov_nettuno___caf____cucina___pizza_43.9633_12.7355,Nettuno - Café • Cucina • Pizza,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/nettuno_-_caf_cucina_pizza_43.9633_12.7355.json,custom
43.963743,12.738539,ov_arno_caf__43.9637_12.7385,Arno Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/arno_caf_43.9637_12.7385.json,custom
43.963652,12.743105,ov_zoe_caff__43.9637_12.7431,Zoe caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/zoe_caff_43.9637_12.7431.json,custom
43.963898,12.743793,ov_enoteca_gustoteca_cattolica_43.9639_12.7438,Enoteca Gustoteca Cattolica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/enoteca_gustoteca_cattolica_43.9639_12.7438.json,custom
43.964200,12.749280,ov_banco_estivo_di_tovaglie__centri_tavola__43.9642_12.7493,"BANCO Estivo Di Tovaglie, Centri Tavola e Pizzi",RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/banco_estivo_di_tovaglie_centri_tavola_e_43.9642_12.7493.json,custom
43.964470,12.749521,ov_bar_matto_scacco_43.9645_12.7495,Bar Matto Scacco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_matto_scacco_43.9645_12.7495.json,custom
43.965053,12.741475,ov_ethico_by137_43.9651_12.7415,Ethico by137,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ethico_by137_43.9651_12.7415.json,custom
43.965060,12.741443,ov_ethico_social_food_43.9651_12.7414,Ethico Social Food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ethico_social_food_43.9651_12.7414.json,custom
43.964810,12.742072,ov_adler_caffe_gelateria_43.9648_12.7421,Adler Caffe Gelateria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/adler_caffe_gelateria_43.9648_12.7421.json,custom
43.965387,12.740729,ov_enoteca_zona_cesarini_43.9654_12.7407,Enoteca Zona Cesarini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/enoteca_zona_cesarini_43.9654_12.7407.json,custom
43.965904,12.748646,ov_caff__del_mare_43.9659_12.7486,Caffè del Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/caff_del_mare_43.9659_12.7486.json,custom
43.965804,12.741211,ov_enoteca_oivos_43.9658_12.7412,Enoteca Oivos,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/enoteca_oivos_43.9658_12.7412.json,custom
43.965550,12.738565,ov_attimi_43.9656_12.7386,Attimi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/attimi_43.9656_12.7386.json,custom
43.966000,12.736959,ov_loco_43.9660_12.7370,LOCO,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/loco_43.9660_12.7370.json,custom
43.966153,12.736164,ov_luxury_bar_43.9662_12.7362,Luxury Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/luxury_bar_43.9662_12.7362.json,custom
43.966179,12.738438,ov_bar_peledo_43.9662_12.7384,Bar Peledo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_peledo_43.9662_12.7384.json,custom
43.966196,12.739754,ov_giardinocafe_43.9662_12.7398,Giardinocafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/giardinocafe_43.9662_12.7398.json,custom
43.966097,12.738886,ov_carpediem_43.9661_12.7389,Carpediem,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/carpediem_43.9661_12.7389.json,custom
43.966387,12.738952,ov_barrique_43.9664_12.7390,Barrique,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/barrique_43.9664_12.7390.json,custom
43.966760,12.739250,ov_bar_del_pescatore_43.9668_12.7393,Bar del Pescatore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_del_pescatore_43.9668_12.7393.json,custom
43.966845,12.739446,ov_gusto_bar_bistrot_43.9668_12.7394,Gusto Bar Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/gusto_bar_bistrot_43.9668_12.7394.json,custom
43.966940,12.740689,ov_giro_di_boa_piada_e_cascioni_43.9669_12.7407,Giro di Boa Piada e Cascioni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/giro_di_boa_piada_e_cascioni_43.9669_12.7407.json,custom
43.966939,12.748600,ov_bar_billy_43.9669_12.7486,Bar Billy,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_billy_43.9669_12.7486.json,custom
43.967899,12.747938,ov_mura_cocktail_bar_43.9679_12.7479,Mura Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/mura_cocktail_bar_43.9679_12.7479.json,custom
43.967864,12.750300,ov_caff___don_cortez_43.9679_12.7503,Caffè' Don Cortez,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/caff_don_cortez_43.9679_12.7503.json,custom
43.967850,12.750559,ov_bar_del_porto_43.9678_12.7506,Bar del Porto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_del_porto_43.9678_12.7506.json,custom
43.967530,12.750337,ov_the_pirate_pub_43.9675_12.7503,The Pirate pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/the_pirate_pub_43.9675_12.7503.json,custom
43.967293,12.750371,ov_nascosto_wine___cocktail_bar_43.9673_12.7504,Nascosto Wine & Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/nascosto_wine_cocktail_bar_43.9673_12.7504.json,custom
43.967297,12.743605,ov_bar_pepo_43.9673_12.7436,Bar Pepo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_pepo_43.9673_12.7436.json,custom
43.967310,12.745888,ov_bar_marconi_43.9673_12.7459,Bar Marconi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_marconi_43.9673_12.7459.json,custom
43.967258,12.745242,ov_martino_cafe_ristorante_43.9673_12.7452,Martino Cafe Ristorante,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/martino_cafe_ristorante_43.9673_12.7452.json,custom
43.967219,12.740534,ov_racketbar_43.9672_12.7405,Racketbar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/racketbar_43.9672_12.7405.json,custom
43.967060,12.739444,ov_black_s_43.9671_12.7394,Black's,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/blacks_43.9671_12.7394.json,custom
43.967050,12.738710,ov_so_bistr__43.9671_12.7387,So Bistrò,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/so_bistr_43.9671_12.7387.json,custom
43.967433,12.738254,ov_b_52_43.9674_12.7383,B-52,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/b-52_43.9674_12.7383.json,custom
43.967506,12.736801,ov_barlina_43.9675_12.7368,Barlina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/barlina_43.9675_12.7368.json,custom
43.967660,12.745260,ov_tinhar__beachbar_43.9677_12.7453,Tinharè Beachbar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/tinhar_beachbar_43.9677_12.7453.json,custom
43.968419,12.738476,ov_bar_pontile_43.9684_12.7385,Bar Pontile,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_pontile_43.9684_12.7385.json,custom
43.968219,12.749386,ov_porto_di_cattolica_43.9682_12.7494,Porto di Cattolica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/porto_di_cattolica_43.9682_12.7494.json,custom
43.968020,12.748584,ov_cale_bombo_club_43.9680_12.7486,Cale Bombo Club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/cale_bombo_club_43.9680_12.7486.json,custom
43.968252,12.748300,ov_bonavita_caf__43.9683_12.7483,Bonavita Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bonavita_caf_43.9683_12.7483.json,custom
43.968961,12.730975,ov_bar_barcarlo_43.9690_12.7310,Bar Barcarlo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_barcarlo_43.9690_12.7310.json,custom
43.968372,12.732731,ov_il_kiosco_43.9684_12.7327,Il Kiosco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/il_kiosco_43.9684_12.7327.json,custom
43.968090,12.733106,ov_summer_bar_43.9681_12.7331,Summer Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/summer_bar_43.9681_12.7331.json,custom
43.967089,12.729900,ov_frankie_s_bar_43.9671_12.7299,Frankie's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/frankies_bar_43.9671_12.7299.json,custom
43.966972,12.731530,ov_bar_europa_43.9670_12.7315,Bar Europa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_europa_43.9670_12.7315.json,custom
43.966244,12.722898,ov_cooperativa_la_brianza_a_r_l_43.9662_12.7229,Cooperativa La Brianza a r.l,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/cooperativa_la_brianza_a_rl_43.9662_12.7229.json,custom
43.966469,12.734228,ov_il_cigno_rosa_43.9665_12.7342,Il Cigno rosa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/il_cigno_rosa_43.9665_12.7342.json,custom
43.965860,12.732450,ov_bar_milano_cattolica_43.9659_12.7325,Bar Milano Cattolica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_milano_cattolica_43.9659_12.7325.json,custom
43.965860,12.732450,ov_il_chiosco_43.9659_12.7325,Il Chiosco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/il_chiosco_43.9659_12.7325.json,custom
43.965804,12.724856,ov_avana_caffe_43.9658_12.7249,Avana Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/avana_caffe_43.9658_12.7249.json,custom
43.969170,12.730357,ov_tony_43.9692_12.7304,Tony,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/tony_43.9692_12.7304.json,custom
43.969342,12.728973,ov_maria_beach_caf__43.9693_12.7290,Maria Beach Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/maria_beach_caf_43.9693_12.7290.json,custom
43.969651,12.728219,ov_beach_bar_anna_43.9697_12.7282,Beach Bar Anna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/beach_bar_anna_43.9697_12.7282.json,custom
43.969472,12.728088,ov_mojito_cafe_43.9695_12.7281,Mojito Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/mojito_cafe_43.9695_12.7281.json,custom
43.970265,12.726867,ov_bar_ristorante_africo_43.9703_12.7269,Bar Ristorante Africo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_ristorante_africo_43.9703_12.7269.json,custom
43.971196,12.722165,ov_bikini_117_beach_43.9712_12.7222,Bikini 117 Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bikini_117_beach_43.9712_12.7222.json,custom
43.971038,12.724897,ov_bar_meeting_43.9710_12.7249,Bar Meeting,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_meeting_43.9710_12.7249.json,custom
43.963194,12.745028,osm_staccoli_cafe_43.9632_12.7450,Staccoli Cafe,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/staccoli_cafe_43.9632_12.7450.json,custom
43.965356,12.742433,osm_bar_pasticceria_canasta_43.9654_12.7424,Bar Pasticceria Canasta,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_pasticceria_canasta_43.9654_12.7424.json,custom
43.966140,12.738191,osm_alkemiko_43.9661_12.7382,Alkemiko,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/alkemiko_43.9661_12.7382.json,custom
43.966349,12.740579,osm_angolo_pimpi_43.9663_12.7406,Angolo Pimpi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/angolo_pimpi_43.9663_12.7406.json,custom
43.972048,12.722317,osm_malindi_beach_cafe_43.9720_12.7223,Malindi Beach Cafe,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/malindi_beach_cafe_43.9720_12.7223.json,custom
43.948286,12.738027,ov_palestra_universum_fight_and_fitness_43.9483_12.7380,Palestra Universum Fight and Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/palestra_universum_fight_and_fitness_43.9483_12.7380.json,custom
43.961094,12.737978,ov_palestra_0_2_cattolica_43.9611_12.7380,Palestra 0.2 Cattolica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/palestra_02_cattolica_43.9611_12.7380.json,custom
43.960310,12.739790,ov_molab___il_laboratorio_del_movimento_43.9603_12.7398,MoLab - Il Laboratorio del Movimento,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/molab_-_il_laboratorio_del_movimento_43.9603_12.7398.json,custom
43.960183,12.750935,ov_bocciodromo_43.9602_12.7509,Bocciodromo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bocciodromo_43.9602_12.7509.json,custom
