# lat,lng,id,name,building_type,type,url,page_type
# Varazze -- Tutti
44.360003,8.578842,ov_omnia_medica_44.3600_8.5788,Omnia Medica,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/omnia_medica_44.3600_8.5788.json,custom
44.362428,8.597419,ov_la_scogliera_44.3624_8.5974,La Scogliera,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_scogliera_44.3624_8.5974.json,custom
44.365200,8.599050,ov_fisar_delegazione_varazze_44.3652_8.5991,FISAR Delegazione Varazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/fisar_delegazione_varazze_44.3652_8.5991.json,custom
44.364684,8.573647,ov_bar_bera_44.3647_8.5736,Bar Bera,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_bera_44.3647_8.5736.json,custom
44.366094,8.574924,ov_bar_marilena_44.3661_8.5749,Bar Marilena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_marilena_44.3661_8.5749.json,custom
44.361146,8.588990,ov_bar_da_retta_alla_mola_44.3611_8.5890,Bar da retta alla Mola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_da_retta_alla_mola_44.3611_8.5890.json,custom
44.360305,8.581480,ov_bar_rossi_44.3603_8.5815,Bar Rossi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_rossi_44.3603_8.5815.json,custom
44.360166,8.579465,ov_piccolo_caff__44.3602_8.5795,Piccolo Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/piccolo_caff_44.3602_8.5795.json,custom
44.360855,8.575926,ov_arci_varazze_44.3609_8.5759,Arci varazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/arci_varazze_44.3609_8.5759.json,custom
44.361039,8.575851,ov_caffe_la_milkeria_44.3610_8.5759,Caffe la Milkeria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/caffe_la_milkeria_44.3610_8.5759.json,custom
44.360235,8.576812,ov_mokaff__44.3602_8.5768,Mokaffé,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/mokaff_44.3602_8.5768.json,custom
44.360339,8.575913,ov_il_caffettino_44.3603_8.5759,Il caffettino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/il_caffettino_44.3603_8.5759.json,custom
44.360387,8.579241,ov_la_cantina_del_divin_bacco_varazze_44.3604_8.5792,La Cantina Del Divin Bacco Varazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_cantina_del_divin_bacco_varazze_44.3604_8.5792.json,custom
44.359674,8.578584,ov_caf__gatto_nero_44.3597_8.5786,Cafè Gatto Nero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/caf_gatto_nero_44.3597_8.5786.json,custom
44.359521,8.578799,ov_km_21_44.3595_8.5788,KM 21,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/km_21_44.3595_8.5788.json,custom
44.359580,8.578760,ov_ebrezza_enoteca_wine_bar_varazze_44.3596_8.5788,Ebrezza Enoteca-Wine bar Varazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ebrezza_enoteca-wine_bar_varazze_44.3596_8.5788.json,custom
44.359474,8.577651,ov_la_pesa_44.3595_8.5777,La Pesa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_pesa_44.3595_8.5777.json,custom
44.359790,8.578105,ov_bar_trinchetto_varazze_44.3598_8.5781,Bar Trinchetto Varazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_trinchetto_varazze_44.3598_8.5781.json,custom
44.360072,8.575543,ov_the_pub_44.3601_8.5755,The Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/the_pub_44.3601_8.5755.json,custom
44.358890,8.573280,ov_labufala2_44.3589_8.5733,LaBufala2,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/labufala2_44.3589_8.5733.json,custom
44.358955,8.574126,ov_bar_taverna_44.3590_8.5741,Bar Taverna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_taverna_44.3590_8.5741.json,custom
44.359027,8.573751,ov_la_brasiliana_44.3590_8.5738,La Brasiliana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_brasiliana_44.3590_8.5738.json,custom
44.358900,8.574790,ov_elio_paoni_2_44.3589_8.5748,Elio Paoni 2,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/elio_paoni_2_44.3589_8.5748.json,custom
44.359074,8.576042,ov_boca_cafe_44.3591_8.5760,Boca Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/boca_cafe_44.3591_8.5760.json,custom
44.359116,8.576038,ov_luna_rossa_44.3591_8.5760,Luna rossa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/luna_rossa_44.3591_8.5760.json,custom
44.359213,8.575188,ov_bar_d_epoca_44.3592_8.5752,Bar D'epoca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_depoca_44.3592_8.5752.json,custom
44.359341,8.576489,ov_angelina_varazze_44.3593_8.5765,Angelina Varazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/angelina_varazze_44.3593_8.5765.json,custom
44.359604,8.579564,ov_cafe_miramare_bistro_44.3596_8.5796,Cafe Miramare Bistro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/cafe_miramare_bistro_44.3596_8.5796.json,custom
44.359950,8.581807,ov_la_conchiglia_cocktail_bar_44.3600_8.5818,La Conchiglia Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_conchiglia_cocktail_bar_44.3600_8.5818.json,custom
44.360073,8.583326,ov_toobar_44.3601_8.5833,TooBar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/toobar_44.3601_8.5833.json,custom
44.360022,8.584820,ov_al_molo_dei_santa_44.3600_8.5848,Al Molo Dei Santa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/al_molo_dei_santa_44.3600_8.5848.json,custom
44.358623,8.577415,ov_chiosco_del_surf_44.3586_8.5774,chiosco del surf,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/chiosco_del_surf_44.3586_8.5774.json,custom
44.358550,8.573170,ov_vinoteca_varazze_44.3586_8.5732,Vinoteca Varazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/vinoteca_varazze_44.3586_8.5732.json,custom
44.358188,8.572780,ov_albichetto_44.3582_8.5728,Albichetto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/albichetto_44.3582_8.5728.json,custom
44.358097,8.572531,ov_bar_ristorante_onda_azzurra_44.3581_8.5725,Bar Ristorante Onda Azzurra,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_ristorante_onda_azzurra_44.3581_8.5725.json,custom
44.358002,8.572373,ov_the_other_side_44.3580_8.5724,The Other Side,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/the_other_side_44.3580_8.5724.json,custom
44.357821,8.571323,ov_bar_aquarius_44.3578_8.5713,Bar Aquarius,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_aquarius_44.3578_8.5713.json,custom
44.357770,8.571244,ov_cupido_2_44.3578_8.5712,Cupido 2,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/cupido_2_44.3578_8.5712.json,custom
44.359521,8.578772,osm_e_brezza_44.3595_8.5788,E.brezza,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ebrezza_44.3595_8.5788.json,custom
44.109370,8.116730,ov_lega_navale_italiana_varazze_44.1094_8.1167,Lega Navale Italiana Varazze,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/lega_navale_italiana_varazze_44.1094_8.1167.json,custom
44.402430,8.533380,ov_varazze_boulder_44.4024_8.5334,Varazze Boulder,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/varazze_boulder_44.4024_8.5334.json,custom
44.374661,8.622333,ov_a_s_d__il_centurione_44.3747_8.6223,A.S.D. Il Centurione,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/asd_il_centurione_44.3747_8.6223.json,custom
44.374180,8.576210,ov_cv__ballet_44.3742_8.5762,CV. Ballet,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/cv_ballet_44.3742_8.5762.json,custom
44.375656,8.536543,ov_crossdromo_andrea_timossi_44.3757_8.5365,Crossdromo Andrea Timossi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/crossdromo_andrea_timossi_44.3757_8.5365.json,custom
44.350690,8.566450,ov_motonautica_cuneo_44.3507_8.5665,Motonautica Cuneo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/motonautica_cuneo_44.3507_8.5665.json,custom
44.353170,8.563650,ov_studiodanza_varazze_ssd_a_rl_44.3532_8.5637,Studiodanza Varazze ssd a rl,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/studiodanza_varazze_ssd_a_rl_44.3532_8.5637.json,custom
44.357345,8.569442,ov_giro_di_boa_44.3573_8.5694,Giro di Boa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/giro_di_boa_44.3573_8.5694.json,custom
44.362734,8.579041,ov_studioundici_44.3627_8.5790,Studioundici,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/studioundici_44.3627_8.5790.json,custom
44.363795,8.580109,ov_strength___conditioning_varazze_44.3638_8.5801,Strength & Conditioning Varazze,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/strength_conditioning_varazze_44.3638_8.5801.json,custom
44.364240,8.575100,ov_la_tolda_44.3642_8.5751,La Tolda,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_tolda_44.3642_8.5751.json,custom
44.368603,8.572997,ov_dance_school_flashart_asd_44.3686_8.5730,Dance School Flashart ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/dance_school_flashart_asd_44.3686_8.5730.json,custom
44.361143,8.584545,ov_francesca_fitness_44.3611_8.5845,Francesca Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/francesca_fitness_44.3611_8.5845.json,custom
44.360207,8.573300,ov_palestra_viking_gym_club_44.3602_8.5733,Palestra Viking Gym Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/palestra_viking_gym_club_44.3602_8.5733.json,custom
44.360584,8.577807,ov_palazzetto_dello_sport_gerolamo_craviott_44.3606_8.5778,Palazzetto dello Sport Gerolamo Craviotto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/palazzetto_dello_sport_gerolamo_craviott_44.3606_8.5778.json,custom
44.360110,8.576940,ov_mare_e_monti_di_parodi_marco_e_c__snc_44.3601_8.5769,Mare e Monti di Parodi Marco e C. Snc,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/mare_e_monti_di_parodi_marco_e_c_snc_44.3601_8.5769.json,custom
44.360063,8.582714,ov_beach_fitness_e_nuoto_44.3601_8.5827,Beach Fitness e Nuoto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/beach_fitness_e_nuoto_44.3601_8.5827.json,custom
44.354765,8.566871,ov_museo_del_mare_44.3548_8.5669,Museo del Mare,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/museo_del_mare_44.3548_8.5669.json,custom
44.359101,8.576148,ov_palazzo_jacopo_da_varagine_44.3591_8.5761,Palazzo Jacopo da Varagine,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/palazzo_jacopo_da_varagine_44.3591_8.5761.json,custom
44.360053,8.582782,osm_ufficio_postale_varazze_44.3601_8.5828,Ufficio postale Varazze,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ufficio_postale_varazze_44.3601_8.5828.json,custom
44.360325,8.578676,ov_biblioteca_civica_e__montale_di_varazze_44.3603_8.5787,Biblioteca civica E. Montale di Varazze,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/biblioteca_civica_e_montale_di_varazze_44.3603_8.5787.json,custom
44.360421,8.578672,ov_comune_di_varazze_44.3604_8.5787,Comune di Varazze,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/comune_di_varazze_44.3604_8.5787.json,custom
44.358970,8.574860,ov_la_mia_libreria_44.3590_8.5749,La mia Libreria,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_mia_libreria_44.3590_8.5749.json,custom
