# lat,lng,id,name,building_type,type,url,page_type
# castelrotto -- libraries
45.989996,8.838665,osm_biblioteca_intercomunale_croglio__monteg_45.9900_8.8387,Biblioteca intercomunale Croglio, Monteggio e Sessa,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/castelrotto/pages/biblioteca_intercomunale_croglio_montegg_45.9900_8.8387.json,custom
