# lat,lng,id,name,building_type,type,url,page_type
# bardineto -- Tutti
44.192913,8.134249,osm_croce_verde_bardineto_44.1929_8.1342,Croce Verde Bardineto,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/croce_verde_bardineto_44.1929_8.1342.json,custom
44.183970,8.145340,ov_frascheri_linea_professionale_44.1840_8.1453,Frascheri Linea Professionale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/frascheri_linea_professionale_44.1840_8.1453.json,custom
44.193028,8.130841,ov_agriturismo_oddone_44.1930_8.1308,Agriturismo Oddone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/agriturismo_oddone_44.1930_8.1308.json,custom
44.192519,8.129059,ov_l_azzeccagarbugli_44.1925_8.1291,L'Azzeccagarbugli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/lazzeccagarbugli_44.1925_8.1291.json,custom
44.187098,8.139956,ov_boschi_bardineto_44.1871_8.1400,Boschi Bardineto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/boschi_bardineto_44.1871_8.1400.json,custom
44.192621,8.133875,ov_bar_de_nei_44.1926_8.1339,Bar De Nei,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/bar_de_nei_44.1926_8.1339.json,custom
44.186143,8.085938,ov_the_hive_studio_44.1861_8.0859,The Hive Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/the_hive_studio_44.1861_8.0859.json,custom
44.203280,8.117970,ov_azienda_agricola_le_canelle_bardineto_44.2033_8.1180,Azienda Agricola Le Canelle Bardineto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/azienda_agricola_le_canelle_bardineto_44.2033_8.1180.json,custom
44.193311,8.130533,ov_castello_44.1933_8.1305,Castello,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/bardineto/pages/castello_44.1933_8.1305.json,custom
