# lat,lng,id,name,building_type,type,url,page_type
# giovo -- Tutti
46.156947,11.153053,ov_la_vecchia_signora_46.1569_11.1531,La Vecchia Signora,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/giovo/pages/la_vecchia_signora_46.1569_11.1531.json,custom
46.157850,11.140610,ov_biblioteca_di_lavis_e_terre_d_adige_46.1579_11.1406,Biblioteca di Lavis e Terre d'Adige,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/giovo/pages/biblioteca_di_lavis_e_terre_dadige_46.1579_11.1406.json,custom
46.157602,11.154955,ov_biblioteca_comunale_di_giovo_46.1576_11.1550,Biblioteca Comunale di Giovo,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/giovo/pages/biblioteca_comunale_di_giovo_46.1576_11.1550.json,custom
46.159500,11.156430,ov_biblioteca_pubblica_intercomunale_di_cem_46.1595_11.1564,Biblioteca pubblica intercomunale di Cembra,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/giovo/pages/biblioteca_pubblica_intercomunale_di_cem_46.1595_11.1564.json,custom
46.156291,11.153345,osm_al_portec_46.1563_11.1533,Al Portec,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/giovo/pages/al_portec_46.1563_11.1533.json,custom
46.156879,11.152918,osm_bar_centro_la_bianca_46.1569_11.1529,Bar Centro La Bianca,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/giovo/pages/bar_centro_la_bianca_46.1569_11.1529.json,custom
