# lat,lng,id,name,building_type,type,url,page_type
# Brunico -- Tutti
46.799860,11.937172,ov_ospedale_di_brunico_46.7999_11.9372,Ospedale di Brunico,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/ospedale_di_brunico_46.7999_11.9372.json,custom
46.795336,11.933632,ov_vip_express_restaurant_pizzeria_bruneck_46.7953_11.9336,Vip Express Restaurant Pizzeria Bruneck,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/vip_express_restaurant_pizzeria_bruneck_46.7953_11.9336.json,custom
46.794650,11.935185,ov_vinothek_bertolani_46.7946_11.9352,Vinothek Bertolani,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/vinothek_bertolani_46.7946_11.9352.json,custom
46.795430,11.933730,ov_city_weloveeat_46.7954_11.9337,city.weloveeat,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/cityweloveeat_46.7954_11.9337.json,custom
46.796416,11.933998,ov_b_local_46.7964_11.9340,b.local,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/blocal_46.7964_11.9340.json,custom
46.795183,11.935292,ov_route_66_46.7952_11.9353,Route 66,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/route_66_46.7952_11.9353.json,custom
46.796440,11.935945,ov_vegabula_46.7964_11.9359,Vegabula,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/vegabula_46.7964_11.9359.json,custom
46.796518,11.937812,ov_perpedes_di_consalvo_alberto_46.7965_11.9378,Perpedes di Consalvo Alberto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/perpedes_di_consalvo_alberto_46.7965_11.9378.json,custom
46.796642,11.936792,ov_vinsushi_by_rischon_46.7966_11.9368,VinSushi by RISCHON,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/vinsushi_by_rischon_46.7966_11.9368.json,custom
46.795529,11.937357,ov_bar_e_pizzeria_l_universo_46.7955_11.9374,Bar e Pizzeria L'Universo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_e_pizzeria_luniverso_46.7955_11.9374.json,custom
46.779540,11.937185,ov_umami_pizza___sushi___street_food_46.7795_11.9372,Umami PIZZA • SUSHI • Street Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/umami_pizza_sushi_street_food_46.7795_11.9372.json,custom
46.777979,11.937770,ov_tennis_riscone_46.7780_11.9378,Tennis Riscone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/tennis_riscone_46.7780_11.9378.json,custom
46.778432,11.934381,ov_golf_club_house_46.7784_11.9344,Golf Club House,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/golf_club_house_46.7784_11.9344.json,custom
46.772365,11.941122,ov_alpinn_food_space___restaurant_46.7724_11.9411,AlpiNN Food Space & Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/alpinn_food_space_restaurant_46.7724_11.9411.json,custom
46.771511,11.943229,ov_hardimitz_n_46.7715_11.9432,Hardimitz'n,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/hardimitzn_46.7715_11.9432.json,custom
46.778531,11.938091,ov_reiterstube_garden_restaurant_46.7785_11.9381,Reiterstube Garden Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/reiterstube_garden_restaurant_46.7785_11.9381.json,custom
46.797117,11.938254,ov_ristorante_marco_polo_46.7971_11.9383,Ristorante Marco Polo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/ristorante_marco_polo_46.7971_11.9383.json,custom
46.795750,11.938877,ov_ristorante_al_leone_d_oro_46.7957_11.9389,Ristorante al Leone D'Oro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/ristorante_al_leone_doro_46.7957_11.9389.json,custom
46.796266,11.940503,ov_weisses_lamm_46.7963_11.9405,Weisses Lamm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/weisses_lamm_46.7963_11.9405.json,custom
46.796108,11.940359,ov_k_bernardi_enotheque_46.7961_11.9404,K.Bernardi Enotheque,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/kbernardi_enotheque_46.7961_11.9404.json,custom
46.797037,11.940090,ov_mir_isch_wurscht_46.7970_11.9401,Mir Isch Wurscht,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/mir_isch_wurscht_46.7970_11.9401.json,custom
46.795034,11.941301,ov_der_keller_pizzeria_46.7950_11.9413,Der Keller Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/der_keller_pizzeria_46.7950_11.9413.json,custom
46.794921,11.940906,ov_pizzeria_arc_46.7949_11.9409,Pizzeria Arc,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/pizzeria_arc_46.7949_11.9409.json,custom
46.798191,11.945743,ov_pizza_time_46.7982_11.9457,Pizza Time,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/pizza_time_46.7982_11.9457.json,custom
46.792418,11.948934,ov_atelier_moessmer_norbert_niederkofler_46.7924_11.9489,Atelier Moessmer Norbert Niederkofler,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/atelier_moessmer_norbert_niederkofler_46.7924_11.9489.json,custom
46.776649,11.950290,ov_hardimitz_n_46.7766_11.9503,Hardimitz'n,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/hardimitzn_46.7766_11.9503.json,custom
46.776241,11.948492,ov_restaurant_rischon_46.7762_11.9485,Restaurant RISCHON,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/restaurant_rischon_46.7762_11.9485.json,custom
46.776698,11.947434,ov_sigi_46.7767_11.9474,Sigi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/sigi_46.7767_11.9474.json,custom
46.740510,11.955755,ov_alpinn_by_norbert_niederkofler_46.7405_11.9558,AlpiNN by Norbert Niederkofler,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/alpinn_by_norbert_niederkofler_46.7405_11.9558.json,custom
46.803055,11.949964,ov_cafe_tiffany_46.8031_11.9500,Cafe Tiffany,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/cafe_tiffany_46.8031_11.9500.json,custom
46.799006,11.938693,ov_bar_diana_46.7990_11.9387,Bar Diana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_diana_46.7990_11.9387.json,custom
46.809544,11.936102,ov_bar_alping_46.8095_11.9361,Bar Alping,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_alping_46.8095_11.9361.json,custom
46.786537,11.922169,ov_bar_caffe_ristorante_pizzeria_zone_46.7865_11.9222,Bar Caffe Ristorante Pizzeria Zone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_caffe_ristorante_pizzeria_zone_46.7865_11.9222.json,custom
46.796510,11.927274,ov_branntweiner_zur_linde_46.7965_11.9273,Branntweiner Zur Linde,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/branntweiner_zur_linde_46.7965_11.9273.json,custom
46.792793,11.930385,ov_bar_mokkacino_46.7928_11.9304,Bar Mokkacino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_mokkacino_46.7928_11.9304.json,custom
46.792559,11.930620,ov_bar_ristorante_pizzeria_lang_jun_46.7926_11.9306,Bar Ristorante Pizzeria Lang Jun,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_ristorante_pizzeria_lang_jun_46.7926_11.9306.json,custom
46.793549,11.931800,ov_c_pit_stop_46.7935_11.9318,C-Pit Stop,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/c-pit_stop_46.7935_11.9318.json,custom
46.794633,11.934235,ov_bar_raffin_46.7946_11.9342,Bar Raffin,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_raffin_46.7946_11.9342.json,custom
46.795146,11.935324,ov_bar_macchiato_46.7951_11.9353,Bar Macchiato,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/bar_macchiato_46.7951_11.9353.json,custom
46.797054,11.936237,ov_rienzbrau_46.7971_11.9362,Rienzbrau,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/rienzbrau_46.7971_11.9362.json,custom
46.796916,11.937691,ov_cincin_46.7969_11.9377,CinCin,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/cincin_46.7969_11.9377.json,custom
46.796628,11.937248,ov_ossi_s_lounge_cafe_46.7966_11.9372,Ossi's Lounge Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/ossis_lounge_cafe_46.7966_11.9372.json,custom
46.796501,11.937289,ov_ett_46.7965_11.9373,Ett,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/ett_46.7965_11.9373.json,custom
46.796508,11.937171,ov_aperocafe_46.7965_11.9372,Aperocafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/aperocafe_46.7965_11.9372.json,custom
46.796061,11.937060,ov_rauchenbichler_46.7961_11.9371,Rauchenbichler,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/rauchenbichler_46.7961_11.9371.json,custom
46.796105,11.937169,ov_forsterbr_u_46.7961_11.9372,Forsterbräu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/forsterbru_46.7961_11.9372.json,custom
46.778171,11.937560,ov_m2m_bar_46.7782_11.9376,M2M Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/m2m_bar_46.7782_11.9376.json,custom
46.770784,11.937506,ov_roemerkeller_dolasilla_46.7708_11.9375,Roemerkeller Dolasilla,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/roemerkeller_dolasilla_46.7708_11.9375.json,custom
46.772390,11.942760,ov_giggeralm_apres_ski_46.7724_11.9428,Giggeralm Apres Ski,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/giggeralm_apres_ski_46.7724_11.9428.json,custom
46.781716,11.942452,ov_sport_s_arena_46.7817_11.9425,Sport's Arena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/sports_arena_46.7817_11.9425.json,custom
46.796963,11.938010,ov_caff__traudi_46.7970_11.9380,Caffè Traudi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/caff_traudi_46.7970_11.9380.json,custom
46.795745,11.939903,ov_w_rz_b_ck_46.7957_11.9399,Wörz Bäck,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/wrz_bck_46.7957_11.9399.json,custom
46.794985,11.941586,ov_komot_aperobistro_46.7950_11.9416,Komot Aperobistro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/komot_aperobistro_46.7950_11.9416.json,custom
46.797598,11.942781,ov_cafe_mahl_46.7976_11.9428,Cafe Mahl,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/cafe_mahl_46.7976_11.9428.json,custom
46.776637,11.950865,ov_dorfcafe_46.7766_11.9509,Dorfcafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/dorfcafe_46.7766_11.9509.json,custom
46.777887,11.955795,ov_caff__prosl_46.7779_11.9558,Caffè Prosl,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/caff_prosl_46.7779_11.9558.json,custom
46.802847,11.950405,ov_shabba_crew_alternative_dance_studio_46.8028_11.9504,Shabba Crew Alternative Dance Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/shabba_crew_alternative_dance_studio_46.8028_11.9504.json,custom
46.800482,11.939539,ov_birgit_s_zentrum_fur_massage_und_pilates_46.8005_11.9395,Birgit's Zentrum fur Massage und Pilates,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/birgits_zentrum_fur_massage_und_pilates_46.8005_11.9395.json,custom
46.807572,11.936547,ov_scuola_di_danza_libra_46.8076_11.9365,Scuola di danza Libra,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/scuola_di_danza_libra_46.8076_11.9365.json,custom
46.802206,11.928072,ov_fitnesscenter_bodytec_46.8022_11.9281,Fitnesscenter BODYtec,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/fitnesscenter_bodytec_46.8022_11.9281.json,custom
46.790229,11.928147,ov_kletterzentrum_bruneck_46.7902_11.9281,Kletterzentrum Bruneck,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/kletterzentrum_bruneck_46.7902_11.9281.json,custom
46.795959,11.934911,ov_alte_turnhalle_46.7960_11.9349,Alte Turnhalle,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/alte_turnhalle_46.7960_11.9349.json,custom
46.777978,11.937672,ov_centro_sportivo_riscone_46.7780_11.9377,Centro Sportivo Riscone,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/centro_sportivo_riscone_46.7780_11.9377.json,custom
46.778643,11.938112,ov_reitstall_reischach_46.7786_11.9381,Reitstall Reischach,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/reitstall_reischach_46.7786_11.9381.json,custom
46.784940,11.939782,ov_hc_pustertal_46.7849_11.9398,HC Pustertal,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/hc_pustertal_46.7849_11.9398.json,custom
46.796561,11.939048,ov_body_street_bruneck_46.7966_11.9390,Body Street Bruneck,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/body_street_bruneck_46.7966_11.9390.json,custom
46.796168,11.940668,ov_ski_max_valcareggi_46.7962_11.9407,Ski Max Valcareggi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/ski_max_valcareggi_46.7962_11.9407.json,custom
46.796345,11.941621,ov_delfin_sub_bruneck_brunico_46.7963_11.9416,Delfin Sub Bruneck-Brunico,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/delfin_sub_bruneck-brunico_46.7963_11.9416.json,custom
46.802747,11.953714,ov_museo_etnografico_46.8027_11.9537,Museo Etnografico,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/museo_etnografico_46.8027_11.9537.json,custom
46.794310,11.939622,ov_messner_mountain_museum_ripa_46.7943_11.9396,Messner Mountain Museum Ripa,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/messner_mountain_museum_ripa_46.7943_11.9396.json,custom
46.796046,11.934418,ov_librika_stadtbibliothek_46.7960_11.9344,Librika Stadtbibliothek,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/brunico/pages/librika_stadtbibliothek_46.7960_11.9344.json,custom
