# lat,lng,id,name,building_type,type,url,page_type
# Genova GE -- Tutti
44.395003,8.941121,ov_la_piadineria_44.3950_8.9411,La Piadineria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/genova_ge/pages/la_piadineria_44.3950_8.9411.json,custom
44.417410,8.929146,ov_universit__di_genova___biblioteca_della__44.4174_8.9291,Università di Genova - Biblioteca della Scuola di Scienze So,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/genova_ge/pages/universit_di_genova_-_biblioteca_della_s_44.4174_8.9291.json,custom
44.416206,8.924009,ov_universit__di_genova___biblioteca_della__44.4162_8.9240,Università di Genova - Biblioteca della Scuola di Scienze So,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/genova_ge/pages/universit_di_genova_-_biblioteca_della_s_44.4162_8.9240.json,custom
44.414060,8.922347,ov_universit__di_genova___biblioteca_della__44.4141_8.9223,Università di Genova - Biblioteca della Scuola di Scienze So,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/genova_ge/pages/universit_di_genova_-_biblioteca_della_s_44.4141_8.9223.json,custom
44.406850,8.939494,ov_universit__di_genova___biblioteca_della__44.4068_8.9395,Università di Genova - Biblioteca della Scuola di Scienze So,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/genova_ge/pages/universit_di_genova_-_biblioteca_della_s_44.4068_8.9395.json,custom
