# lat,lng,id,name,building_type,type,url,page_type
# corvara -- Tutti
42.277389,13.887406,osm_poste_italiane_42.2774_13.8874,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/corvara/pages/poste_italiane_42.2774_13.8874.json,custom
44.169933,9.731455,ov_hotel_paese_corvara_44.1699_9.7315,Hotel Paese Corvara,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/corvara/pages/hotel_paese_corvara_44.1699_9.7315.json,custom
44.170076,9.731805,ov_ristorante_antica_podesteria_44.1701_9.7318,Ristorante Antica Podesteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/corvara/pages/ristorante_antica_podesteria_44.1701_9.7318.json,custom
46.547030,11.880450,ov_brach_46.5470_11.8804,Brach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/corvara/pages/brach_46.5470_11.8804.json,custom
46.518526,11.848512,ov_rifugio_franz_kostner_46.5185_11.8485,Rifugio Franz Kostner,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/corvara/pages/rifugio_franz_kostner_46.5185_11.8485.json,custom
