# lat,lng,id,name,building_type,type,url,page_type
# villanova_di_castenaso -- bars_cafes
44.497923,11.425303,osm_antica_caffetteria__colazioni__pranzi__a_44.4979_11.4253,Antica Caffetteria, colazioni, pranzi, aperitivi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/villanova_di_castenaso/pages/antica_caffetteria_colazioni_pranzi_aper_44.4979_11.4253.json,custom
44.498107,11.428099,osm_fitz_cofee_and_more_44.4981_11.4281,Fitz cofee and more,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/villanova_di_castenaso/pages/fitz_cofee_and_more_44.4981_11.4281.json,custom
