# lat,lng,id,name,building_type,type,url,page_type
# Cazzago -- Tutti
45.435150,12.075288,ov_pizzalonga_away_cazzago_di_pianiga_45.4352_12.0753,Pizzalonga Away Cazzago di Pianiga,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/cazzago/pages/pizzalonga_away_cazzago_di_pianiga_45.4352_12.0753.json,custom
45.439512,12.074320,osm_melody_bar_45.4395_12.0743,Melody bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/cazzago/pages/melody_bar_45.4395_12.0743.json,custom
45.440916,12.074189,osm_bar_sport_45.4409_12.0742,Bar Sport,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/cazzago/pages/bar_sport_45.4409_12.0742.json,custom
