# lat,lng,id,name,building_type,type,url,page_type
# ravi -- Tutti
42.911898,10.918826,osm_passo_carraio_osteria_pizzeria_42.9119_10.9188,Passo Carraio Osteria-Pizzeria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/ravi/pages/passo_carraio_osteria-pizzeria_42.9119_10.9188.json,custom
42.911582,10.918053,osm_unico_bar_42.9116_10.9181,Unico Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/ravi/pages/unico_bar_42.9116_10.9181.json,custom
42.911611,10.918402,osm_gotti___morsi_42.9116_10.9184,Gotti & Morsi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/ravi/pages/gotti_morsi_42.9116_10.9184.json,custom
42.911671,10.918235,osm_ravi_di_maremma_42.9117_10.9182,Ravi di Maremma,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/ravi/pages/ravi_di_maremma_42.9117_10.9182.json,custom
