# lat,lng,id,name,building_type,type,url,page_type
# reggio_emilia -- hospitals
44.684490,10.633090,ov_ospedale_santa_maria_nuova_44.6845_10.6331,Ospedale santa maria nuova,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/reggio_emilia/pages/ospedale_santa_maria_nuova_44.6845_10.6331.json,custom
44.684155,10.630773,osm_arcispedale_santa_maria_nuova_44.6842_10.6308,Arcispedale Santa Maria Nuova,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/reggio_emilia/pages/arcispedale_santa_maria_nuova_44.6842_10.6308.json,custom
44.683542,10.628648,osm_arcispedale_santa_maria_nuova_44.6835_10.6286,Arcispedale Santa Maria Nuova,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/reggio_emilia/pages/arcispedale_santa_maria_nuova_44.6835_10.6286.json,custom
