# lat,lng,id,name,building_type,type,url,page_type
# crevacuore -- Tutti
45.684381,8.234199,ov_yanga_srl_45.6844_8.2342,Yanga SRL,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/yanga_srl_45.6844_8.2342.json,custom
45.683133,8.239834,ov_pizzeria_vesuvio_45.6831_8.2398,Pizzeria Vesuvio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/pizzeria_vesuvio_45.6831_8.2398.json,custom
45.684771,8.243019,ov_trattoria_pizzeria_annunziata_45.6848_8.2430,Trattoria Pizzeria Annunziata,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/trattoria_pizzeria_annunziata_45.6848_8.2430.json,custom
45.686739,8.247677,ov_pizzeria_nekenie_di_crepaldi_nekenie_45.6867_8.2477,Pizzeria Nekenie di Crepaldi Nekenie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/pizzeria_nekenie_di_crepaldi_nekenie_45.6867_8.2477.json,custom
45.680970,8.249213,ov_dragon_s_pub_45.6810_8.2492,Dragon's Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/dragons_pub_45.6810_8.2492.json,custom
45.682033,8.250059,ov_bar_della_stazione_45.6820_8.2501,Bar della Stazione,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/bar_della_stazione_45.6820_8.2501.json,custom
45.685795,8.248231,ov_caff__edicola_athena_crevacuore_45.6858_8.2482,Caffè Edicola Athena Crevacuore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/caff_edicola_athena_crevacuore_45.6858_8.2482.json,custom
45.686121,8.246581,osm_bar_sola_45.6861_8.2466,Bar Sola,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/crevacuore/pages/bar_sola_45.6861_8.2466.json,custom
