# lat,lng,id,name,building_type,type,url,page_type
# Rigutino -- Tutti
43.376415,11.867071,osm_pizzeria_i_3_gatti_43.3764_11.8671,Pizzeria I 3 Gatti,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/rigutino/pages/pizzeria_i_3_gatti_43.3764_11.8671.json,custom
43.388709,11.896519,ov_il_toscano_parco_di_lignano_43.3887_11.8965,Il Toscano Parco di Lignano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/rigutino/pages/il_toscano_parco_di_lignano_43.3887_11.8965.json,custom
43.375834,11.867912,ov_tre_gatti_pizzeria_pub_43.3758_11.8679,Tre Gatti Pizzeria Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/rigutino/pages/tre_gatti_pizzeria_pub_43.3758_11.8679.json,custom
43.376002,11.868001,osm_ben_bar_43.3760_11.8680,Ben-Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/rigutino/pages/ben-bar_43.3760_11.8680.json,custom
43.374804,11.868566,osm_bar_centrale_dello_sport_43.3748_11.8686,Bar Centrale dello Sport,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/rigutino/pages/bar_centrale_dello_sport_43.3748_11.8686.json,custom
