# lat,lng,id,name,building_type,type,url,page_type
# Rivalta di Brentino Belluno -- Tutti
45.658330,10.894032,osm_albergo_belvedere_45.6583_10.8940,Albergo Belvedere,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/rivalta_di_brentino_belluno/pages/albergo_belvedere_45.6583_10.8940.json,custom
45.560316,10.829954,osm_pista_ciclabile_terra_dei_forti_45.5603_10.8300,Pista ciclabile Terra dei Forti,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/rivalta_di_brentino_belluno/pages/pista_ciclabile_terra_dei_forti_45.5603_10.8300.json,custom
45.633343,10.880795,osm_pista_ciclabile_terra_dei_forti_45.6333_10.8808,Pista ciclabile Terra dei Forti,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/rivalta_di_brentino_belluno/pages/pista_ciclabile_terra_dei_forti_45.6333_10.8808.json,custom
