# lat,lng,citta,slug,ospedali,ristoranti,bar_cafe,palestre,monumenti
41.696691,12.590558,00040 Santa Palomba (RM),00040_santa_palomba_rm,0,1,0,0,0
41.795036,12.253660,00043 Roma,00043_roma,0,1,0,0,0
41.799302,12.296286,00054 Fiumicino (RM),00054_fiumicino_rm,0,0,1,0,0
42.123132,12.618367,00065 Fiano Romano (RM),00065_fiano_romano_rm,0,2,0,0,0
41.873358,12.252671,00100 Arrone (RM),00100_arrone_rm,0,1,0,0,0
41.889116,12.758539,00100 Gallicano nel Lazio (RM),00100_gallicano_nel_lazio_rm,0,1,0,0,0
41.965607,12.633847,00100 Roma,00100_roma,0,2,0,0,0
41.888892,12.382225,00166 Roma,00166_roma,0,1,0,0,0
41.902331,12.500577,00185 Roma (RM),00185_roma_rm,0,7,3,0,0
42.166368,11.803228,01016 Tarquinia (VT),01016_tarquinia_vt,0,1,0,0,0
42.624453,12.230988,01020 Civitella d'Agliano (VT),01020_civitella_dagliano_vt,0,3,0,0,0
42.316886,12.492688,02046 Magliano Sabina (RI),02046_magliano_sabina_ri,0,1,0,0,0
41.686566,13.188792,03012 Anagni (FR),03012_anagni_fr,0,3,0,0,0
41.621578,13.285009,03100 Frosinone,03100_frosinone,0,2,0,0,0
42.718733,13.255350,Accumoli,accumoli,0,2,2,0,0
41.547000,13.963015,Acquafondata,acquafondata,0,3,0,0,0
42.748009,11.873743,Acquapendente,acquapendente,3,21,15,5,3
41.787694,13.175796,Acuto,acuto,0,11,3,1,0
42.022487,12.941585,Affile,affile,0,1,1,0,0
41.974547,13.036460,Agosta,agosta,0,1,2,1,0
41.709976,13.347153,Alatri,alatri,5,55,53,21,5
41.726670,13.342257,Alatri FR,alatri_fr,0,0,1,0,0
41.722154,12.648300,Albano Laziale,albano_laziale,7,88,66,27,7
42.157192,11.901997,Allumiere,allumiere,0,15,5,2,1
41.848850,13.193586,Altipiani di Arcinazzo,altipiani_di_arcinazzo,0,1,1,0,0
41.699041,13.746847,Alvito,alvito,0,11,5,0,1
41.475607,13.341437,Amaseno,amaseno,1,7,6,2,0
42.618916,13.268791,Amatrice,amatrice,0,24,7,0,2
41.736372,13.146480,Anagni,anagni,2,65,35,22,4
42.073281,12.291247,Anguillara,anguillara,0,0,1,0,0
42.081050,12.273055,Anguillara Sabazia,anguillara_sabazia,2,62,40,29,5
42.011011,12.988149,Anticoli Corrado,anticoli_corrado,0,1,1,1,2
42.412357,13.080827,Antrodoco,antrodoco,0,7,10,2,1
41.475081,12.615541,Anzio,anzio,6,232,101,48,8
41.587801,12.651534,Aprilia,aprilia,4,179,133,70,3
41.494166,13.703675,Aquino,aquino,0,12,6,1,3
41.915576,12.243732,Aranova,aranova,0,1,0,0,0
41.577809,13.566680,Arce,arce,2,20,14,7,0
41.855986,13.161510,Arcinazzo Romano,arcinazzo_romano,0,8,3,0,3
41.589151,12.532871,Ardea,ardea,1,97,76,30,3
41.711168,12.659633,Ariccia,ariccia,6,65,35,28,0
41.713296,12.632203,Ariccia (RM),ariccia_rm,0,1,0,0,0
42.463704,11.822401,Arlena di Castro,arlena_di_castro,0,0,2,0,0
41.584074,13.385631,Arnara,arnara,0,2,1,0,0
41.650079,13.608919,Arpino,arpino,1,28,10,3,2
41.703637,12.661199,Arricia,arricia,0,1,0,0,0
42.041252,13.028190,Arsoli,arsoli,0,4,2,1,2
41.741536,12.907811,Artena,artena,2,36,17,4,2
42.221497,12.973097,Ascrea,ascrea,0,2,0,0,0
41.626662,13.782834,Atina,atina,0,20,24,9,3
41.345158,13.749086,Ausonia,ausonia,0,8,2,1,1
42.434562,12.150310,Bagnaia,bagnaia,0,1,1,0,0
42.624413,12.099153,Bagnoregio,bagnoregio,0,26,13,1,4
42.251904,12.068904,Barbarano Romano,barbarano_romano,0,8,2,0,0
42.463406,12.305759,Bassano in Teverina,bassano_in_teverina,0,3,5,2,0
42.238024,12.197220,Bassano Romano,bassano_romano,0,8,6,1,0
41.550112,13.034507,Bassiano,bassiano,0,18,3,0,2
41.883485,13.028584,Bellegra,bellegra,1,8,5,2,0
41.577698,13.820564,Belmonte Castello,belmonte_castello,0,1,2,0,0
42.333696,12.881695,Belmonte in Sabina,belmonte_in_sabina,0,2,2,0,0
42.313718,12.891785,Belmonte Sabino,belmonte_sabino,0,0,0,0,0
42.270436,12.037214,Blera,blera,0,8,4,1,2
42.644489,11.980413,Bolsena,bolsena,0,44,14,3,4
42.485848,12.250134,Bomarzo,bomarzo,0,9,6,1,0
42.512352,13.134841,Borbona,borbona,0,3,3,0,0
41.459374,12.991740,Borgo Faiti,borgo_faiti,0,1,1,0,0
41.411804,12.907348,Borgo Grappa,borgo_grappa,0,1,0,0,0
