# lat,lng,id,name,building_type,type,url,page_type
# tierno -- Tutti
45.845431,10.977686,osm_bar_trattoria_cescatti_45.8454_10.9777,Bar Trattoria Cescatti,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/tierno/pages/bar_trattoria_cescatti_45.8454_10.9777.json,custom
45.844768,10.980239,osm_bar_bianconero_45.8448_10.9802,Bar Bianconero,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/tierno/pages/bar_bianconero_45.8448_10.9802.json,custom
45.845884,10.979518,osm_coffee___more_45.8459_10.9795,Coffee & More,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/tierno/pages/coffee_more_45.8459_10.9795.json,custom
