# lat,lng,id,name,building_type,type,url,page_type
# Lignano Sabbiadoro -- Tutti
45.681850,13.120324,ov_pronto_soccorso_di_lignano_45.6819_13.1203,Pronto Soccorso di Lignano,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pronto_soccorso_di_lignano_45.6819_13.1203.json,custom
45.692604,13.149030,ov_pizza_al_taglio_45.6926_13.1490,Pizza Al Taglio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizza_al_taglio_45.6926_13.1490.json,custom
45.691130,13.146301,ov_corso_udine_45.6911_13.1463,Corso Udine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/corso_udine_45.6911_13.1463.json,custom
45.690871,13.139174,ov_ristorante_astrid_45.6909_13.1392,Ristorante Astrid,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_astrid_45.6909_13.1392.json,custom
45.690860,13.138987,ov_al_bancut_45.6909_13.1390,Al Bancut,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_bancut_45.6909_13.1390.json,custom
45.690872,13.146990,ov_enoteca_scarpa_45.6909_13.1470,Enoteca Scarpa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/enoteca_scarpa_45.6909_13.1470.json,custom
45.690895,13.143039,ov_acero_rosso_45.6909_13.1430,Acero Rosso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/acero_rosso_45.6909_13.1430.json,custom
45.690815,13.143078,ov_sicily_sava_45.6908_13.1431,Sicily Sava,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/sicily_sava_45.6908_13.1431.json,custom
45.690800,13.145849,ov_pizzeria_neverland_45.6908_13.1458,Pizzeria Neverland,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizzeria_neverland_45.6908_13.1458.json,custom
45.690756,13.145363,ov_the_taste___al_bancut_restaurant_45.6908_13.1454,The Taste & Al Bancut Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/the_taste_al_bancut_restaurant_45.6908_13.1454.json,custom
45.690561,13.146563,ov_arador_lignano_45.6906_13.1466,Arador Lignano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/arador_lignano_45.6906_13.1466.json,custom
45.690006,13.146045,ov_my_piadina_45.6900_13.1460,My Piadina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/my_piadina_45.6900_13.1460.json,custom
45.690016,13.146164,ov_louisino_lignano_sabbiadoro_45.6900_13.1462,LOUISino LIGNANO SABBIADORO,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/louisino_lignano_sabbiadoro_45.6900_13.1462.json,custom
45.690185,13.135618,ov_ristorante_alle_bocce_45.6902_13.1356,Ristorante Alle Bocce,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_alle_bocce_45.6902_13.1356.json,custom
45.690151,13.145886,ov_amarti_x_poke___co_45.6902_13.1459,Amarti x Poke & Co,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/amarti_x_poke_co_45.6902_13.1459.json,custom
45.690150,13.145838,ov_pizzamania_45.6901_13.1458,Pizzamania,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizzamania_45.6901_13.1458.json,custom
45.690191,13.145446,ov_flamingo_lignano_45.6902_13.1454,Flamingo Lignano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/flamingo_lignano_45.6902_13.1454.json,custom
45.690188,13.145017,ov_hanami_sushi_gourmet_lignano_45.6902_13.1450,Hanami Sushi Gourmet Lignano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/hanami_sushi_gourmet_lignano_45.6902_13.1450.json,custom
45.690310,13.143346,ov_we_love_sushi___mr_shanghai_chinese_stre_45.6903_13.1433,We love sushi //Mr Shanghai Chinese street food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/we_love_sushi_mr_shanghai_chinese_street_45.6903_13.1433.json,custom
45.690383,13.146618,ov_al_piccolo_cason_45.6904_13.1466,Al Piccolo Cason,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_piccolo_cason_45.6904_13.1466.json,custom
45.690327,13.135723,ov_che_posto__lignano_sabbiadoro_45.6903_13.1357,Che posto- Lignano Sabbiadoro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/che_posto-_lignano_sabbiadoro_45.6903_13.1357.json,custom
45.691433,13.143917,ov_al_bacareto_45.6914_13.1439,Al Bacareto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_bacareto_45.6914_13.1439.json,custom
45.691759,13.147874,ov_ristorante_pizzeria_o_sole_mio_45.6918_13.1479,Ristorante Pizzeria O Sole Mio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_o_sole_mio_45.6918_13.1479.json,custom
45.691852,13.146611,ov_ristorante_pizzeria_a_mare_45.6919_13.1466,Ristorante Pizzeria A'mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_amare_45.6919_13.1466.json,custom
45.691802,13.146813,ov_osteria_al_bacan_45.6918_13.1468,Osteria Al Bacan,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/osteria_al_bacan_45.6918_13.1468.json,custom
45.691598,13.147290,ov_pancor_paninoteca_45.6916_13.1473,Pancor paninoteca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pancor_paninoteca_45.6916_13.1473.json,custom
45.691540,13.145736,ov_ristorante_pizzeria_diana_45.6915_13.1457,Ristorante Pizzeria Diana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_diana_45.6915_13.1457.json,custom
45.692006,13.147831,ov_mama_cucina___pizza_45.6920_13.1478,Mama Cucina & Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/mama_cucina_pizza_45.6920_13.1478.json,custom
45.692150,13.148170,ov_oxide_ristorante_pizzeria_45.6921_13.1482,OXIDE ristorante pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/oxide_ristorante_pizzeria_45.6921_13.1482.json,custom
45.692393,13.148574,ov_bar_italia_45.6924_13.1486,Bar Italia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/bar_italia_45.6924_13.1486.json,custom
45.692438,13.148496,ov_bar_italia_beach_bistr__45.6924_13.1485,Bar Italia Beach Bistrò,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/bar_italia_beach_bistr_45.6924_13.1485.json,custom
45.687149,13.137940,ov_ai_grisioi_45.6871_13.1379,Ai Grisioi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ai_grisioi_45.6871_13.1379.json,custom
45.687554,13.139138,ov_baby_45.6876_13.1391,Baby,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/baby_45.6876_13.1391.json,custom
45.687332,13.138980,ov_peter_pan_45.6873_13.1390,Peter Pan,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/peter_pan_45.6873_13.1390.json,custom
45.687596,13.128927,ov_pizza_kebab_ramones_45.6876_13.1289,Pizza&kebab Ramones,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizzakebab_ramones_45.6876_13.1289.json,custom
45.688326,13.147839,ov_terrazza_a_mare_45.6883_13.1478,Terrazza a Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/terrazza_a_mare_45.6883_13.1478.json,custom
45.688105,13.140513,ov_croce_del_sud_45.6881_13.1405,Croce Del Sud,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/croce_del_sud_45.6881_13.1405.json,custom
45.688226,13.136180,ov_friulpesca_srl_45.6882_13.1362,Friulpesca Srl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/friulpesca_srl_45.6882_13.1362.json,custom
45.688803,13.124120,ov_vivo_friuli_45.6888_13.1241,Vivo Friuli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/vivo_friuli_45.6888_13.1241.json,custom
45.689164,13.132325,ov_ristorante_rueda_gaucha_45.6892_13.1323,Ristorante Rueda Gaucha,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_rueda_gaucha_45.6892_13.1323.json,custom
45.689329,13.144603,ov_hostaria_da_mario_45.6893_13.1446,Hostaria DA MARIO,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/hostaria_da_mario_45.6893_13.1446.json,custom
45.689410,13.144760,ov_euro_grill___ristorante_e_bar_45.6894_13.1448,Euro Grill - Ristorante e bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/euro_grill_-_ristorante_e_bar_45.6894_13.1448.json,custom
45.689388,13.144204,ov_ristorante_pizzeria_la_lanterna_45.6894_13.1442,Ristorante Pizzeria La Lanterna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_la_lanterna_45.6894_13.1442.json,custom
45.689369,13.133529,ov_ristorante_ai_2_leoni_45.6894_13.1335,Ristorante Ai 2 Leoni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_ai_2_leoni_45.6894_13.1335.json,custom
45.689445,13.134487,ov_ristorante_bidin_45.6894_13.1345,Ristorante Bidin,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_bidin_45.6894_13.1345.json,custom
45.689479,13.134460,ov_sapio_45.6895_13.1345,Sapio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/sapio_45.6895_13.1345.json,custom
45.689695,13.145987,ov_sapio_45.6897_13.1460,Sapio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/sapio_45.6897_13.1460.json,custom
45.689515,13.144074,ov_pizza_da_hasan_45.6895_13.1441,Pizza da Hasan,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizza_da_hasan_45.6895_13.1441.json,custom
45.689490,13.143210,ov_baby_mucca_45.6895_13.1432,BABY MUCCA,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/baby_mucca_45.6895_13.1432.json,custom
45.688512,13.141004,ov_restaurant_atmosphera_45.6885_13.1410,Restaurant Atmosphera,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/restaurant_atmosphera_45.6885_13.1410.json,custom
45.698797,13.145480,ov_ristorante_covo_di_punta_faro_45.6988_13.1455,Ristorante Covo di Punta Faro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_covo_di_punta_faro_45.6988_13.1455.json,custom
45.699166,13.146115,ov_blue_marlin_45.6992_13.1461,Blue Marlin,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/blue_marlin_45.6992_13.1461.json,custom
45.686580,13.131329,osm_al_parco_45.6866_13.1313,Al Parco,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_parco_45.6866_13.1313.json,custom
45.686726,13.131595,osm_rosa_45.6867_13.1316,Rosa,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/rosa_45.6867_13.1316.json,custom
45.671391,13.108101,osm_carb_n_neri_45.6714_13.1081,Carbòn Neri,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/carbn_neri_45.6714_13.1081.json,custom
45.689926,13.146243,osm_il_panino_a_modo_tuo_45.6899_13.1462,Il panino a modo tuo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/il_panino_a_modo_tuo_45.6899_13.1462.json,custom
45.692382,13.148822,osm_bartolo_45.6924_13.1488,Bartolo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/bartolo_45.6924_13.1488.json,custom
45.671391,13.108712,osm_la_botte_45.6714_13.1087,La Botte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_botte_45.6714_13.1087.json,custom
45.692989,13.148683,osm_mandi_45.6930_13.1487,Mandi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/mandi_45.6930_13.1487.json,custom
45.657035,13.098584,osm_lo_sfizio_45.6570_13.0986,Lo Sfizio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/lo_sfizio_45.6570_13.0986.json,custom
45.683981,13.134832,osm_kebab_45.6840_13.1348,Kebab,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/kebab_45.6840_13.1348.json,custom
45.685814,13.139583,osm_voce_del_mare_45.6858_13.1396,Voce del Mare,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/voce_del_mare_45.6858_13.1396.json,custom
45.685938,13.134014,osm_pizza_al_taglio_45.6859_13.1340,Pizza al taglio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizza_al_taglio_45.6859_13.1340.json,custom
45.690825,13.145935,osm_neverland_45.6908_13.1459,Neverland,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/neverland_45.6908_13.1459.json,custom
45.680767,13.130633,osm_al_cristallo_45.6808_13.1306,Al Cristallo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_cristallo_45.6808_13.1306.json,custom
45.689543,13.143404,osm_acqua_sale_45.6895_13.1434,Acqua Sale,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/acqua_sale_45.6895_13.1434.json,custom
45.691298,13.146541,osm_pizza___go_45.6913_13.1465,Pizza & Go,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizza_go_45.6913_13.1465.json,custom
45.690089,13.146004,osm_louisino_45.6901_13.1460,Louisino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/louisino_45.6901_13.1460.json,custom
45.682106,13.127418,osm_bella_napoli_45.6821_13.1274,Bella Napoli,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/bella_napoli_45.6821_13.1274.json,custom
45.682200,13.131072,osm_rosticceria_da_giuliana_45.6822_13.1311,Rosticceria Da Giuliana,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/rosticceria_da_giuliana_45.6822_13.1311.json,custom
45.675070,13.114420,osm_peccati_di_gola_45.6751_13.1144,Peccati di Gola,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/peccati_di_gola_45.6751_13.1144.json,custom
45.685659,13.124844,osm_la_rustica_45.6857_13.1248,La Rustica,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_rustica_45.6857_13.1248.json,custom
45.690981,13.143888,osm_ramones_45.6910_13.1439,Ramones,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ramones_45.6910_13.1439.json,custom
45.672735,13.109949,osm_la_curcuma_45.6727_13.1099,La Curcuma,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_curcuma_45.6727_13.1099.json,custom
45.672669,13.110822,osm_pino_nero_45.6727_13.1108,Pino Nero,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pino_nero_45.6727_13.1108.json,custom
45.674131,13.113461,osm_la_paella_45.6741_13.1135,La Paella,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_paella_45.6741_13.1135.json,custom
45.686468,13.137511,osm_corallo_45.6865_13.1375,Corallo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/corallo_45.6865_13.1375.json,custom
45.651697,13.097772,osm_pizzeria_da_michele_45.6517_13.0978,Pizzeria da Michele,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizzeria_da_michele_45.6517_13.0978.json,custom
45.687665,13.139676,osm_ke_pizza_45.6877_13.1397,Ke pizza,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ke_pizza_45.6877_13.1397.json,custom
45.666132,13.108764,osm_fe_food_45.6661_13.1088,Fe-Food,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/fe-food_45.6661_13.1088.json,custom
45.673327,13.100888,osm_stadio_45.6733_13.1009,Stadio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/stadio_45.6733_13.1009.json,custom
45.685704,13.136244,osm_mirelia_45.6857_13.1362,Mirelia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/mirelia_45.6857_13.1362.json,custom
45.683258,13.135219,osm_isola_smeraldo_45.6833_13.1352,Isola Smeraldo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/isola_smeraldo_45.6833_13.1352.json,custom
45.690204,13.145856,osm_l_abbraccio_45.6902_13.1459,L'abbraccio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/labbraccio_45.6902_13.1459.json,custom
45.692030,13.148159,osm_rojz_45.6920_13.1482,Rojz,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/rojz_45.6920_13.1482.json,custom
45.692031,13.147806,osm_mama_45.6920_13.1478,Mama,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/mama_45.6920_13.1478.json,custom
45.670009,13.105868,osm_ricky_hosteria_45.6700_13.1059,Ricky hosteria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ricky_hosteria_45.6700_13.1059.json,custom
45.666373,13.108581,osm_la_caveja_45.6664_13.1086,La Caveja,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_caveja_45.6664_13.1086.json,custom
45.668345,13.105484,osm_pineta_food_court_45.6683_13.1055,Pineta Food Court,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pineta_food_court_45.6683_13.1055.json,custom
45.681585,13.126247,osm_al_camping_45.6816_13.1262,Al Camping,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_camping_45.6816_13.1262.json,custom
45.689215,13.132326,osm_la_rueda_gaucha_45.6892_13.1323,La Rueda Gaucha,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_rueda_gaucha_45.6892_13.1323.json,custom
45.696737,13.142750,osm_da_miro_45.6967_13.1428,Da Miro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/da_miro_45.6967_13.1428.json,custom
45.668203,13.104529,osm_capri_45.6682_13.1045,Capri,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/capri_45.6682_13.1045.json,custom
45.672241,13.118032,osm_la_sacca_45.6722_13.1180,La Sacca,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_sacca_45.6722_13.1180.json,custom
45.688584,13.140985,osm_atmosphera_45.6886_13.1410,Atmosphera,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/atmosphera_45.6886_13.1410.json,custom
45.686478,13.136318,osm_da_salvatore_45.6865_13.1363,Da Salvatore,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/da_salvatore_45.6865_13.1363.json,custom
45.671882,13.070920,osm_da_gigi_marchetto_45.6719_13.0709,Da Gigi Marchetto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/da_gigi_marchetto_45.6719_13.0709.json,custom
45.685146,13.134053,osm_al_bacan_45.6851_13.1341,Al Bacan,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_bacan_45.6851_13.1341.json,custom
45.651144,13.094695,ov_caff__e_delizie_45.6511_13.0947,Caffè e Delizie,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/caff_e_delizie_45.6511_13.0947.json,custom
45.651305,13.094430,ov_perla_del_mare_lignano_riviera_45.6513_13.0944,Perla Del Mare Lignano Riviera,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/perla_del_mare_lignano_riviera_45.6513_13.0944.json,custom
45.651359,13.094180,ov_cafe_blue_marine_45.6514_13.0942,Cafe Blue Marine,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/cafe_blue_marine_45.6514_13.0942.json,custom
45.651578,13.099528,ov_kursaal_beach_club_45.6516_13.0995,Kursaal Beach Club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/kursaal_beach_club_45.6516_13.0995.json,custom
45.652190,13.101140,ov_chiosco_6_lignano_pineta_45.6522_13.1011,Chiosco 6 Lignano Pineta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/chiosco_6_lignano_pineta_45.6522_13.1011.json,custom
45.653065,13.100904,ov_riviera_beach_lignano_45.6531_13.1009,Riviera Beach Lignano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/riviera_beach_lignano_45.6531_13.1009.json,custom
45.662158,13.108291,ov_kursaal_pool_bar_45.6622_13.1083,KURSAAL Pool BAR,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/kursaal_pool_bar_45.6622_13.1083.json,custom
45.664508,13.107955,ov_bbq_braceria_45.6645_13.1080,BBQ Braceria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/bbq_braceria_45.6645_13.1080.json,custom
