# lat,lng,id,name,building_type,type,url,page_type
# Bellocchi -- Tutti
43.796675,12.995655,osm_roby_s_pizzeria_43.7967_12.9957,Roby's Pizzeria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/bellocchi/pages/robys_pizzeria_43.7967_12.9957.json,custom
43.799066,12.995135,osm_bar_taus_43.7991_12.9951,Bar Taus,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/bellocchi/pages/bar_taus_43.7991_12.9951.json,custom
43.799475,12.994509,osm_la_delizia_43.7995_12.9945,La Delizia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/bellocchi/pages/la_delizia_43.7995_12.9945.json,custom
