# lat,lng,id,name,building_type,type,url,page_type
# Grumolo delle Abbadesse -- Tutti
45.516122,11.653468,ov_asd_grumolo___atletica_leggera_45.5161_11.6535,ASD Grumolo - Atletica Leggera,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/asd_grumolo_-_atletica_leggera_45.5161_11.6535.json,custom
45.502843,11.640288,ov_giada_45.5028_11.6403,Giada,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/giada_45.5028_11.6403.json,custom
45.520201,11.677876,ov_trattoria_la_paesana_45.5202_11.6779,Trattoria La Paesana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/trattoria_la_paesana_45.5202_11.6779.json,custom
45.520221,11.674593,ov_ristorante_pizzeria_le_cupole_45.5202_11.6746,Ristorante Pizzeria Le Cupole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/ristorante_pizzeria_le_cupole_45.5202_11.6746.json,custom
45.520557,11.659618,ov_pizzeria_d_asporto_snoopy_45.5206_11.6596,Pizzeria D'Asporto Snoopy,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/pizzeria_dasporto_snoopy_45.5206_11.6596.json,custom
45.521659,11.660242,osm_snoopy_pizza_express_45.5217_11.6602,Snoopy Pizza Express,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/snoopy_pizza_express_45.5217_11.6602.json,custom
45.512781,11.665587,ov_nevermind_caf__45.5128_11.6656,Nevermind Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/nevermind_caf_45.5128_11.6656.json,custom
45.517470,11.659044,ov_best_cafe_45.5175_11.6590,Best Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/grumolo_delle_abbadesse/pages/best_cafe_45.5175_11.6590.json,custom
