# lat,lng,id,name,building_type,type,url,page_type
# Flattach -- Tutti
46.934728,13.131276,ov_karin_scheriau_46.9347_13.1313,Karin Scheriau,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/karin_scheriau_46.9347_13.1313.json,custom
46.937360,13.118860,ov_fraganter_wirt_46.9374_13.1189,Fraganter Wirt,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/fraganter_wirt_46.9374_13.1189.json,custom
46.934596,13.113342,ov_pizzeria_ristorante_mamma_mia_46.9346_13.1133,Pizzeria Ristorante Mamma Mia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/pizzeria_ristorante_mamma_mia_46.9346_13.1133.json,custom
46.930944,13.137016,ov_gasthof_raggaschlucht_46.9309_13.1370,Gasthof Raggaschlucht,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/gasthof_raggaschlucht_46.9309_13.1370.json,custom
46.935868,13.111455,ov_cafe_ice_46.9359_13.1115,Cafe ICE,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/cafe_ice_46.9359_13.1115.json,custom
46.935515,13.119620,ov_bad_cafe_flattach_46.9355_13.1196,Bad Cafe Flattach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/bad_cafe_flattach_46.9355_13.1196.json,custom
46.934655,13.131458,ov_cafe_greissler_46.9347_13.1315,Cafe Greissler,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/cafe_greissler_46.9347_13.1315.json,custom
46.932651,13.116150,ov_paintball___area_flattach_m_lltal_46.9327_13.1161,Paintball - Area Flattach/Mölltal,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/paintball_-_area_flattachmlltal_46.9327_13.1161.json,custom
46.934720,13.131446,osm_postpartner_9831__cafe_greissler_doris_e_46.9347_13.1314,Postpartner 9831, Cafe Greissler Doris Egarter,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/flattach/pages/postpartner_9831_cafe_greissler_doris_eg_46.9347_13.1314.json,custom
