# lat,lng,id,name,building_type,type,url,page_type
# Sankt Lorenzen im Lesachtal -- Tutti
46.702044,12.784891,osm_gasthof_zur_post_46.7020_12.7849,Gasthof zur Post,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/sankt_lorenzen_im_lesachtal/pages/gasthof_zur_post_46.7020_12.7849.json,custom
46.701920,12.784800,osm_postpartner_9654__adeg_guggenberger_46.7019_12.7848,Postpartner 9654, ADEG Guggenberger,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/sankt_lorenzen_im_lesachtal/pages/postpartner_9654_adeg_guggenberger_46.7019_12.7848.json,custom
