# lat,lng,id,name,building_type,type
# cavallino -- restaurants
40.319463,18.191885,osm_bella__mbriana___amadeus_40.3195_18.1919,Bella 'mbriana - Amadeus,ristorante,ristorante
40.310758,18.201271,osm_in_via_roma_40.3108_18.2013,In Via Roma,ristorante,ristorante
40.274264,18.264343,ov_330_gradi_40.2743_18.2643,330 Gradi,RESTAURANT,ristorante
40.295013,18.198166,ov_kfc_40.2950_18.1982,KFC,RESTAURANT,ristorante
40.294826,18.214798,ov_hostaria_arete_40.2948_18.2148,Hostaria Arete,RESTAURANT,ristorante
40.296578,18.214565,ov_fucazzeria_da_francesco_40.2966_18.2146,Fucazzeria Da Francesco,RESTAURANT,ristorante
40.320092,18.191070,ov_la_bella_mbriana_40.3201_18.1911,La Bella Mbriana,RESTAURANT,ristorante
40.323966,18.174723,ov_terre_city___skip_city_limits_40.3240_18.1747,Terre City | Skip City Limits,RESTAURANT,ristorante
40.313413,18.195103,ov_puburger_lecce_40.3134_18.1951,PUBurger Lecce,RESTAURANT,ristorante
40.314096,18.198260,ov_gemelli_osteria_pizzeria_40.3141_18.1983,Gemelli Osteria Pizzeria,RESTAURANT,ristorante
40.314028,18.200272,ov_trattoria_da_rosario_40.3140_18.2003,Trattoria da Rosario,RESTAURANT,ristorante
40.312718,18.200155,ov_piccadilly_40.3127_18.2002,Piccadilly,RESTAURANT,ristorante
40.312398,18.200847,ov_sotto_al_noce_40.3124_18.2008,Sotto al Noce,RESTAURANT,ristorante
40.312090,18.199801,ov_osteria_del_pozzo_vecchio_40.3121_18.1998,Osteria del Pozzo Vecchio,RESTAURANT,ristorante
40.311344,18.203918,ov_al_n_16_40.3113_18.2039,Al N.16,RESTAURANT,ristorante
40.310872,18.205628,ov_l_alchimista_40.3109_18.2056,L'Alchimista,RESTAURANT,ristorante
40.311146,18.201377,ov_pizza_doc_40.3111_18.2014,Pizza Doc,RESTAURANT,ristorante
40.311982,18.199701,ov_ddha__manuela_e_b_b_myosotis_40.3120_18.1997,Ddha 'Manuela e B&B Myosotis,RESTAURANT,ristorante
40.311000,18.198620,ov_cornetto_di_bufala___pizzeria_con_forno__40.3110_18.1986,Cornetto di Bufala - Pizzeria con forno a legna,RESTAURANT,ristorante
40.308645,18.196624,ov_osteria_pizzeria_carbinia_40.3086_18.1966,Osteria pizzeria Carbinia,RESTAURANT,ristorante
40.310490,18.201450,ov_agriturismo_la_lizza_40.3105_18.2015,Agriturismo La LIZZA,RESTAURANT,ristorante
40.309231,18.199429,ov_osteria_la_remesa_40.3092_18.1994,Osteria La Remesa,RESTAURANT,ristorante
40.337680,18.181820,ov_salento_pizza___food_40.3377_18.1818,Salento Pizza & Food,RESTAURANT,ristorante
40.334777,18.180908,ov_metropizza_da_fabio_40.3348_18.1809,Metropizza Da Fabio,RESTAURANT,ristorante
40.334536,18.178987,ov_caff__kali_bar_40.3345_18.1790,Caffè Kali Bar,RESTAURANT,ristorante
40.332855,18.179336,ov_le_flamb_e___polli_alla_fiamma_40.3329_18.1793,Le Flambèe | Polli alla Fiamma,RESTAURANT,ristorante
