# lat,lng,citta,slug,ospedali,ristoranti,bar_cafe,palestre,monumenti
41.124218,16.725321,70057 Palese (BA),70057_palese_ba,0,1,0,0,0
41.178191,15.632327,71022 Ascoli Satriano (FG),71022_ascoli_satriano_fg,0,1,0,0,0
41.191469,15.812478,71042 Cerignola,71042_cerignola,0,2,0,0,0
39.841973,16.245003,87010 Castrovillari (CS),87010_castrovillari_cs,0,1,0,0,0
40.507032,15.799041,Abriola,abriola,1,4,1,0,1
40.490630,16.149881,Accettura,accettura,0,6,4,0,1
40.794542,15.939975,Acerenza,acerenza,0,8,5,2,2
39.723855,16.092474,Acquaformosa,acquaformosa,0,1,3,0,0
40.895081,16.841746,Acquaviva delle Fonti,acquaviva_delle_fonti,2,65,26,13,1
39.520121,16.414288,Acri,acri,1,14,4,2,0
41.002976,16.871854,Adelfia,adelfia,2,25,17,9,1
40.054110,16.053011,Agromonte Magnano,agromonte_magnano,0,0,0,0,0
39.914735,15.823360,Aieta,aieta,0,5,0,0,1
40.594844,16.029791,Albano di Lucania,albano_di_lucania,0,3,2,1,1
39.921782,16.493224,Albidona,albidona,0,5,0,0,0
39.958173,16.378684,Alessandria del Carretto,alessandria_del_carretto,0,1,0,0,1
40.309481,16.238483,Aliano,aliano,0,5,2,0,2
40.828770,16.550289,Altamura,altamura,4,159,83,43,9
39.692199,16.143278,Altomonte,altomonte,2,9,9,2,3
39.944206,16.603166,Amendolara,amendolara,0,12,8,3,2
41.221123,16.293457,Andria,andria,3,181,139,57,9
41.226815,16.298935,Andria (BT),andria_bt,0,1,0,0,0
40.518125,15.913583,Anzi,anzi,0,4,1,0,0
40.295095,16.071622,Armento,armento,0,2,2,0,0
41.206285,15.568645,Ascoli Satriano,ascoli_satriano,0,14,11,2,2
40.899895,15.639495,Atella,atella,0,10,6,0,1
40.456024,15.549017,Atena Lucana,atena_lucana,1,15,14,3,1
40.754373,15.737455,Avigliano,avigliano,0,28,19,3,2
40.634849,15.561379,Balvano,balvano,0,4,3,0,0
40.861020,16.015030,Banzi,banzi,0,1,0,0,0
40.689337,15.581577,Baragiano,baragiano,0,3,3,1,0
40.692624,15.576176,Baragiano Scalo,baragiano_scalo,0,0,1,0,0
41.116567,16.861291,Bari,bari,60,1031,677,219,30
41.081637,16.787564,Bari Sardo,bari_sardo,0,1,0,0,0
40.945355,15.674500,Barile,barile,0,6,6,3,0
41.316247,16.278718,Barletta,barletta,11,236,255,82,14
40.749659,15.546523,Bella,bella,0,6,4,5,0
39.627491,15.852034,Belvedere Marittimo,belvedere_marittimo,4,42,31,7,3
40.399428,16.732446,Bernalda,bernalda,1,32,25,9,6
41.022509,16.710551,Binetto,binetto,0,2,1,0,0
41.238429,16.500748,Bisceglie,bisceglie,2,162,133,37,8
39.516542,16.270402,Bisignano,bisignano,0,12,8,5,1
41.039917,16.748417,Bitetto,bitetto,0,21,14,4,1
41.107855,16.686249,Bitonto,bitonto,3,118,111,45,5
41.040944,16.827081,Bitritto,bitritto,1,31,8,11,0
39.562503,15.880701,Bonifati,bonifati,0,10,6,2,1
39.971574,16.621886,Borgata Marina,borgata_marina,0,4,3,0,0
41.415064,15.653750,Borgo Incoronata (FG),borgo_incoronata_fg,0,1,0,0,0
39.909736,16.171875,Bova Marina,bova_marina,0,0,0,0,0
40.474020,15.635343,Brienza,brienza,0,4,2,2,3
40.601859,15.914053,Brindisi Montagna,brindisi_montagna,0,1,0,1,1
40.274864,15.621076,Buonabitacolo,buonabitacolo,0,3,1,1,0
39.683813,15.863513,Buonvicino,buonvicino,0,8,2,0,1
40.469691,15.523342,Caggiano,caggiano,0,2,0,0,1
40.588059,16.192595,Calciano,calciano,0,0,1,0,0
39.571431,16.815933,Calopezzati,calopezzati,0,8,6,1,1
39.506321,16.760876,Caloveto,caloveto,0,1,4,0,0
40.471555,15.847257,Calvello,calvello,0,5,4,1,0
40.147746,16.134981,Calvera,calvera,0,1,2,0,0
40.617543,16.114911,Campomaggiore,campomaggiore,0,1,0,0,1
40.729575,15.925494,Cancellara,cancellara,0,3,2,0,0
41.139256,15.518434,Candela,candela,0,9,6,1,2
40.094949,16.504220,Canna,canna,0,1,1,0,0
41.218745,16.066434,Canosa di Puglia,canosa_di_puglia,1,56,35,14,9
41.043977,16.920926,Capurso,capurso,0,25,8,12,0
41.367319,15.691050,Carapelle,carapelle,0,8,5,2,0
40.141286,16.089855,Carbone,carbone,0,0,4,0,0
39.506186,16.936064,Cariati,cariati,0,6,0,1,0
40.230462,15.674223,Casalbuono,casalbuono,0,2,2,0,0
40.156907,15.633718,Casaletto Spartano,casaletto_spartano,0,3,3,0,0
40.960262,16.920781,Casamassima,casamassima,1,42,33,17,2
40.623878,15.798742,Case Pace,case_pace,0,1,0,0,0
40.174312,15.543217,Caselle in Pittari,caselle_in_pittari,0,16,2,0,1
39.726379,16.494951,Cassano al Ionio,cassano_al_ionio,0,0,0,0,1
39.760038,16.405397,Cassano all'Ionio,cassano_allionio,0,30,32,8,2
40.886365,16.763385,Cassano delle Murge,cassano_delle_murge,3,44,15,12,0
40.322588,16.626434,Cassino,cassino,0,1,0,0,0
40.576693,16.932751,Castellaneta,castellaneta,1,53,33,12,2
40.462592,16.937643,Castellaneta Marina,castellaneta_marina,0,1,0,0,0
40.005205,15.979080,Castelluccio Inferiore,castelluccio_inferiore,1,4,2,2,0
40.181723,15.944489,Castelluccio Superiore,castelluccio_superiore,0,4,2,0,0
40.530580,16.046685,Castelmezzano,castelmezzano,0,6,0,2,0
40.158024,15.983452,Castelsaraceno,castelsaraceno,0,3,2,0,1
40.188471,16.186507,Castronuovo di Sant'Andrea,castronuovo_di_santandrea,0,1,1,0,1
39.993292,16.478903,Castroregio,castroregio,0,1,0,0,0
39.816430,16.208414,Castrovillari,castrovillari,2,76,78,18,4
40.915692,16.253278,Catania,catania,0,1,0,0,0
41.160058,16.739469,Catino,catino,0,0,0,0,0
41.020295,16.927037,Cellamare,cellamare,0,7,6,2,0
39.840720,16.400190,Cerchiara di Calabria,cerchiara_di_calabria,0,15,5,1,0
41.266872,15.897802,Cerignola,cerignola,4,131,81,39,2
40.046740,16.348861,Cersosimo,cersosimo,0,0,1,0,0
39.542107,16.125678,Cervicati,cervicati,0,1,1,0,0
39.512907,16.131611,Cerzeto,cerzeto,0,4,2,1,0
39.516369,15.936732,Cetraro,cetraro,2,24,11,2,1
40.113157,16.204746,Chiaromonte,chiaromonte,1,6,1,0,2
40.412813,16.158519,Cirigliano,cirigliano,0,3,0,0,0
39.551420,15.878810,Cittadella,cittadella,0,1,0,0,0
39.811740,16.315500,Civita,civita,0,7,2,0,1
40.094035,15.926017,Cogliandrino,cogliandrino,0,0,0,0,0
40.243078,16.459154,Colobraro,colobraro,0,3,1,0,1
41.146535,16.406534,Corato,corato,2,99,70,29,1
39.673363,16.504925,Corigliano,corigliano,0,1,0,0,0
39.618034,16.578870,Corigliano-Rossano,corigliano-rossano,5,235,138,41,8
39.642284,16.516155,Corigliano Calabro,corigliano_calabro,0,6,4,0,0
39.558618,16.602344,Corigliano Rossano,corigliano_rossano,0,1,0,0,0
40.384134,16.040854,Corleto perticara,corleto_perticara,0,6,3,1,0
40.375832,16.487817,Craco,craco,0,1,1,0,1
40.359056,16.495562,Craco Peschiera,craco_peschiera,0,0,0,0,0
39.515880,16.723898,Cropalati,cropalati,0,4,2,0,0
40.602070,15.728990,Cropani,cropani,0,1,0,0,0
39.600845,16.778226,Crosia,crosia,1,26,17,5,0
39.687678,15.817915,Diamante,diamante,1,63,25,3,0
40.072707,16.094716,Episcopia,episcopia,0,3,4,0,0
39.560370,16.057586,Fagnano Castello,fagnano_castello,0,11,4,5,2
40.114302,16.172419,Fardella,fardella,0,2,1,0,0
40.499872,16.454652,Ferrandina,ferrandina,0,12,9,5,2
40.498683,16.456323,Ferrandina MT,ferrandina_mt,0,1,0,0,0
40.808623,15.724650,Filiano,filiano,0,3,5,2,0
39.723056,16.169316,Firmo,firmo,0,4,3,2,0
41.341558,16.217709,Fiumara,fiumara,0,0,0,1,0
41.455448,15.553705,Foggia,foggia,22,338,216,102,16
40.859960,15.853553,Forenza,forenza,0,6,3,1,0
40.152990,15.701175,Fortino,fortino,0,1,0,0,0
40.067432,16.207780,Francavilla in Sinni,francavilla_in_sinni,0,11,8,3,0
39.809658,16.399425,Francavilla Marittima,francavilla_marittima,0,4,5,1,1
39.832780,16.261320,Frascineto,frascineto,0,3,2,1,1
40.288786,16.141786,Gallicchio,gallicchio,0,2,2,1,0
40.979898,16.875000,Gallo d'Alba,gallo_dalba,0,1,0,0,0
40.559830,16.231638,Garaguso,garaguso,0,2,2,0,0
40.835394,16.015837,Genzano di Lucania,genzano_di_lucania,0,9,7,1,4
41.049686,16.918940,Ghisalba,ghisalba,0,1,0,0,0
40.930954,15.735226,Ginestra,ginestra,0,1,1,0,0
40.521992,16.802667,Ginosa,ginosa,2,57,41,10,3
40.796855,16.918768,Gioia del Colle,gioia_del_colle,2,74,40,21,7
41.186756,16.670452,Giovinazzo,giovinazzo,1,89,45,12,1
40.391108,16.145843,Gorgoglione,gorgoglione,0,2,3,0,0
40.631448,16.283184,Grassano,grassano,0,15,7,1,0
40.820982,16.420618,Gravina in Puglia,gravina_in_puglia,6,106,69,21,2
39.742206,15.836546,Grisolia,grisolia,0,9,5,2,0
40.603229,16.386629,Grottole,grottole,0,4,4,0,0
40.284389,15.893314,Grumento Nova,grumento_nova,0,4,1,1,3
41.012071,16.710947,Grumo Appula,grumo_appula,3,19,11,5,0
40.359211,16.088248,Guardia Perticara,guardia_perticara,0,4,1,0,0
41.461525,15.548189,Incoronata,incoronata,0,1,0,0,0
40.745074,16.242629,Irsina,irsina,0,8,6,1,0
40.078668,15.557577,Ispani,ispani,0,5,0,0,0
40.129592,15.761876,Lagonegro,lagonegro,4,17,8,2,2
39.955384,15.961312,Laino Borgo,laino_borgo,0,4,3,2,0
39.936658,15.976569,Laino Castello,laino_castello,1,1,2,0,0
39.532601,16.195048,Lamezia Terme,lamezia_terme,0,1,0,0,0
40.626901,16.798076,Laterza,laterza,0,36,27,7,2
40.624837,16.797452,Laterza, Puglia,laterza_puglia,0,0,1,0,0
40.079130,16.018005,Latronico,latronico,0,9,13,4,4
40.459337,15.971779,Laurenzana,laurenzana,0,2,2,0,1
40.046661,15.861923,Lauria,lauria,1,28,21,7,0
40.039569,15.836240,Lauria Inferiore,lauria_inferiore,0,0,0,0,0
41.049021,15.797170,Lavello,lavello,0,19,13,8,1
40.362108,16.834864,Lido di Metaponto,lido_di_metaponto,0,1,0,0,0
40.195960,16.698570,Lido di Policoro,lido_di_policoro,0,0,1,0,0
41.159270,15.938342,Loconia,loconia,0,0,1,0,0
39.739967,16.126382,Lungro,lungro,2,5,5,2,0
39.716134,15.852409,Maierà,maier,0,6,0,0,1
39.607343,16.063419,Malvito,malvito,0,1,7,0,0
39.533881,16.873539,Mandatoriccio,mandatoriccio,0,8,7,1,1
41.420466,15.756829,Manfredonia,manfredonia,0,2,1,0,0
39.987642,15.719879,Maratea,maratea,1,46,16,2,6
40.363056,16.687473,Marconia,marconia,0,1,0,0,0
41.375410,16.149903,Margherita di Savoia,margherita_di_savoia,0,51,30,9,1
40.429712,16.889332,Marina di Ginosa,marina_di_ginosa,1,1,0,0,0
39.958863,15.738536,Marina di Maratea,marina_di_maratea,0,1,0,0,0
40.996436,16.527675,Mariotto,mariotto,0,1,0,0,0
40.418964,15.726265,Marsico Nuovo,marsico_nuovo,0,7,7,1,0
40.350160,15.840540,Marsico Vetere,marsico_vetere,0,1,0,0,0
40.354730,15.824456,Marsicovetere,marsicovetere,2,11,10,5,2
40.907359,15.828658,Maschito,maschito,0,1,4,2,0
40.607803,16.987411,Massafra,massafra,0,1,0,0,0
40.667555,16.601405,Matera,matera,3,313,148,51,29
41.318299,16.280051,Mattinata,mattinata,0,1,0,0,0
41.001420,15.647717,Melfi,melfi,3,45,28,11,6
40.371703,16.804274,Metaponto,metaponto,0,3,2,0,0
40.360727,16.834461,Metaponto Lido,metaponto_lido,0,3,1,0,0
40.570247,16.501098,Miglionico,miglionico,0,9,3,3,1
41.093408,16.089041,Minervino Murge,minervino_murge,0,24,11,3,4
40.286324,16.162572,Missanello,missanello,0,4,1,0,0
41.086577,16.785136,Modugno,modugno,4,85,45,28,0
41.102340,16.882791,Mola di Bari,mola_di_bari,0,1,0,0,0
41.199667,16.594245,Molfetta,molfetta,7,140,100,41,7
41.215221,16.547905,Molfetta (BA),molfetta_ba,0,1,0,0,0
41.193403,16.586985,Molfetta, Puglia,molfetta_puglia,0,1,0,0,0
40.238592,15.867373,Moliterno,moliterno,0,8,8,0,4
39.537725,16.186158,Mongrassano,mongrassano,0,4,4,0,0
