# lat,lng,id,name,building_type,type,url,page_type
# rastignano -- gyms.csv
44.417790,11.348360,ov_palafitness___junior_club___rastignano_44.4178_11.3484,Palafitness | Junior Club - Rastignano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/rastignano/pages/palafitness_junior_club_-_rastignano_44.4178_11.3484.json,custom
