# lat,lng,id,name,building_type,type,url,page_type
# rastignano -- Tutti
44.416859,11.349219,ov_lifeh___restaurant_44.4169_11.3492,Lifeh - Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/rastignano/pages/lifeh_-_restaurant_44.4169_11.3492.json,custom
44.417790,11.348360,ov_palafitness___junior_club___rastignano_44.4178_11.3484,Palafitness | Junior Club - Rastignano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/rastignano/pages/palafitness_junior_club_-_rastignano_44.4178_11.3484.json,custom
