# lat,lng,id,name,building_type,type
# Cogne — restaurants
45.611469,7.349793,osm_bouton_d_or_45.6115_7.3498,Bouton d'Or,ristorante,ristorante
45.607724,7.359311,osm_lou_ressignon_45.6077_7.3593,Lou Ressignon,ristorante,ristorante
45.586889,7.340898,osm_pizzeria_lou_talapen_45.5869_7.3409,Pizzeria Lou Talapen,ristorante,ristorante
45.586689,7.339323,osm_restaurant_valnontey_45.5867_7.3393,Restaurant Valnontey,ristorante,ristorante
45.608243,7.356404,osm_bar_licone_45.6082_7.3564,Bar Licone,ristorante,ristorante
45.606778,7.355943,osm_bar___fromage_45.6068_7.3559,Bar à Fromage,ristorante,ristorante
45.608996,7.354513,osm_pizza_da_ruben_tic_e_tac_45.6090_7.3545,Pizza da Ruben Tic e Tac,ristorante,ristorante
