# lat,lng,id,name,building_type,type,url,page_type
# carinaro -- restaurants
41.001756,14.225962,ov_vega_food___caf____bistrot___ristorante_41.0018_14.2260,Vega Food - cafè | bistrot | ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/molise/carinaro/pages/vega_food_-_caf_bistrot_ristorante_41.0018_14.2260.json,custom
