# lat,lng,id,name,building_type,type,url,page_type
# lido_di_jesolo -- bars_cafes
45.505949,12.646408,ov_marconi_deluxe___jesolo_s_deluxe_apartme_45.5059_12.6464,Marconi Deluxe | Jesolo's Deluxe Apartment,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/lido_di_jesolo/pages/marconi_deluxe_jesolos_deluxe_apartment_45.5059_12.6464.json,custom
