# lat,lng,id,name,building_type,type,url,page_type
# lido_di_venezia -- Tutti
45.398780,12.359215,osm_gastronomia_malvestio_di_paola_e_roberto_45.3988_12.3592,Gastronomia Malvestio di Paola e Roberto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lido_di_venezia/pages/gastronomia_malvestio_di_paola_e_roberto_45.3988_12.3592.json,custom
45.347108,12.326684,ov_kiosco_dei_bagni_alberoni_45.3471_12.3267,Kiosco dei Bagni Alberoni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lido_di_venezia/pages/kiosco_dei_bagni_alberoni_45.3471_12.3267.json,custom
45.403787,12.366015,ov_blue_bar_45.4038_12.3660,Blue Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lido_di_venezia/pages/blue_bar_45.4038_12.3660.json,custom
45.403779,12.366005,ov_ristorante_la_taverna_45.4038_12.3660,Ristorante La Taverna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lido_di_venezia/pages/ristorante_la_taverna_45.4038_12.3660.json,custom
