# lat,lng,id,name,building_type,type,url,page_type
# francavilla_al_mare -- Tutti
42.424606,14.274893,osm_azienda_sanitaria_locale_asl2___lanciano_42.4246_14.2749,Azienda Sanitaria Locale ASL2 - Lanciano Vasto Chieti,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/azienda_sanitaria_locale_asl2_-_lanciano_42.4246_14.2749.json,custom
42.416746,14.295174,ov_pierrot_osteria_42.4167_14.2952,Pierrot osteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pierrot_osteria_42.4167_14.2952.json,custom
42.416910,14.298440,ov_il_gabbiano_42.4169_14.2984,Il gabbiano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_gabbiano_42.4169_14.2984.json,custom
42.415634,14.296463,ov_la_tana_del_mare_42.4156_14.2965,La tana del mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/la_tana_del_mare_42.4156_14.2965.json,custom
42.415435,14.297224,ov_pizzeria_d__g_42.4154_14.2972,Pizzeria D'&G,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzeria_dg_42.4154_14.2972.json,custom
42.415710,14.300690,ov_brillo_a_mare_42.4157_14.3007,Brillo a Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/brillo_a_mare_42.4157_14.3007.json,custom
42.415580,14.300741,ov_bollicina_a__mare_42.4156_14.3007,Bollicina a’ mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bollicina_a_mare_42.4156_14.3007.json,custom
42.421478,14.290625,ov_lido_cortesito_42.4215_14.2906,Lido Cortesito,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_cortesito_42.4215_14.2906.json,custom
42.421929,14.290017,ov_vittoria_beach_42.4219_14.2900,Vittoria Beach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/vittoria_beach_42.4219_14.2900.json,custom
42.422401,14.287921,ov_pizzeria_le_dodici_torri_42.4224_14.2879,Pizzeria Le Dodici Torri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzeria_le_dodici_torri_42.4224_14.2879.json,custom
42.422031,14.289467,ov_ristorante_la_nave_42.4220_14.2895,Ristorante La Nave,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_la_nave_42.4220_14.2895.json,custom
42.421392,14.288388,ov_cafferistoratore_stazionefrancavilla_42.4214_14.2884,CaffeRistoratore StazioneFrancavilla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/cafferistoratore_stazionefrancavilla_42.4214_14.2884.json,custom
42.421783,14.287619,ov_noah_cucina_and_spirits_42.4218_14.2876,Noah Cucina and Spirits,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/noah_cucina_and_spirits_42.4218_14.2876.json,custom
42.422943,14.288361,ov_mare_nostrum_42.4229_14.2884,Mare Nostrum,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mare_nostrum_42.4229_14.2884.json,custom
42.423487,14.285832,ov_pescheria_campanella_42.4235_14.2858,Pescheria Campanella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pescheria_campanella_42.4235_14.2858.json,custom
42.425187,14.285080,ov_blumarine_ristorante_e_spiaggia_42.4252_14.2851,Blumarine Ristorante e Spiaggia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/blumarine_ristorante_e_spiaggia_42.4252_14.2851.json,custom
42.426573,14.280153,ov_arrosticineria_21_posti_42.4266_14.2802,Arrosticineria 21 Posti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/arrosticineria_21_posti_42.4266_14.2802.json,custom
42.426466,14.280068,ov_farcita_pizzette_tonde_e_calzoni_42.4265_14.2801,Farcita Pizzette Tonde e Calzoni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/farcita_pizzette_tonde_e_calzoni_42.4265_14.2801.json,custom
42.426489,14.280066,ov_ripieno_un_emiliano_in_abruzzo_42.4265_14.2801,Ripieno un Emiliano in Abruzzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ripieno_un_emiliano_in_abruzzo_42.4265_14.2801.json,custom
42.426172,14.283729,ov_orizzonte_beach_restaurant_42.4262_14.2837,orizzonte beach Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/orizzonte_beach_restaurant_42.4262_14.2837.json,custom
42.424757,14.283125,ov_pizzeria_pizzamore_42.4248_14.2831,Pizzeria Pizzamore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzeria_pizzamore_42.4248_14.2831.json,custom
42.424013,14.278463,ov_la_focacceria_42.4240_14.2785,La Focacceria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/la_focacceria_42.4240_14.2785.json,custom
42.423375,14.281190,ov_world_pizzeria_bar_42.4234_14.2812,World Pizzeria Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/world_pizzeria_bar_42.4234_14.2812.json,custom
42.423246,14.280210,ov_bull_bar_42.4232_14.2802,Bull Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bull_bar_42.4232_14.2802.json,custom
42.424139,14.283493,ov_cantina_turchi_42.4241_14.2835,Cantina Turchi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/cantina_turchi_42.4241_14.2835.json,custom
42.420860,14.274292,ov_gallegro_francavilla_al_mare_42.4209_14.2743,Gallegro Francavilla al Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/gallegro_francavilla_al_mare_42.4209_14.2743.json,custom
42.421789,14.256123,ov_il_rifugio_di_diana_42.4218_14.2561,Il Rifugio Di Diana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_rifugio_di_diana_42.4218_14.2561.json,custom
42.417470,14.231960,ov_tenuta_turchi_42.4175_14.2320,Tenuta Turchi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/tenuta_turchi_42.4175_14.2320.json,custom
42.420847,14.241443,ov_ristorante_agli_amici_42.4208_14.2414,Ristorante Agli Amici,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_agli_amici_42.4208_14.2414.json,custom
42.428542,14.276438,osm_mezzo_marinaio_42.4285_14.2764,Mezzo Marinaio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mezzo_marinaio_42.4285_14.2764.json,custom
42.424686,14.283171,osm_pizzamore_42.4247_14.2832,PizzAmore,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzamore_42.4247_14.2832.json,custom
42.401641,14.320204,osm_l_isola_delle_tentazioni_42.4016_14.3202,L'Isola delle Tentazioni,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lisola_delle_tentazioni_42.4016_14.3202.json,custom
42.422115,14.289422,osm_la_nave_42.4221_14.2894,La Nave,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/la_nave_42.4221_14.2894.json,custom
42.404469,14.320657,osm_baramares_42.4045_14.3207,Baramares,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/baramares_42.4045_14.3207.json,custom
42.444418,14.253113,osm_florio_42.4444_14.2531,Florio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/florio_42.4444_14.2531.json,custom
42.409939,14.299298,osm_prospettive_42.4099_14.2993,Prospettive,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/prospettive_42.4099_14.2993.json,custom
42.395557,14.278087,osm_i_vecchi_ulivi_42.3956_14.2781,I Vecchi Ulivi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/i_vecchi_ulivi_42.3956_14.2781.json,custom
42.396190,14.281150,osm_verdemare_42.3962_14.2812,Verdemare,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/verdemare_42.3962_14.2812.json,custom
42.400450,14.319617,osm_l_artigiano_della_pizza_42.4005_14.3196,L'Artigiano Della Pizza,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lartigiano_della_pizza_42.4005_14.3196.json,custom
42.401790,14.320324,osm_il_gatto_e_la_volpe_42.4018_14.3203,Il Gatto E La Volpe,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_gatto_e_la_volpe_42.4018_14.3203.json,custom
42.414712,14.301800,osm_meco_milla_wine_bar_42.4147_14.3018,Meco Milla Wine Bar,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/meco_milla_wine_bar_42.4147_14.3018.json,custom
42.417861,14.293473,osm_cenacolo_42.4179_14.2935,Cenacolo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/cenacolo_42.4179_14.2935.json,custom
42.436119,14.259552,osm_old_wild_west_42.4361_14.2596,Old Wild West,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/old_wild_west_42.4361_14.2596.json,custom
42.444630,14.247660,ov_tuacialda_francavilla_2_42.4446_14.2477,Tuacialda Francavilla 2,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/tuacialda_francavilla_2_42.4446_14.2477.json,custom
42.441730,14.251050,ov_bar_milan_2_0_francavilla_al_mare_42.4417_14.2510,Bar Milan 2.0 Francavilla al mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_milan_20_francavilla_al_mare_42.4417_14.2510.json,custom
42.441980,14.250850,ov_caf__da_gina_42.4420_14.2508,Cafè da Gina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/caf_da_gina_42.4420_14.2508.json,custom
42.442200,14.256290,ov_la_villetta_francavilla_al_mare_42.4422_14.2563,La Villetta Francavilla al Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/la_villetta_francavilla_al_mare_42.4422_14.2563.json,custom
42.439380,14.260252,ov_bar_del_mare_42.4394_14.2603,Bar Del Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_del_mare_42.4394_14.2603.json,custom
42.434770,14.267265,ov_tropical_ultra_bar_42.4348_14.2673,Tropical Ultra Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/tropical_ultra_bar_42.4348_14.2673.json,custom
42.434337,14.269373,ov_dejavu_staff_42.4343_14.2694,Dejavu Staff,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/dejavu_staff_42.4343_14.2694.json,custom
42.433923,14.265918,ov_central_caffe_42.4339_14.2659,Central Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/central_caffe_42.4339_14.2659.json,custom
42.433671,14.266694,ov_cafe_melo_42.4337_14.2667,Cafe Melo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/cafe_melo_42.4337_14.2667.json,custom
42.434287,14.266242,ov_turchi_42.4343_14.2662,Turchi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/turchi_42.4343_14.2662.json,custom
42.437680,14.258090,ov_queens_coffee_42.4377_14.2581,Queens coffee,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/queens_coffee_42.4377_14.2581.json,custom
42.437119,14.258167,ov_zanzibar_42.4371_14.2582,Zanzibar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/zanzibar_42.4371_14.2582.json,custom
42.439224,14.254677,ov_pinky_caffetteria_pasticceria_42.4392_14.2547,Pinky Caffetteria Pasticceria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pinky_caffetteria_pasticceria_42.4392_14.2547.json,custom
42.431068,14.269630,ov_l_angolo_di_don_peppe_42.4311_14.2696,L'angolo di don Peppe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/langolo_di_don_peppe_42.4311_14.2696.json,custom
42.428576,14.278307,ov_luna_rossa_beach_42.4286_14.2783,Luna Rossa Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/luna_rossa_beach_42.4286_14.2783.json,custom
42.402418,14.316172,ov_paradise_park_42.4024_14.3162,Paradise Park,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/paradise_park_42.4024_14.3162.json,custom
42.402219,14.319710,ov_bar_amigos_42.4022_14.3197,Bar Amigos,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_amigos_42.4022_14.3197.json,custom
42.401668,14.320186,ov_caffetteria_pasticceria_l_isola_delle_te_42.4017_14.3202,Caffetteria Pasticceria L'Isola delle Tentazioni 2,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/caffetteria_pasticceria_lisola_delle_ten_42.4017_14.3202.json,custom
42.401655,14.320306,ov_l_isola_delle_tentazioni_42.4017_14.3203,L'Isola delle Tentazioni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lisola_delle_tentazioni_42.4017_14.3203.json,custom
42.399397,14.319676,ov_bar_trattoria_foro_da_isa_42.3994_14.3197,Bar trattoria foro da Isa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_trattoria_foro_da_isa_42.3994_14.3197.json,custom
42.402150,14.308630,ov_gasoline_cafe_42.4021_14.3086,Gasoline Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/gasoline_cafe_42.4021_14.3086.json,custom
42.394746,14.318590,ov_befree_bar_42.3947_14.3186,Befree Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/befree_bar_42.3947_14.3186.json,custom
42.395820,14.318320,ov_l_isola_delle_tentazioni_42.3958_14.3183,L'Isola Delle Tentazioni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lisola_delle_tentazioni_42.3958_14.3183.json,custom
42.392955,14.316002,ov_caffetteria_malu__42.3930_14.3160,Caffetteria MALU',RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/caffetteria_malu_42.3930_14.3160.json,custom
42.382810,14.277710,ov_bar___lu_scial______antistadio_comunale__42.3828_14.2777,Bar ''Lu Scialè'' - Antistadio comunale Valle Anzuca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_lu_scial_-_antistadio_comunale_valle_42.3828_14.2777.json,custom
42.393247,14.268724,ov_bar_serrone_42.3932_14.2687,Bar Serrone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_serrone_42.3932_14.2687.json,custom
42.403939,14.322319,ov_blind_beach_42.4039_14.3223,Blind Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/blind_beach_42.4039_14.3223.json,custom
42.408500,14.313383,ov_gran_caff__mambo_42.4085_14.3134,Gran Caffè Mambo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/gran_caff_mambo_42.4085_14.3134.json,custom
42.408436,14.313037,ov_dolceamaro_42.4084_14.3130,DolceAmaro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/dolceamaro_42.4084_14.3130.json,custom
42.410250,14.310020,ov_bar_la_rotonda_42.4102_14.3100,Bar La Rotonda,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_la_rotonda_42.4102_14.3100.json,custom
42.410079,14.305407,ov_caffetteria_valente_42.4101_14.3054,Caffetteria Valente,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/caffetteria_valente_42.4101_14.3054.json,custom
42.409088,14.311893,ov_kad__beach_42.4091_14.3119,Kadò Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/kad_beach_42.4091_14.3119.json,custom
42.412877,14.305281,ov_bar_la_rotonda_42.4129_14.3053,Bar La Rotonda,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_la_rotonda_42.4129_14.3053.json,custom
42.412224,14.301479,ov_bar_bistrot_margot_42.4122_14.3015,Bar Bistrot Margot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_bistrot_margot_42.4122_14.3015.json,custom
42.412899,14.300798,ov_milan_club_ringhio_d_abruzzo___francavil_42.4129_14.3008,Milan Club Ringhio D'Abruzzo - Francavilla al Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/milan_club_ringhio_dabruzzo_-_francavill_42.4129_14.3008.json,custom
42.417355,14.294530,ov_bistrot_vittoria_caffe_42.4174_14.2945,Bistrot Vittoria Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bistrot_vittoria_caffe_42.4174_14.2945.json,custom
42.418050,14.292903,ov_piazza_sirena_al_museo_42.4181_14.2929,Piazza Sirena al Museo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/piazza_sirena_al_museo_42.4181_14.2929.json,custom
42.420212,14.288419,ov_bar_pepe_42.4202_14.2884,Bar Pepe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_pepe_42.4202_14.2884.json,custom
42.419890,14.292318,ov_7e50_cantina___dispensa_42.4199_14.2923,7e50 Cantina & Dispensa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/7e50_cantina_dispensa_42.4199_14.2923.json,custom
42.420083,14.291624,ov_blu_bar_42.4201_14.2916,Blu Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/blu_bar_42.4201_14.2916.json,custom
42.420733,14.290368,ov_nettuno_42.4207_14.2904,Nettuno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/nettuno_42.4207_14.2904.json,custom
42.420043,14.292479,ov_bar_pasticceria_piazza_sirena_42.4200_14.2925,Bar Pasticceria Piazza Sirena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_pasticceria_piazza_sirena_42.4200_14.2925.json,custom
42.419952,14.293258,ov_bagni_da_franco_42.4200_14.2933,Bagni Da Franco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bagni_da_franco_42.4200_14.2933.json,custom
42.418612,14.295823,ov_lido_eldorado_42.4186_14.2958,Lido Eldorado,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_eldorado_42.4186_14.2958.json,custom
42.416526,14.295207,ov_caf__noir_42.4165_14.2952,Café Noir,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/caf_noir_42.4165_14.2952.json,custom
42.422310,14.288591,ov_ventunosei_caffetteria___vineria_42.4223_14.2886,Ventunosei Caffetteria & Vineria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ventunosei_caffetteria_vineria_42.4223_14.2886.json,custom
42.423357,14.287232,ov_1492_42.4234_14.2872,1492,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/1492_42.4234_14.2872.json,custom
42.423686,14.287431,ov_lido_la_bussola_francavilla_al_mare_42.4237_14.2874,Lido La Bussola Francavilla al Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_la_bussola_francavilla_al_mare_42.4237_14.2874.json,custom
42.425866,14.282670,ov_cafe_le_bistrot_42.4259_14.2827,Cafe Le Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/cafe_le_bistrot_42.4259_14.2827.json,custom
42.424499,14.283724,ov_bar_el_cafe_42.4245_14.2837,Bar El Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_el_cafe_42.4245_14.2837.json,custom
42.425336,14.281913,ov_joia_caffe_42.4253_14.2819,Joia Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/joia_caffe_42.4253_14.2819.json,custom
42.426028,14.278975,ov_bar_pizzeria_il_ghiotto_42.4260_14.2790,Bar Pizzeria il Ghiotto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_pizzeria_il_ghiotto_42.4260_14.2790.json,custom
42.425292,14.273386,ov_different_caff__42.4253_14.2734,Different Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/different_caff_42.4253_14.2734.json,custom
42.422333,14.282986,ov_blue_bar_42.4223_14.2830,Blue Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/blue_bar_42.4223_14.2830.json,custom
42.418524,14.265195,ov_bar_the_eagles_42.4185_14.2652,Bar The Eagles,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_the_eagles_42.4185_14.2652.json,custom
42.425206,14.282206,osm_bar_turchi_42.4252_14.2822,Bar Turchi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_turchi_42.4252_14.2822.json,custom
42.433921,14.265866,osm_central_caf__42.4339_14.2659,Central Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/central_caf_42.4339_14.2659.json,custom
42.424481,14.283663,osm_el_cafe__42.4245_14.2837,El Cafe',bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/el_cafe_42.4245_14.2837.json,custom
