# lat,lng,id,name,building_type,type,url,page_type
# Ardea -- Tutti
41.563326,12.539751,ov_radiologia_cla_ro_41.5633_12.5398,Radiologia CLA.RO,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/radiologia_claro_41.5633_12.5398.json,custom
41.564006,12.527232,ov_one_bar_41.5640_12.5272,One Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/one_bar_41.5640_12.5272.json,custom
41.562615,12.528702,ov_daylirium_tor_san_lorenzo_41.5626_12.5287,Daylirium Tor San Lorenzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/daylirium_tor_san_lorenzo_41.5626_12.5287.json,custom
41.568570,12.534590,ov_stazione_24_41.5686_12.5346,Stazione 24,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/stazione_24_41.5686_12.5346.json,custom
41.570622,12.532588,ov_hermanos_cafe_de_barrio_41.5706_12.5326,Hermanos Cafe de Barrio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/hermanos_cafe_de_barrio_41.5706_12.5326.json,custom
41.571589,12.531082,ov_l_elisir_185_41.5716_12.5311,L'Elisir 185,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/lelisir_185_41.5716_12.5311.json,custom
41.568110,12.540341,ov_effimero_fiori_41.5681_12.5403,Effimero Fiori,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/effimero_fiori_41.5681_12.5403.json,custom
41.566756,12.535586,ov_bar_marino_41.5668_12.5356,Bar Marino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_marino_41.5668_12.5356.json,custom
41.567523,12.535583,ov_armony_caf__di_armoni_ludovici_41.5675_12.5356,Armony Cafè di Armoni Ludovici,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/armony_caf_di_armoni_ludovici_41.5675_12.5356.json,custom
41.567681,12.536188,ov_spritz_caff__41.5677_12.5362,Spritz Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/spritz_caff_41.5677_12.5362.json,custom
41.567135,12.537432,ov_il_caff__degli_artisti___tor_san_lorenzo_41.5671_12.5374,Il caffè degli artisti - Tor San Lorenzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/il_caff_degli_artisti_-_tor_san_lorenzo_41.5671_12.5374.json,custom
41.566976,12.536940,ov_l_incontro_caffe_41.5670_12.5369,L'Incontro Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/lincontro_caffe_41.5670_12.5369.json,custom
41.564703,12.536749,ov_al_bar_da_ignazio_41.5647_12.5367,Al Bar Da Ignazio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/al_bar_da_ignazio_41.5647_12.5367.json,custom
41.565274,12.538953,ov_caffe_82_41.5653_12.5390,Caffe 82,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/caffe_82_41.5653_12.5390.json,custom
41.564418,12.538897,ov_mail_bar_41.5644_12.5389,MAIL BAR,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/mail_bar_41.5644_12.5389.json,custom
41.553281,12.540321,ov_piccola_capri_official_41.5533_12.5403,Piccola Capri Official,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/piccola_capri_official_41.5533_12.5403.json,custom
41.551491,12.536293,ov_white_beach_bar_restaurant_and_resort_41.5515_12.5363,White Beach Bar Restaurant and Resort,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/white_beach_bar_restaurant_and_resort_41.5515_12.5363.json,custom
41.553532,12.534930,ov_bar_ristorante_consorzio_tirrenella_41.5535_12.5349,Bar Ristorante consorzio tirrenella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_ristorante_consorzio_tirrenella_41.5535_12.5349.json,custom
41.543769,12.544517,ov_chiosco_bar_paolo_41.5438_12.5445,Chiosco Bar Paolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/chiosco_bar_paolo_41.5438_12.5445.json,custom
41.551430,12.543130,ov_bar_bera___food_show_41.5514_12.5431,Bar Bera - Food&Show,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_bera_-_foodshow_41.5514_12.5431.json,custom
41.552741,12.545424,ov_bar_gelateria_zio_carlo_41.5527_12.5454,Bar Gelateria Zio Carlo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_gelateria_zio_carlo_41.5527_12.5454.json,custom
41.553498,12.545475,ov_cornettosa_41.5535_12.5455,Cornettosa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/cornettosa_41.5535_12.5455.json,custom
41.538608,12.549342,ov_stabilimento_balneare_ranocchio_41.5386_12.5493,Stabilimento Balneare Ranocchio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/stabilimento_balneare_ranocchio_41.5386_12.5493.json,custom
41.543769,12.556277,ov_bar_bistrot_il_pellicano_41.5438_12.5563,Bar Bistrot Il Pellicano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_bistrot_il_pellicano_41.5438_12.5563.json,custom
41.538407,12.560645,ov_conforti_le_bombe_calde_41.5384_12.5606,Conforti Le Bombe Calde,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/conforti_le_bombe_calde_41.5384_12.5606.json,custom
41.564560,12.558010,ov_bar__sapore_maestro_41.5646_12.5580,Bar  Sapore Maestro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_sapore_maestro_41.5646_12.5580.json,custom
41.603887,12.540961,ov_good_caf__ardea_41.6039_12.5410,Good Cafè Ardea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/good_caf_ardea_41.6039_12.5410.json,custom
41.607068,12.543302,ov_corona_41.6071_12.5433,Corona,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/corona_41.6071_12.5433.json,custom
41.612321,12.549951,ov_bar_nadia_41.6123_12.5500,Bar Nadia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_nadia_41.6123_12.5500.json,custom
41.612155,12.549777,ov_cica_bar_41.6122_12.5498,Cica Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/cica_bar_41.6122_12.5498.json,custom
41.609833,12.546426,ov_caffe_valeri_41.6098_12.5464,Caffe Valeri,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/caffe_valeri_41.6098_12.5464.json,custom
41.609438,12.546021,ov_bar_dei_rutuli_41.6094_12.5460,Bar dei Rutuli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_dei_rutuli_41.6094_12.5460.json,custom
41.607842,12.543521,ov_c_c_caffe_41.6078_12.5435,C&C Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/cc_caffe_41.6078_12.5435.json,custom
41.607824,12.543434,ov_bar_tabaccheria_iacoangeli_stefano_41.6078_12.5434,Bar Tabaccheria Iacoangeli Stefano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_tabaccheria_iacoangeli_stefano_41.6078_12.5434.json,custom
41.608074,12.542588,ov_jack_sette_41.6081_12.5426,Jack Sette,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/jack_sette_41.6081_12.5426.json,custom
41.626594,12.535864,ov_bar_l_angolo_d_oro_41.6266_12.5359,Bar l'angolo d'oro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_langolo_doro_41.6266_12.5359.json,custom
41.615645,12.534074,ov_oz_1_bar_41.6156_12.5341,Oz 1 Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/oz_1_bar_41.6156_12.5341.json,custom
41.614224,12.533330,ov_i_love_food_bistrot_41.6142_12.5333,I Love Food Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/i_love_food_bistrot_41.6142_12.5333.json,custom
41.616570,12.532370,ov_polvere_di_stelle_41.6166_12.5324,Polvere di Stelle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/polvere_di_stelle_41.6166_12.5324.json,custom
41.611562,12.532764,ov_bar_100re_41.6116_12.5328,BAR_100re,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar100re_41.6116_12.5328.json,custom
41.617139,12.534856,ov_lo_sfizio_bar_41.6171_12.5349,Lo Sfizio Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/lo_sfizio_bar_41.6171_12.5349.json,custom
41.617352,12.534749,ov_bar_l_angolo_d_oro_41.6174_12.5347,BAR L'ANGOLO D'ORO,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_langolo_doro_41.6174_12.5347.json,custom
41.614390,12.536570,ov_zest_caffetteria_pasticceria__41.6144_12.5366,Zest Caffetteria Pasticceria_,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/zest_caffetteria_pasticceria_41.6144_12.5366.json,custom
41.590076,12.523595,ov_snackbar_nuovomiillenium_41.5901_12.5236,SnackBar NuovoMiillenium,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/snackbar_nuovomiillenium_41.5901_12.5236.json,custom
41.591762,12.522626,ov_al_360_41.5918_12.5226,Al 360,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/al_360_41.5918_12.5226.json,custom
41.613016,12.520825,ov_bar_pizzeria_guida_41.6130_12.5208,Bar Pizzeria Guida,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_pizzeria_guida_41.6130_12.5208.json,custom
41.615300,12.526530,ov_bar_pasticceria_gelateria_polvere_di_ste_41.6153_12.5265,Bar pasticceria gelateria polvere di stelle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_pasticceria_gelateria_polvere_di_ste_41.6153_12.5265.json,custom
41.614302,12.525016,ov_4_chiacchiere___ardea_41.6143_12.5250,4 Chiacchiere - Ardea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/4_chiacchiere_-_ardea_41.6143_12.5250.json,custom
41.610990,12.513470,ov_travel_caf__41.6110_12.5135,Travel Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/travel_caf_41.6110_12.5135.json,custom
41.611530,12.506250,ov_bar_cucciolo_41.6115_12.5062,Bar Cucciolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_cucciolo_41.6115_12.5062.json,custom
41.608079,12.501180,ov_passepartout_cafe__di_graziella_leto_41.6081_12.5012,Passepartout Cafe  di Graziella Leto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/passepartout_cafe_di_graziella_leto_41.6081_12.5012.json,custom
41.615055,12.501110,ov_cafe_capriccio_41.6151_12.5011,Cafe Capriccio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/cafe_capriccio_41.6151_12.5011.json,custom
41.615125,12.501254,ov_l_oasi_del_vino_41.6151_12.5013,L'Oasi del vino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/loasi_del_vino_41.6151_12.5013.json,custom
41.606637,12.504186,ov_la_royal_della_salernitana_41.6066_12.5042,La Royal della Salernitana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_royal_della_salernitana_41.6066_12.5042.json,custom
41.585973,12.499435,ov_al_barumba_beach_spiaggia_41.5860_12.4994,Al Barumba Beach/Spiaggia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/al_barumba_beachspiaggia_41.5860_12.4994.json,custom
41.584099,12.501416,ov_rosa_dei_venti_41.5841_12.5014,Rosa dei venti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/rosa_dei_venti_41.5841_12.5014.json,custom
41.603808,12.506926,ov_largo_milano_ardea_41.6038_12.5069,Largo Milano Ardea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/largo_milano_ardea_41.6038_12.5069.json,custom
41.603948,12.506649,ov_ramses_bar_41.6039_12.5066,Ramses Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ramses_bar_41.6039_12.5066.json,custom
41.575345,12.516134,ov_bar_l_insonnia_di_flaviana_zanot_41.5753_12.5161,Bar L'insonnia Di Flaviana Zanot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_linsonnia_di_flaviana_zanot_41.5753_12.5161.json,custom
41.582233,12.503569,ov_bar_gorizia__centro_gorizia_beach_spiagg_41.5822_12.5036,Bar Gorizia (Centro Gorizia Beach/Spiaggia),RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_gorizia_centro_gorizia_beachspiaggia_41.5822_12.5036.json,custom
41.591777,12.493342,ov_makai_ritual_beach_spiaggia_41.5918_12.4933,Makai Ritual Beach/Spiaggia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/makai_ritual_beachspiaggia_41.5918_12.4933.json,custom
41.591717,12.493706,ov_bar_bleu_marine_41.5917_12.4937,Bar Bleu Marine,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_bleu_marine_41.5917_12.4937.json,custom
41.597385,12.490237,ov_ar_baretto_41.5974_12.4902,Ar Baretto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ar_baretto_41.5974_12.4902.json,custom
41.637870,12.539330,ov_bar_angolo_d_oro_41.6379_12.5393,Bar angolo d'oro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_angolo_doro_41.6379_12.5393.json,custom
41.639743,12.540816,ov_bar_acquarelli_41.6397_12.5408,Bar Acquarelli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_acquarelli_41.6397_12.5408.json,custom
41.646742,12.542659,ov_bar_caronti_41.6467_12.5427,Bar Caronti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_caronti_41.6467_12.5427.json,custom
41.643186,12.542582,ov_caffe_laurentina_41.6432_12.5426,Caffe Laurentina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/caffe_laurentina_41.6432_12.5426.json,custom
41.567897,12.534947,osm_play___game_bar_41.5679_12.5349,Play + Game Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/play_game_bar_41.5679_12.5349.json,custom
41.597464,12.489980,osm_al_baretto_41.5975_12.4900,Al baretto,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/al_baretto_41.5975_12.4900.json,custom
41.602438,12.507780,osm_travel_caff__41.6024_12.5078,Travel Caffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/travel_caff_41.6024_12.5078.json,custom
41.536250,12.551769,osm_bar_lupetta_41.5363_12.5518,Bar Lupetta,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_lupetta_41.5363_12.5518.json,custom
41.536025,12.563299,ov_iron_force_ardea_41.5360_12.5633,Iron Force Ardea,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/iron_force_ardea_41.5360_12.5633.json,custom
41.577670,12.526990,ov_dance_village_41.5777_12.5270,Dance Village,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/dance_village_41.5777_12.5270.json,custom
41.565371,12.526081,ov_the_gym_club_41.5654_12.5261,The Gym Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/the_gym_club_41.5654_12.5261.json,custom
41.565516,12.537440,ov_a_s_d_la_gozadera_41.5655_12.5374,A.s.d La Gozadera,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/asd_la_gozadera_41.5655_12.5374.json,custom
41.565193,12.537371,ov_salsa_free_41.5652_12.5374,Salsa Free,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/salsa_free_41.5652_12.5374.json,custom
41.565362,12.537933,ov_polisportiva_sociale_tsl_boxing_team_41.5654_12.5379,Polisportiva Sociale Tsl Boxing Team,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/polisportiva_sociale_tsl_boxing_team_41.5654_12.5379.json,custom
41.539980,12.558420,ov_strikezone_samoa_41.5400_12.5584,Strikezone SAMOA,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/strikezone_samoa_41.5400_12.5584.json,custom
41.538717,12.562738,ov_asd_cedial_lido_dei_pini_41.5387_12.5627,ASD Cedial Lido dei Pini,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/asd_cedial_lido_dei_pini_41.5387_12.5627.json,custom
41.570802,12.547278,ov_giodance_41.5708_12.5473,Giodance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/giodance_41.5708_12.5473.json,custom
41.611460,12.531345,ov_world_fitness___ardea_41.6115_12.5313,World Fitness - Ardea,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/world_fitness_-_ardea_41.6115_12.5313.json,custom
41.609740,12.533270,ov_star_dance_studio___ardea_41.6097_12.5333,Star Dance Studio - Ardea,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/star_dance_studio_-_ardea_41.6097_12.5333.json,custom
41.611379,12.510750,ov_santinelli_roma_dance_41.6114_12.5107,Santinelli Roma Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/santinelli_roma_dance_41.6114_12.5107.json,custom
41.608857,12.510575,ov_new_super_paddle_41.6089_12.5106,New Super Paddle,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/new_super_paddle_41.6089_12.5106.json,custom
41.609670,12.509860,ov_pazzi_salseri_41.6097_12.5099,Pazzi Salseri,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pazzi_salseri_41.6097_12.5099.json,custom
41.609233,12.502070,ov_jr_school_academy_ballo_danza_fitness_41.6092_12.5021,JR School Academy ballo danza fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/jr_school_academy_ballo_danza_fitness_41.6092_12.5021.json,custom
41.608790,12.501400,ov_rakatan___cuban_dance_academy_41.6088_12.5014,Rakatan - Cuban Dance Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/rakatan_-_cuban_dance_academy_41.6088_12.5014.json,custom
41.614350,12.499920,ov_new_master_ballet_academy___modern_dance_41.6144_12.4999,New Master Ballet Academy & Modern Dance Ralitza Kavaldjieva,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/new_master_ballet_academy_modern_dance_r_41.6144_12.4999.json,custom
41.615111,12.501602,ov_n1_gym_41.6151_12.5016,N1 Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/n1_gym_41.6151_12.5016.json,custom
41.615130,12.503700,ov_vice_club_41.6151_12.5037,Vice Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/vice_club_41.6151_12.5037.json,custom
41.615102,12.503390,ov_florida_sporting_club_41.6151_12.5034,Florida Sporting Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/florida_sporting_club_41.6151_12.5034.json,custom
41.596221,12.494014,ov_marediroma_village_41.5962_12.4940,MarediRoma Village,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/marediroma_village_41.5962_12.4940.json,custom
41.604132,12.506425,ov_new_audax_41.6041_12.5064,New Audax,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/new_audax_41.6041_12.5064.json,custom
41.601590,12.508250,ov_lc_reining_horses_41.6016_12.5083,LC Reining Horses,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/lc_reining_horses_41.6016_12.5083.json,custom
41.595729,12.513935,ov_natury_club_41.5957_12.5139,Natury Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/natury_club_41.5957_12.5139.json,custom
41.603336,12.514060,ov_asd_dado___discipline_e_arti_orientali_41.6033_12.5141,ASD Dado - Discipline e Arti Orientali,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/asd_dado_-_discipline_e_arti_orientali_41.6033_12.5141.json,custom
41.596199,12.493471,ov_golf_marediroma_41.5962_12.4935,Golf Marediroma,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/golf_marediroma_41.5962_12.4935.json,custom
41.640189,12.537589,ov_spirit_warrior_ocr_bootcamp_41.6402_12.5376,Spirit Warrior OCR Bootcamp,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/spirit_warrior_ocr_bootcamp_41.6402_12.5376.json,custom
41.640684,12.536032,ov_le_camomille_41.6407_12.5360,Le Camomille,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/le_camomille_41.6407_12.5360.json,custom
41.651506,12.544202,ov_selleria_equi_max_41.6515_12.5442,Selleria Equi-Max,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/selleria_equi-max_41.6515_12.5442.json,custom
41.632180,12.575126,ov_asd_sunflower_ranch_41.6322_12.5751,ASD Sunflower Ranch,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/asd_sunflower_ranch_41.6322_12.5751.json,custom
41.611323,12.550476,ov_museo_delle_carrozze_41.6113_12.5505,Museo Delle Carrozze,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/museo_delle_carrozze_41.6113_12.5505.json,custom
41.608188,12.540893,ov_museo_giacomo_manz__41.6082_12.5409,Museo Giacomo Manzù,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/museo_giacomo_manz_41.6082_12.5409.json,custom
41.637790,12.539320,ov_franco_califano_casa_museo_41.6378_12.5393,Franco Califano Casa Museo,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/franco_califano_casa_museo_41.6378_12.5393.json,custom
41.609606,12.545382,osm_ufficio_postale_55380_41.6096_12.5454,Ufficio postale 55380,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ufficio_postale_55380_41.6096_12.5454.json,custom
