# lat,lng,id,name,building_type,type,url,page_type
# Osteria Nuova -- Tutti
42.039675,12.308341,osm_tre_esse_42.0397_12.3083,Tre Esse,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/umbria/osteria_nuova/pages/tre_esse_42.0397_12.3083.json,custom
42.037524,12.311261,osm_l_angolo_bar_42.0375_12.3113,L'Angolo Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/umbria/osteria_nuova/pages/langolo_bar_42.0375_12.3113.json,custom
42.039635,12.308396,osm_bar_carboni_42.0396_12.3084,Bar Carboni,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/umbria/osteria_nuova/pages/bar_carboni_42.0396_12.3084.json,custom
42.040382,12.306979,osm_ronchetti_tiziana_42.0404_12.3070,Ronchetti Tiziana,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/umbria/osteria_nuova/pages/ronchetti_tiziana_42.0404_12.3070.json,custom
