# lat,lng,id,name,building_type,type,url,page_type
# filetto -- Tutti
42.228550,14.246034,osm_poste_italiane_42.2286_14.2460,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/filetto/pages/poste_italiane_42.2286_14.2460.json,custom
44.302112,9.958318,osm_ristorante_pizzeria_al_pozzo_44.3021_9.9583,Ristorante Pizzeria Al Pozzo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/filetto/pages/ristorante_pizzeria_al_pozzo_44.3021_9.9583.json,custom
44.301868,9.956727,osm_pizza_comics_da_ivan_44.3019_9.9567,Pizza Comics da Ivan,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/filetto/pages/pizza_comics_da_ivan_44.3019_9.9567.json,custom
44.301380,9.960431,osm_taverna_del_tempo_ritrovato_44.3014_9.9604,Taverna del tempo ritrovato,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/filetto/pages/taverna_del_tempo_ritrovato_44.3014_9.9604.json,custom
44.301857,9.960662,osm_convivium_44.3019_9.9607,Convivium,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/filetto/pages/convivium_44.3019_9.9607.json,custom
44.300898,9.960427,osm_caffeteria_il_ritrovo_44.3009_9.9604,Caffeteria Il Ritrovo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/filetto/pages/caffeteria_il_ritrovo_44.3009_9.9604.json,custom
