# lat,lng,id,name,building_type,type,url,page_type
# acciaroli -- Tutti
40.179452,15.025885,osm_bar_centrale_40.1795_15.0259,Bar Centrale,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/acciaroli/pages/bar_centrale_40.1795_15.0259.json,custom
40.179114,15.026532,osm_luca_e_la_lucciola_40.1791_15.0265,Luca e la Lucciola,ristorante,ristorante,
