# lat,lng,id,name,building_type,type
# zapponeta -- bars_cafes
41.454794,15.954919,ov_bar_indios_41.4548_15.9549,Bar indios,RESTAURANT,bar_cafe
41.456483,15.956366,ov_central_bar_41.4565_15.9564,Central Bar,RESTAURANT,bar_cafe
41.456781,15.956114,ov_dreamer_cafe_41.4568_15.9561,Dreamer Cafe,RESTAURANT,bar_cafe
41.457804,15.957404,ov_caffetteria_bistrot_duemila_41.4578_15.9574,Caffetteria Bistrot Duemila,RESTAURANT,bar_cafe
41.456944,15.956406,ov_meeting_cafe_41.4569_15.9564,Meeting Cafe,RESTAURANT,bar_cafe
41.456123,15.955765,ov_medusa_caf__41.4561_15.9558,Medusa Cafè,RESTAURANT,bar_cafe
41.455948,15.957944,ov_bar_nazionale_41.4559_15.9579,Bar Nazionale,RESTAURANT,bar_cafe
41.454305,15.960785,ov_bar_new_york_ggrr_41.4543_15.9608,Bar New York ggrr,RESTAURANT,bar_cafe
41.453820,15.959580,ov_lounge_bardot_41.4538_15.9596,Lounge Bardot,RESTAURANT,bar_cafe
41.456807,15.956098,osm_dreamer_caf__41.4568_15.9561,Dreamer Café,bar_cafe,bar_cafe
41.453814,15.960026,osm_jambo_club_41.4538_15.9600,Jambo Club,bar_cafe,bar_cafe
41.454363,15.960768,osm_bar_new_york_41.4544_15.9608,Bar New York,bar_cafe,bar_cafe
41.456279,15.957252,osm_bar_sport_41.4563_15.9573,Bar Sport,bar_cafe,bar_cafe
41.456914,15.956363,osm_meeting_caf__41.4569_15.9564,Meeting Cafè,bar_cafe,bar_cafe
