# lat,lng,citta,slug,ospedali,ristoranti,bar_cafe,palestre,monumenti
44.962727,9.905523,29017 Fiorenzuola d'Arda (PC),29017_fiorenzuola_darda_pc,0,2,0,0,0
44.427795,11.598356,40024 S. Pietro Terme (BO),40024_s_pietro_terme_bo,0,2,0,0,0
44.456138,11.279404,40033 Casalecchio di Reno (BO),40033_casalecchio_di_reno_bo,0,1,0,0,0
44.530979,11.292786,40100 Bologna,40100_bologna,0,3,1,0,0
44.661810,10.855837,41100 Modena,41100_modena,0,1,0,0,0
44.743900,10.163480,43014 Medesano (PR),43014_medesano_pr,0,1,0,0,0
44.486746,9.939624,43042 Berceto (PR),43042_berceto_pr,0,1,0,0,0
44.879670,11.570316,44100 Ferrara,44100_ferrara,0,5,0,0,0
44.217263,12.177348,47032 Bertinoro (FC),47032_bertinoro_fc,0,3,0,0,0
44.403233,12.045872,48026 Russi (RA),48026_russi_ra,0,2,0,0,0
43.948302,12.415905,Acquaviva,acquaviva,1,9,3,5,0
44.951815,9.514571,Agazzano,agazzano,0,8,6,0,0
44.452453,9.711715,Albareto,albareto,0,10,7,2,0
44.472240,9.719820,Albareto di Borgo Val di Taro,albareto_di_borgo_val_di_taro,0,0,1,0,0
44.618517,10.606510,Albinea,albinea,3,28,12,3,2
44.511615,12.034697,Alfonsine,alfonsine,0,23,18,6,3
44.886823,9.957824,Alseno,alseno,0,19,10,5,1
44.903814,9.361394,Alta Val Tidone,alta_val_tidone,0,14,6,1,0
44.656541,11.509729,Altedo,altedo,0,1,0,0,0
44.148589,10.972806,Alto Reno Terme,alto_reno_terme,0,23,19,3,3
44.551389,11.203696,Anzola dell'Emilia,anzola_dellemilia,0,33,16,2,1
44.623401,10.725155,Arceto,arceto,0,0,2,0,0
44.621527,11.420117,Area Produttiva Castello Bentivog,area_produttiva_castello_bentivog,0,1,0,0,0
44.611259,11.356168,Argelato,argelato,0,27,16,4,1
44.621293,11.831940,Argenta,argenta,5,60,42,15,5
44.426532,11.990474,Bagnacavallo,bagnacavallo,1,38,23,6,3
