# lat,lng,id,name,building_type,type
# vallo_della_lucania -- restaurants
40.227295,15.262912,osm_ristorante_il_sinodo_40.2273_15.2629,Ristorante Il Sinodo,ristorante,ristorante
40.226161,15.231034,ov_pupillo_pizzeria_rosticceria_aperibar____40.2262_15.2310,Pupillo Pizzeria Rosticceria Aperibar - Pattano (Cilento),RESTAURANT,ristorante
40.226276,15.231328,ov_ortola__40.2263_15.2313,Ortola',RESTAURANT,ristorante
40.230095,15.248777,ov_pizzeria_l_eden_40.2301_15.2488,Pizzeria L'Eden,RESTAURANT,ristorante
40.212240,15.263231,ov_alin_village_40.2122_15.2632,Alin Village,RESTAURANT,ristorante
40.223976,15.269591,ov_casale_le_sterze_40.2240_15.2696,Casale Le Sterze,RESTAURANT,ristorante
40.227994,15.261701,ov_da_zero_40.2280_15.2617,Da Zero,RESTAURANT,ristorante
40.227680,15.261734,ov_stratto_pizza_e_fermento_40.2277_15.2617,Stratto Pizza e Fermento,RESTAURANT,ristorante
40.232858,15.270084,ov_smile_pizzeria_braceria_40.2329_15.2701,SMILE Pizzeria Braceria,RESTAURANT,ristorante
40.233215,15.267521,ov_pronto_pizza_1982_40.2332_15.2675,Pronto Pizza 1982,RESTAURANT,ristorante
40.230205,15.265416,ov_positano_casa_cucina___co__40.2302_15.2654,Positano Casa Cucina & Co.,RESTAURANT,ristorante
40.229550,15.265260,ov_frittole_40.2296_15.2653,Frittole,RESTAURANT,ristorante
40.230700,15.264120,ov_la_locanda_del_mare_40.2307_15.2641,La locanda del mare,RESTAURANT,ristorante
40.230810,15.262502,ov_amo_vdl_restaurant_40.2308_15.2625,AMO VDL restaurant,RESTAURANT,ristorante
40.231247,15.263073,ov_old_ranch_40.2312_15.2631,Old Ranch,RESTAURANT,ristorante
40.229074,15.263687,ov_burger_italia_40.2291_15.2637,Burger Italia,RESTAURANT,ristorante
40.228945,15.263485,ov_pizzeria___sushi___non_solo_pane_vallo_40.2289_15.2635,Pizzeria & Sushi – Non Solo Pane Vallo,RESTAURANT,ristorante
40.227520,15.262890,ov_ristorante_il_sinodo_40.2275_15.2629,Ristorante Il Sinodo,RESTAURANT,ristorante
40.226993,15.263814,ov_il_nano_ross_40.2270_15.2638,Il Nano Ross,RESTAURANT,ristorante
40.226987,15.264121,ov_l_artigiano_della_pasta_palma_40.2270_15.2641,L'Artigiano della pasta Palma,RESTAURANT,ristorante
40.228851,15.268095,ov_la_barbatella_40.2289_15.2681,La Barbatella,RESTAURANT,ristorante
40.230119,15.267269,ov_armonia_oltre_il_gusto_40.2301_15.2673,Armonia oltre il gusto,RESTAURANT,ristorante
40.230080,15.267290,ov_lupin_pizzeria_e_rosticceria_da_mario_40.2301_15.2673,Lupin pizzeria e rosticceria da mario,RESTAURANT,ristorante
40.229984,15.267041,ov_ristorante_la_tavernetta_40.2300_15.2670,Ristorante La Tavernetta,RESTAURANT,ristorante
40.231820,15.270840,ov_pizzeria_ristorante_eduardo_40.2318_15.2708,Pizzeria Ristorante Eduardo,RESTAURANT,ristorante
40.232742,15.275438,ov_anema_e_core_40.2327_15.2754,Anema e Core,RESTAURANT,ristorante
40.221746,15.271797,ov_da_caliciotto_40.2217_15.2718,Da Caliciotto,RESTAURANT,ristorante
40.218363,15.273167,ov_ristorante_aquadulcis_40.2184_15.2732,Ristorante Aquadulcis,RESTAURANT,ristorante
40.218664,15.272688,ov_trattoria_u_parlatorio_40.2187_15.2727,Trattoria U Parlatorio,RESTAURANT,ristorante
40.218454,15.279284,ov_ristorante_la_chioccia_d_oro_40.2185_15.2793,Ristorante La Chioccia D'Oro,RESTAURANT,ristorante
