# lat,lng,id,name,building_type,type,url,page_type
# Platamona -- Tutti
40.818603,8.466029,ov_ristorante_pizzeria_speed_date_summer____40.8186_8.4660,Ristorante Pizzeria Speed Date Summer | Vista Mare Platamona,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/platamona/pages/ristorante_pizzeria_speed_date_summer_vi_40.8186_8.4660.json,custom
