# lat,lng,id,name,building_type,type,url,page_type
# campomarino_di_maruggio -- bars_cafes
40.302636,17.566136,osm_la_pinetina___caffetteria__paninoteca_e__40.3026_17.5661,La Pinetina - Caffetteria, Paninoteca e Drinkeria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/campomarino_di_maruggio/pages/la_pinetina_-_caffetteria_paninoteca_e_d_40.3026_17.5661.json,custom
