# lat,lng,id,name,building_type,type
# Campomarino di Maruggio -- Tutti
40.298313,17.563138,osm_al_fresco_campomarino_40.2983_17.5631,Al Fresco Campomarino,ristorante,ristorante
40.302636,17.566136,osm_la_pinetina___caffetteria__paninoteca_e__40.3026_17.5661,La Pinetina - Caffetteria, Paninoteca e Drinkeria,bar_cafe,bar_cafe
