# lat,lng,citta,slug,ospedali,ristoranti,bar_cafe,palestre,monumenti
44.380600,7.558550,12012 Cuneo (CN),12012_cuneo_cn,0,1,0,0,0
44.453800,8.745120,16010 Mele (GE),16010_mele_ge,0,1,0,0,0
44.529709,8.940532,16010 Serra Riccò (GE),16010_serra_ricc_ge,0,1,0,0,0
44.604500,8.953380,16019 Ronco Scrivia (GE),16019_ronco_scrivia_ge,0,1,0,0,0
44.277574,9.420128,16039 Sestri Levante (GE),16039_sestri_levante_ge,0,1,0,0,0
44.413403,8.880956,16151 Genova,16151_genova,0,2,0,0,0
44.372306,8.617541,17019 Varazze (SV),17019_varazze_sv,0,1,0,0,0
44.274575,8.423517,17047 Valleggia (SV),17047_valleggia_sv,0,1,0,0,0
44.088036,8.206547,17100 Ceriale (SV),17100_ceriale_sv,0,1,0,0,0
43.850707,7.909470,18010 S. Stefano al Mare (IM),18010_s_stefano_al_mare_im,0,1,0,0,0
43.798443,7.691129,18012 Bordighera (IM),18012_bordighera_im,0,2,0,0,0
44.115656,9.879965,19100 La Spezia,19100_la_spezia,0,1,0,0,0
44.137609,9.917450,19100 Vezzano Ligure (SP),19100_vezzano_ligure_sp,0,1,0,0,0
44.486746,9.939624,43042 Berceto (PR),43042_berceto_pr,0,1,0,0,0
44.674812,8.468520,Acqui Terme,acqui_terme,4,78,50,23,3
44.789551,8.250974,Agliano Terme,agliano_terme,0,7,4,0,0
43.872943,7.552335,Airole,airole,0,7,4,0,0
44.006745,8.172193,Alassio,alassio,0,109,57,13,2
44.697771,8.029673,Alba,alba,5,143,89,44,4
44.452453,9.711715,Albareto,albareto,0,10,7,2,0
44.472240,9.719820,Albareto di Borgo Val di Taro,albareto_di_borgo_val_di_taro,0,0,1,0,0
44.593950,8.071748,Albaretto della Torre,albaretto_della_torre,0,4,1,0,0
44.050756,8.211972,Albenga,albenga,5,127,73,31,5
44.710883,9.067970,Albera Ligure,albera_ligure,0,1,1,0,1
44.175332,9.915291,Albiano Magra,albiano_magra,0,0,1,0,0
44.332551,8.511290,Albisola Superiore,albisola_superiore,0,32,25,6,4
44.328135,8.501678,Albissola Marina,albissola_marina,0,27,20,9,4
44.735304,8.694417,Alessandria,alessandria,0,3,0,0,0
44.444527,8.434865,Alghero,alghero,0,0,1,0,0
44.722207,8.450666,Alice Bel Colle,alice_bel_colle,0,4,4,0,0
44.611530,9.346910,Alta Val Tidone,alta_val_tidone,0,1,0,0,0
44.335569,8.339511,Altare,altare,1,8,6,1,2
44.113387,7.998403,Alto,alto,0,2,0,0,0
44.056023,9.978738,Ameglia,ameglia,0,32,12,6,0
43.955358,8.145404,Andora,andora,1,51,28,13,2
43.880176,7.660973,Apricale,apricale,0,8,1,0,2
44.084076,8.005235,Aquila d'Arroscia,aquila_darroscia,0,1,0,0,0
44.104581,9.923093,Arcola,arcola,0,18,9,5,2
44.403350,8.680865,Arenzano,arenzano,0,60,33,16,2
44.582816,8.110302,Arguello,arguello,0,1,0,0,0
43.831598,7.850789,Arma di Taggia,arma_di_taggia,0,3,2,0,0
44.077749,8.107350,Arnasco,arnasco,0,1,0,0,0
44.687484,8.885607,Arquata Scrivia,arquata_scrivia,0,17,18,6,1
44.207588,9.964006,Aulla,aulla,2,28,29,10,1
