# lat,lng,id,name,building_type,type,url,page_type
# zlan -- post_offices
46.728960,13.580244,osm_postpartner_9713__caf__postkastl_46.7290_13.5802,Postpartner 9713, Café Postkastl,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/zlan/pages/postpartner_9713_caf_postkastl_46.7290_13.5802.json,custom
