# lat,lng,id,name,building_type,type,url,page_type
# Soligo -- Tutti
45.916005,12.145620,osm_locanda_la_candola_45.9160_12.1456,Locanda La Candola,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/soligo/pages/locanda_la_candola_45.9160_12.1456.json,custom
45.910335,12.155646,osm_express_caf__edicola_45.9103_12.1556,Express Cafè Edicola,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/soligo/pages/express_caf_edicola_45.9103_12.1556.json,custom
45.909712,12.145646,osm_bar_cao_de_villa_45.9097_12.1456,Bar Cao De Villa,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/soligo/pages/bar_cao_de_villa_45.9097_12.1456.json,custom
