# lat,lng,id,name,building_type,type
# bonifati -- restaurants
39.540830,15.890680,ov_lido_la_torre_39.5408_15.8907,Lido La Torre,RESTAURANT,ristorante
39.553753,15.874261,ov_la_rotonda_39.5538_15.8743,La Rotonda,RESTAURANT,ristorante
39.560670,15.872290,ov_il_pescatore_39.5607_15.8723,Il Pescatore,RESTAURANT,ristorante
39.578177,15.869455,ov_ristorante_pizzeria_pietrabianca_39.5782_15.8695,Ristorante Pizzeria Pietrabianca,RESTAURANT,ristorante
39.579959,15.867747,ov_ramses_39.5800_15.8677,Ramses,RESTAURANT,ristorante
39.570514,15.869350,ov_wood_natural_beach_club_39.5705_15.8693,Wood Natural Beach Club,RESTAURANT,ristorante
39.569736,15.869865,ov_lido_martinica_39.5697_15.8699,Lido Martinica,RESTAURANT,ristorante
39.571653,15.871662,ov_pescheria_l_arco_del_pesce_trattoria_di__39.5717_15.8717,Pescheria L'Arco del Pesce Trattoria di Mare,RESTAURANT,ristorante
39.585260,15.898572,ov_griglia_e_piglia_39.5853_15.8986,Griglia e Piglia,RESTAURANT,ristorante
39.500000,15.950000,ov_cetraro_39.5000_15.9500,Cetraro,RESTAURANT,ristorante
