# lat,lng,id,name,building_type,type,url,page_type
# Giovinazzo -- Tutti
41.187250,16.673550,ov_radiologia_giba_srl_41.1872_16.6735,Radiologia GIBA SRL,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/radiologia_giba_srl_41.1872_16.6735.json,custom
41.184799,16.676286,ov_bar_palermo_41.1848_16.6763,bar palermo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bar_palermo_41.1848_16.6763.json,custom
41.183245,16.672289,ov_frau_marlen_bar_gelateria_41.1832_16.6723,Frau Marlen Bar Gelateria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/frau_marlen_bar_gelateria_41.1832_16.6723.json,custom
41.183800,16.672770,ov_bar___ristoro_la_cumpa_41.1838_16.6728,Bar - Ristoro La Cumpa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bar_-_ristoro_la_cumpa_41.1838_16.6728.json,custom
41.183741,16.669498,ov_caf__royale_41.1837_16.6695,Café Royale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/caf_royale_41.1837_16.6695.json,custom
41.185771,16.669557,ov_galery_cafe_41.1858_16.6696,Galery Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/galery_cafe_41.1858_16.6696.json,custom
41.185295,16.671465,ov_bar_pasticceria_salotto_marconi_41.1853_16.6715,Bar Pasticceria Salotto Marconi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bar_pasticceria_salotto_marconi_41.1853_16.6715.json,custom
41.185058,16.672593,ov_casci__bar_41.1851_16.6726,Cascià Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/casci_bar_41.1851_16.6726.json,custom
41.185300,16.673570,ov_mozart_caffe__41.1853_16.6736,Mozart caffe.,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/mozart_caffe_41.1853_16.6736.json,custom
41.185804,16.672487,ov_glam_bar_41.1858_16.6725,Glam Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/glam_bar_41.1858_16.6725.json,custom
41.186638,16.672006,ov_debl__caffetteria_e_gastronomia_41.1866_16.6720,Deblà Caffetteria e Gastronomia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/debl_caffetteria_e_gastronomia_41.1866_16.6720.json,custom
41.187618,16.670638,ov_rinaldi_41.1876_16.6706,Rinaldi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/rinaldi_41.1876_16.6706.json,custom
41.187937,16.668746,ov_diesis_caf__41.1879_16.6687,Diesis Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/diesis_caf_41.1879_16.6687.json,custom
41.188251,16.669205,ov_rocket_41.1883_16.6692,Rocket,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/rocket_41.1883_16.6692.json,custom
41.188455,16.669384,ov_vesper_41.1885_16.6694,Vesper,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/vesper_41.1885_16.6694.json,custom
41.187811,16.671421,ov_duo_bar_41.1878_16.6714,Duo Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/duo_bar_41.1878_16.6714.json,custom
41.187821,16.672303,ov_manuelito_bar___giovinazzo_41.1878_16.6723,Manuelito Bar - Giovinazzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/manuelito_bar_-_giovinazzo_41.1878_16.6723.json,custom
41.187830,16.672831,ov_ragno_d_oro_caffe_41.1878_16.6728,Ragno d'Oro Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/ragno_doro_caffe_41.1878_16.6728.json,custom
41.187933,16.672462,ov_gran_bar_pugliese_41.1879_16.6725,Gran Bar Pugliese,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/gran_bar_pugliese_41.1879_16.6725.json,custom
41.188599,16.672566,ov_il_canaruto_41.1886_16.6726,Il Canaruto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/il_canaruto_41.1886_16.6726.json,custom
41.185830,16.675004,ov_millevoglie_bar_pasticceria_41.1858_16.6750,Millevoglie Bar Pasticceria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/millevoglie_bar_pasticceria_41.1858_16.6750.json,custom
41.185074,16.679041,ov_sunshine_cafe_41.1851_16.6790,Sunshine Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/sunshine_cafe_41.1851_16.6790.json,custom
41.174550,16.700590,ov_amar___club_41.1746_16.7006,AmarèÉ Club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/amar_club_41.1746_16.7006.json,custom
41.188031,16.672897,osm_ragno_d_oro_41.1880_16.6729,Ragno d'Oro,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/ragno_doro_41.1880_16.6729.json,custom
41.187728,16.670923,osm_vecchio_caff__41.1877_16.6709,Vecchio Caffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/vecchio_caff_41.1877_16.6709.json,custom
41.187748,16.671075,osm_gran_caff__impero_41.1877_16.6711,Gran caffè impero,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/gran_caff_impero_41.1877_16.6711.json,custom
41.189672,16.670315,osm_miramare_cafe__41.1897_16.6703,Miramare Cafe',bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/miramare_cafe_41.1897_16.6703.json,custom
41.189684,16.670214,osm_katiuscia_41.1897_16.6702,Katiuscia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/katiuscia_41.1897_16.6702.json,custom
41.189935,16.668441,osm_zam__urban_terraza_41.1899_16.6684,Zamà Urban Terraza,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/zam_urban_terraza_41.1899_16.6684.json,custom
41.187950,16.672274,osm_manuelito_41.1880_16.6723,Manuelito,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/manuelito_41.1880_16.6723.json,custom
41.186084,16.670633,osm_ice_cream_planet_41.1861_16.6706,Ice Cream Planet,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/ice_cream_planet_41.1861_16.6706.json,custom
41.189760,16.674000,ov_asd_ginnastica_ritmica_iris_41.1898_16.6740,ASD Ginnastica Ritmica IRIS,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/asd_ginnastica_ritmica_iris_41.1898_16.6740.json,custom
41.192740,16.657535,ov_la_torretta_41.1927_16.6575,La Torretta,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/la_torretta_41.1927_16.6575.json,custom
41.191492,16.650403,ov_lido_nautilus___giovinazzo_41.1915_16.6504,Lido Nautilus - Giovinazzo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/lido_nautilus_-_giovinazzo_41.1915_16.6504.json,custom
41.189062,16.667633,ov_campo_calcetto_monaci_giovinazzo_41.1891_16.6676,Campo Calcetto Monaci Giovinazzo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/campo_calcetto_monaci_giovinazzo_41.1891_16.6676.json,custom
41.183993,16.664299,ov_coreutica_scuola_di_balletto_41.1840_16.6643,Coreutica Scuola Di Balletto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/coreutica_scuola_di_balletto_41.1840_16.6643.json,custom
41.182721,16.678154,ov_better_lottomatica_giovinazzo_41.1827_16.6782,Better Lottomatica Giovinazzo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/better_lottomatica_giovinazzo_41.1827_16.6782.json,custom
41.184110,16.678070,ov_dance_team_giovinazzo_41.1841_16.6781,Dance Team Giovinazzo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/dance_team_giovinazzo_41.1841_16.6781.json,custom
41.183808,16.672827,ov_omkara_studio_yoga_41.1838_16.6728,Omkara studio yoga,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/omkara_studio_yoga_41.1838_16.6728.json,custom
41.184061,16.668995,ov_college_of_dance_41.1841_16.6690,College Of Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/college_of_dance_41.1841_16.6690.json,custom
41.185324,16.672648,ov_palestra_linea_fitness_41.1853_16.6726,Palestra Linea Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/palestra_linea_fitness_41.1853_16.6726.json,custom
41.186336,16.669527,ov_hero_gym_41.1863_16.6695,Hero Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/hero_gym_41.1863_16.6695.json,custom
41.187177,16.671986,ov_tf_quarter_horse_41.1872_16.6720,TF Quarter Horse,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/tf_quarter_horse_41.1872_16.6720.json,custom
41.188354,16.674075,ov_chiesa_dello_spirito_santo_41.1884_16.6741,Chiesa dello Spirito Santo,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/chiesa_dello_spirito_santo_41.1884_16.6741.json,custom
